2016-03-03 20:34:21	Start
2016-03-03 20:34:33	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	0.042252	9.653168	0.930908	9.698042	0.042	9.653	0.931	9.698
0.020	0.396927	9.474640	1.656921	9.626617	0.131	9.609	1.112	9.680
0.042	0.477859	9.617462	1.402222	9.730886	0.240	9.600	1.230	9.688
0.060	0.137466	9.791229	1.002319	9.843359	0.264	9.634	1.248	9.725
0.080	-0.022018	9.636505	1.104675	9.699640	0.248	9.630	1.292	9.725
0.100	0.073196	9.676971	1.235596	9.755810	0.167	9.681	1.186	9.757
0.121	0.158890	9.629364	1.392700	9.730853	0.087	9.684	1.184	9.757
0.140	0.187454	9.612701	1.373657	9.712163	0.099	9.639	1.277	9.725
0.162	0.137466	9.498444	1.254639	9.581933	0.139	9.604	1.314	9.695
0.181	0.080338	9.460358	1.202271	9.536786	0.141	9.550	1.306	9.640
0.201	0.137466	9.484161	1.247498	9.566842	0.136	9.514	1.270	9.599
0.221	0.154129	9.655548	1.230835	9.734902	0.127	9.525	1.234	9.605
0.242	0.177933	9.679352	1.202271	9.755356	0.137	9.570	1.221	9.648
0.261	0.135086	9.612701	0.997559	9.665268	0.151	9.608	1.170	9.681
0.282	0.175552	9.550812	0.885681	9.593396	0.161	9.625	1.079	9.687
0.302	0.268387	9.660309	0.845215	9.700927	0.189	9.626	0.983	9.679
0.323	0.287430	9.531769	0.826172	9.571823	0.217	9.589	0.889	9.633
0.342	0.199356	9.322296	1.280823	9.411985	0.233	9.516	0.959	9.570
0.364	0.337418	8.962860	1.030884	9.028258	0.273	9.369	0.996	9.428
0.382	0.363602	8.634369	0.519104	8.657598	0.297	9.113	0.914	9.167
0.402	0.577835	8.789093	-0.130737	8.809037	0.370	8.927	0.675	8.977
0.422	0.980118	9.217560	-0.694885	9.295532	0.565	8.901	0.181	8.948
0.443	1.470474	9.919769	-1.042419	10.082200	0.848	9.140	-0.337	9.211
0.464	1.515701	10.614838	-0.711548	10.746089	1.136	9.635	-0.645	9.733
0.483	1.099136	10.755280	-0.544922	10.825021	1.266	10.127	-0.748	10.237
0.503	0.423111	10.193512	-0.516357	10.215348	1.127	10.371	-0.704	10.467
0.524	-0.164841	9.812653	-0.823425	9.848521	0.718	10.344	-0.649	10.409
