2016-03-03 20:55:55	Start
2016-03-03 20:56:01	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	-0.652817	4.759125	8.921814	10.132828	-0.653	4.759	8.922	10.133
0.021	-0.657578	4.416351	8.493347	9.595495	-0.654	4.673	8.815	9.998
0.040	-0.621872	4.416351	7.988708	9.149336	-0.646	4.588	8.581	9.753
0.060	-0.645676	4.728180	8.238647	9.520919	-0.644	4.580	8.411	9.600
0.081	-0.831345	4.899567	8.526672	9.869196	-0.689	4.615	8.312	9.534
0.101	-0.857529	5.139984	8.321960	9.818850	-0.739	4.796	8.269	9.590
0.121	-0.629013	5.056671	7.881592	9.385365	-0.741	4.956	8.242	9.649
0.141	-0.295761	4.942413	7.519775	9.003441	-0.653	5.010	8.062	9.519
0.162	0.027969	4.837677	7.398376	8.839676	-0.439	4.994	7.780	9.262
0.181	-0.183884	4.925751	7.931580	9.338457	-0.270	4.941	7.683	9.142
0.201	-0.271957	4.994781	8.260071	9.656634	-0.181	4.925	7.777	9.210
0.222	-0.443344	4.844818	8.421936	9.726141	-0.218	4.901	8.003	9.390
0.242	-0.543320	4.690094	8.069641	9.349400	-0.361	4.864	8.171	9.518
0.262	-0.690903	4.718658	8.064880	9.369386	-0.487	4.812	8.204	9.525
0.282	-0.983688	4.801971	8.262451	9.607012	-0.665	4.764	8.205	9.513
0.302	-1.081284	4.873383	8.155334	9.561826	-0.825	4.771	8.138	9.472
0.322	-0.878952	4.970978	7.926819	9.397746	-0.909	4.841	8.102	9.484
0.342	-0.745651	5.106659	7.700684	9.270086	-0.922	4.938	8.011	9.459
0.362	-0.393356	5.220917	7.824463	9.414612	-0.775	5.043	7.902	9.411
0.383	-0.364792	5.332794	7.936340	9.568556	-0.596	5.158	7.847	9.413
0.403	-0.355270	5.411346	8.107727	9.754185	-0.465	5.268	7.892	9.502
0.423	-0.345749	5.585114	8.321960	10.028363	-0.365	5.388	8.048	9.691
0.444	-0.298141	5.544647	8.888489	10.480326	-0.341	5.468	8.314	9.958
0.463	-0.286240	5.611298	9.269348	10.839253	-0.321	5.538	8.647	10.276
0.483	-0.274338	5.761261	9.516907	11.128293	-0.301	5.626	8.999	10.619
0.503	-0.495712	6.044525	10.226257	11.889422	-0.339	5.740	9.475	11.084
0.525	-0.462387	5.970734	11.433105	12.906563	-0.380	5.847	10.111	11.691
0.543	-0.383835	5.620819	11.623535	12.916946	-0.404	5.849	10.700	12.210
0.564	-0.252914	5.206635	11.040344	12.209104	-0.399	5.711	11.081	12.481
0.584	-0.091049	4.747223	10.811829	11.808474	-0.298	5.386	11.227	12.460
0.604	0.066055	4.225922	10.442871	11.265715	-0.165	4.950	10.980	12.050
0.625	0.261246	3.668915	9.378845	10.074320	-0.004	4.462	10.418	11.339
0.646	0.530228	3.535614	8.062500	8.819615	0.192	4.044	9.674	10.492
0.665	0.442154	3.630829	7.648315	8.477921	0.325	3.765	8.883	9.659
0.684	0.304092	3.821259	7.929199	8.807195	0.384	3.664	8.255	9.045
0.704	0.199356	3.787933	8.081543	8.927459	0.369	3.694	7.930	8.758
0.726	0.225540	3.778412	7.814941	8.683350	0.293	3.755	7.868	8.724
0.745	0.082718	3.871246	8.148193	9.021444	0.203	3.815	7.993	8.860
0.766	0.144608	3.735565	8.676636	9.447717	0.163	3.793	8.180	9.020
0.785	0.346939	3.452301	8.595703	9.269566	0.200	3.709	8.309	9.106
0.805	0.532608	3.233307	8.262451	8.888534	0.277	3.573	8.421	9.157
0.827	0.534988	3.223785	7.643555	8.312818	0.390	3.411	8.295	8.980
0.848	0.380264	3.735565	7.017517	7.958932	0.449	3.411	7.880	8.607
0.870	0.087479	4.016449	6.941345	8.020087	0.384	3.552	7.466	8.295
0.886	-0.229111	4.173553	7.274597	8.389923	0.193	3.787	7.219	8.170
0.907	-0.495712	4.275909	7.603088	8.737053	-0.064	4.050	7.209	8.276
