2016-03-03 20:54:22	Start
2016-03-03 20:54:29	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	0.008926	8.001190	5.472656	9.693765	0.009	8.001	5.473	9.694
0.018	0.047012	7.951202	5.322693	9.568432	0.018	7.989	5.435	9.662
0.039	-0.067245	8.079742	5.655945	9.862884	-0.001	8.008	5.481	9.705
0.059	-0.181503	8.148773	5.855896	10.036283	-0.048	8.045	5.577	9.790
0.080	-0.286240	8.177338	5.686890	9.964512	-0.122	8.089	5.630	9.858
0.099	-0.126755	8.005951	5.101318	9.493933	-0.165	8.103	5.575	9.839
0.120	-0.017258	7.889313	5.151306	9.422182	-0.153	8.055	5.449	9.729
0.140	-0.031540	7.801239	5.089417	9.314638	-0.115	7.968	5.257	9.549
0.160	-0.072006	7.984528	5.332214	9.601582	-0.062	7.920	5.169	9.458
0.180	-0.012497	7.965485	5.056091	9.434679	-0.033	7.910	5.157	9.443
0.200	-0.024399	7.982147	5.129883	9.488465	-0.035	7.933	5.152	9.460
0.220	-0.033920	8.224945	5.037048	9.644829	-0.036	8.039	5.139	9.542
0.241	-0.105331	8.277313	5.127502	9.737366	-0.044	8.112	5.088	9.576
0.261	-0.152939	8.265411	4.820435	9.569587	-0.079	8.187	5.029	9.610
0.281	-0.271957	8.298737	4.518127	9.452855	-0.141	8.267	4.876	9.601
0.300	-0.552841	8.286835	4.625244	9.506321	-0.271	8.282	4.773	9.567
0.321	-0.679001	8.343964	4.729980	9.615378	-0.414	8.299	4.673	9.536
0.341	-0.800400	8.408234	4.872803	9.751064	-0.576	8.334	4.687	9.581
0.362	-0.888474	8.377289	5.020386	9.806764	-0.730	8.354	4.812	9.670
0.382	-0.731369	8.251129	4.879944	9.614046	-0.775	8.345	4.876	9.697
0.401	-0.543320	8.060699	4.527649	9.261192	-0.741	8.274	4.825	9.608
0.421	-0.291000	7.984528	4.322937	9.084335	-0.614	8.168	4.688	9.442
0.442	-0.179123	7.994049	4.218201	9.040471	-0.436	8.073	4.487	9.250
0.469	-0.041061	8.144012	4.201538	9.164035	-0.264	8.046	4.318	9.138
0.482	0.001785	8.160675	4.634766	9.384970	-0.127	8.071	4.344	9.168
0.502	-0.055344	8.082123	4.744263	9.371862	-0.068	8.095	4.450	9.240
0.522	-0.188644	8.091644	4.515747	9.268348	-0.071	8.120	4.524	9.297
0.542	-0.381454	8.046417	4.460999	9.208195	-0.156	8.095	4.589	9.308
0.563	-0.659958	8.148773	4.563354	9.362812	-0.321	8.092	4.571	9.303
0.584	-0.802780	8.260651	4.632385	9.504830	-0.508	8.137	4.543	9.336
0.602	-0.690903	8.346344	4.737122	9.621805	-0.634	8.201	4.598	9.424
0.623	-0.598068	8.455841	4.663330	9.674998	-0.688	8.303	4.649	9.541
0.643	-0.467148	8.520111	4.618103	9.702442	-0.640	8.396	4.663	9.626
0.664	-0.283859	8.496307	4.670471	9.699542	-0.510	8.455	4.672	9.675
0.684	-0.086288	8.800995	4.946594	10.096225	-0.359	8.568	4.725	9.793
0.703	-0.126755	8.829559	5.275085	10.286093	-0.241	8.662	4.878	9.946
0.724	0.106522	8.955719	5.106079	10.309621	-0.098	8.771	5.000	10.098
0.744	0.280289	9.096161	5.394104	10.578992	0.043	8.921	5.180	10.318
0.765	0.570694	9.238983	5.308411	10.670695	0.208	9.030	5.271	10.461
0.785	0.382645	10.162567	6.669983	12.161943	0.335	9.363	5.620	10.930
0.804	-0.067245	10.464874	7.995850	13.170108	0.292	9.741	6.342	11.645
