2016-03-03 21:20:59	Start
2016-03-03 21:21:11	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	-1.076523	4.490143	8.279114	9.479663	-1.077	4.490	8.279	9.480
0.019	-1.057480	4.375885	8.012512	9.190592	-1.072	4.462	8.212	9.407
0.040	-1.269333	4.463959	8.179138	9.404065	-1.120	4.455	8.187	9.388
0.060	-1.376450	4.466339	8.586182	9.775751	-1.195	4.449	8.264	9.463
0.081	-1.407394	4.471100	8.564758	9.763533	-1.278	4.444	8.336	9.533
0.100	-1.216965	4.409210	8.360046	9.529560	-1.318	4.453	8.423	9.618
0.120	-0.959885	4.240204	8.219604	9.298527	-1.240	4.397	8.433	9.592
0.144	-0.952744	4.463959	8.505249	9.652663	-1.134	4.396	8.412	9.561
0.160	-0.740891	4.518707	8.924194	10.030397	-0.968	4.408	8.502	9.628
0.181	-0.655197	4.466339	9.105103	10.162695	-0.827	4.422	8.689	9.786
0.200	-0.655197	4.373505	8.995605	10.023859	-0.751	4.456	8.883	9.967
0.221	-0.626633	4.252106	8.926575	9.907412	-0.669	4.403	8.988	10.031
0.242	-0.757553	4.135468	8.679016	9.643718	-0.674	4.307	8.927	9.934
0.262	-1.695419	4.268768	8.986084	10.091904	-0.934	4.257	8.897	9.917
0.281	-0.588547	3.937897	8.419556	9.313556	-0.917	4.149	8.753	9.739
0.301	-0.376694	3.802216	8.362427	9.193961	-0.855	4.036	8.612	9.561
0.322	-0.345749	3.821259	8.326721	9.168198	-0.752	3.958	8.524	9.442
0.344	-0.262436	3.797455	8.567139	9.374721	-0.393	3.840	8.419	9.263
0.361	-0.093430	3.618927	8.724243	9.445516	-0.270	3.760	8.495	9.296
0.383	-0.086288	3.509430	8.893250	9.561037	-0.197	3.687	8.628	9.387
0.402	0.008926	3.452301	9.100342	9.733175	-0.108	3.595	8.821	9.529
0.422	-0.012497	3.497528	9.390747	10.020928	-0.046	3.520	9.027	9.690
0.445	0.204117	3.602264	9.355042	10.026703	0.029	3.515	9.185	9.835
0.462	0.063675	3.364227	9.052734	9.657851	0.066	3.479	9.225	9.860
0.483	0.175552	3.497528	8.609985	9.294911	0.108	3.490	9.102	9.750
0.502	0.146988	3.542755	8.360046	9.080919	0.148	3.502	8.844	9.515
0.523	0.285049	3.549896	8.091064	8.840155	0.168	3.489	8.528	9.218
0.545	0.266006	3.495148	8.000610	8.734792	0.218	3.521	8.265	8.988
0.563	0.218399	3.426117	8.026794	8.730143	0.229	3.503	8.120	8.847
0.583	0.163651	3.278534	7.974426	8.623632	0.233	3.437	8.023	8.732
0.603	0.156509	3.221405	7.838745	8.476312	0.201	3.355	7.960	8.641
0.623	0.027969	2.985748	7.600708	8.166164	0.142	3.228	7.860	8.499
0.646	0.294571	2.895294	7.134155	7.704912	0.161	3.095	7.637	8.243
0.664	0.020828	2.628693	6.915161	7.397967	0.125	2.933	7.372	7.936
0.685	0.082718	2.626312	6.739014	7.233164	0.107	2.784	7.097	7.626
0.704	0.223160	2.973846	6.398621	7.059455	0.155	2.781	6.797	7.349
0.725	0.230301	3.276154	6.539062	7.317483	0.139	2.876	6.648	7.252
0.745	0.146988	3.416595	7.224609	7.993104	0.171	3.073	6.725	7.401
0.765	0.085098	3.461823	8.052979	8.765952	0.171	3.282	7.054	7.784
0.785	0.287430	3.338043	8.633789	9.261072	0.187	3.373	7.613	8.334
0.806	0.558792	3.221405	8.212463	8.839358	0.270	3.359	8.031	8.715
0.826	0.830154	3.549896	7.760193	8.573886	0.440	3.393	8.165	8.860
0.847	0.761124	3.997406	7.691162	8.701295	0.609	3.527	8.074	8.844
0.873	0.335037	4.359222	8.586182	9.635226	0.621	3.782	8.062	8.937
0.898	-0.241013	4.294952	9.947754	10.838012	0.421	4.050	8.496	9.437
0.923	-0.567123	4.018829	11.026062	11.749326	0.072	4.168	9.313	10.231
0.927	-0.993210	3.340424	11.623535	12.134721	-0.367	4.003	10.296	11.089
0.947	-1.038437	3.592743	12.163879	12.725805	-0.710	3.812	11.190	11.862
0.966	-1.864426	2.626312	14.299072	14.657321	-1.116	3.395	12.278	12.817
0.986	-2.116745	2.166901	14.299072	14.616413	-1.503	2.932	13.096	13.534
1.007	-1.624008	2.835785	12.401917	12.825233	-1.661	2.805	13.291	13.706
1.027	-1.214584	3.100006	12.461426	12.898542	-1.705	2.682	13.365	13.749
1.047	-0.281479	4.104523	12.785156	13.430807	-1.309	3.052	12.987	13.443
1.067	0.634964	4.247345	12.594727	13.306775	-0.621	3.572	12.561	13.115
1.088	1.325272	4.214020	11.364075	12.192478	0.116	3.916	12.301	12.957
1.107	1.544266	4.137848	9.669250	10.630190	0.806	4.176	11.603	12.390
