2016-03-03 21:17:54	Start
2016-03-03 21:18:07	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	-0.386215	3.961700	9.024170	9.863056	-0.386	3.962	9.024	9.863
0.020	-0.324326	3.968842	8.750427	9.613889	-0.371	3.963	8.956	9.801
0.040	-0.376694	3.823639	8.902771	9.696466	-0.368	3.929	8.925	9.759
0.060	-0.464767	3.740326	8.310059	9.124863	-0.388	3.874	8.747	9.575
0.081	-0.629013	3.278534	8.945618	9.548221	-0.449	3.703	8.727	9.496
0.101	-0.576645	3.483246	9.186035	9.841177	-0.512	3.581	8.836	9.553
0.120	-0.464767	3.302338	8.926575	9.529175	-0.534	3.451	8.842	9.511
0.141	-0.298141	3.249969	8.909912	9.488821	-0.492	3.329	8.992	9.602
0.161	-0.117233	3.418976	8.559998	9.218281	-0.364	3.364	8.896	9.519
0.180	-0.141037	3.173798	8.717102	9.277971	-0.255	3.286	8.778	9.379
0.201	-0.690903	3.552277	9.119385	9.811177	-0.312	3.349	8.827	9.449
0.222	-1.947739	3.352325	9.288391	10.065087	-0.724	3.374	8.921	9.593
0.242	-1.285995	3.114288	9.716858	10.284450	-1.016	3.298	9.210	9.860
0.261	-1.221725	2.973846	9.024170	9.579771	-1.287	3.248	9.287	9.935
0.281	-1.050339	2.823883	8.705200	9.211842	-1.376	3.066	9.184	9.785
0.302	-1.357407	2.916718	8.533813	9.120075	-1.229	2.957	8.995	9.549
0.322	-1.616867	3.135712	8.624268	9.317990	-1.312	2.963	8.722	9.307
0.342	-1.550217	3.100006	8.421936	9.107262	-1.394	2.994	8.571	9.189
0.362	-1.271713	3.416595	8.586182	9.328070	-1.449	3.142	8.542	9.218
0.382	-1.081284	3.626068	8.869446	9.642853	-1.380	3.320	8.625	9.349
0.403	-0.509995	3.745087	9.083679	9.838648	-1.103	3.472	8.740	9.479
0.425	-0.529037	3.687958	9.290771	10.009962	-0.848	3.619	8.958	9.705
0.444	-0.064865	3.626068	9.400269	10.075596	-0.546	3.671	9.161	9.892
0.462	0.042252	3.633209	9.595459	10.260352	-0.265	3.673	9.343	10.046
0.483	0.813492	3.733185	9.055115	9.828201	0.065	3.670	9.335	10.044
0.504	0.385025	3.533234	9.071777	9.743158	0.294	3.631	9.281	9.977
0.523	0.501663	3.157135	8.693298	9.262430	0.436	3.514	9.104	9.774
0.543	0.306473	3.449921	8.676636	9.342370	0.502	3.468	8.874	9.544
0.565	0.418350	3.361847	8.698059	9.334520	0.403	3.376	8.785	9.421
0.583	0.420731	3.342804	8.867065	9.485578	0.412	3.328	8.734	9.356
0.604	0.163651	3.271393	9.193176	9.759266	0.327	3.356	8.859	9.480
0.626	0.056534	3.207123	9.264587	9.804153	0.265	3.296	9.006	9.596
0.645	0.049393	3.209503	9.226501	9.768914	0.173	3.258	9.138	9.704
0.664	0.097000	3.249969	8.950378	9.522656	0.092	3.234	9.159	9.714
0.685	0.308853	3.173798	8.405273	8.989828	0.128	3.210	8.962	9.521
0.705	0.237442	3.045258	8.379089	8.918470	0.173	3.170	8.740	9.300
0.726	0.039871	2.921478	8.233887	8.736905	0.171	3.098	8.492	9.042
0.745	-0.076767	2.888153	7.995850	8.501819	0.127	3.007	8.254	8.787
0.766	-0.069626	2.861969	7.541199	8.066312	0.033	2.929	8.038	8.556
0.785	-0.241013	3.076202	7.246033	7.875665	-0.087	2.937	7.754	8.295
0.806	-0.024399	2.869110	6.846130	7.423065	-0.103	2.924	7.407	7.967
0.828	-0.343369	2.909576	6.669983	7.285067	-0.170	2.929	7.076	7.663
0.846	-0.343369	3.121429	6.774719	7.467131	-0.238	2.994	6.884	7.513
0.866	-0.333847	3.338043	6.948486	7.715922	-0.261	3.060	6.810	7.473
0.886	-0.421921	3.504669	7.422180	8.218849	-0.361	3.218	6.954	7.672
0.906	-0.176743	3.659393	8.136292	8.923096	-0.319	3.406	7.320	8.081
0.928	0.027969	4.054535	8.721863	9.618260	-0.226	3.639	7.807	8.619
0.946	0.158890	4.168793	9.973938	10.811268	-0.103	3.847	8.564	9.393
0.967	0.006546	4.275909	10.552368	11.385777	0.004	4.040	9.346	10.185
0.986	-0.207687	4.302094	10.033447	10.918846	-0.004	4.200	9.820	10.684
1.007	-0.305283	4.371124	9.659729	10.607087	-0.087	4.279	10.055	10.931
1.029	-0.352890	4.506805	9.942993	10.922405	-0.215	4.364	10.047	10.959
1.048	-0.388596	4.821014	11.078430	12.088209	-0.314	4.500	10.179	11.134
1.067	-0.509995	4.544891	12.737549	13.533709	-0.389	4.561	10.855	11.788
1.087	-0.595688	3.659393	13.116028	13.629974	-0.462	4.383	11.719	12.544
1.108	-0.348129	2.409698	11.740173	11.989975	-0.461	3.859	12.168	12.810
1.129	0.073196	1.957428	9.340759	9.543934	-0.345	3.143	11.734	12.174
1.147	0.801590	2.266876	8.383850	8.721824	-0.017	2.573	10.645	10.971
1.169	1.432388	2.838165	8.721863	9.283200	0.490	2.368	9.547	9.885
1.188	1.679947	3.373749	9.488342	10.209459	0.997	2.609	8.984	9.440
1.209	1.877518	3.257111	10.645203	11.289561	1.448	2.934	9.310	9.876
1.230	2.170303	2.723907	11.026062	11.563042	1.790	3.048	9.970	10.586
1.248	2.203629	2.259735	11.518799	11.943413	1.983	2.904	10.670	11.251
1.268	2.067947	2.128815	10.647583	11.053474	2.080	2.592	10.959	11.462
1.298	1.808487	2.576324	9.338379	9.854613	2.063	2.422	10.633	11.104
1.315	1.441910	3.080963	9.026550	9.646245	1.880	2.511	10.133	10.624
1.331	1.180069	3.602264	8.474304	9.283464	1.625	2.847	9.372	9.959
1.355	0.887283	3.873627	7.824463	8.775789	1.329	3.283	8.666	9.390
1.381	0.837296	3.835541	7.443604	8.415442	1.087	3.598	8.192	9.030
1.392	0.727798	3.623688	7.353149	8.229800	0.908	3.734	7.774	8.676
1.411	0.654007	3.359467	7.495972	8.240348	0.777	3.673	7.529	8.415
1.430	0.589737	3.090485	7.515015	8.147044	0.702	3.477	7.452	8.258
1.450	0.654007	2.828644	7.100830	7.671424	0.656	3.226	7.366	8.072
1.470	0.775406	2.716766	6.505737	7.092721	0.668	2.999	7.154	7.788
1.490	0.818253	2.754852	6.086792	6.731106	0.709	2.848	6.802	7.411
1.511	0.692093	2.800079	6.308167	6.936311	0.735	2.775	6.500	7.108
1.540	0.494522	2.861969	6.641418	7.248714	0.695	2.783	6.386	7.002
1.550	0.813492	3.209503	6.838989	7.598319	0.705	2.907	6.469	7.129
1.576	0.944412	3.649872	6.503357	7.517122	0.736	3.130	6.573	7.325
1.590	0.708755	3.990265	7.343628	8.387694	0.740	3.428	6.832	7.688
1.611	0.301712	4.264008	8.293396	9.330231	0.692	3.778	7.245	8.208
1.631	0.161270	4.192596	8.614746	9.582157	0.529	4.024	7.689	8.704
1.657	0.346939	4.373505	8.091064	9.203979	0.380	4.205	8.086	9.126
1.672	0.604019	4.368744	8.381470	9.470998	0.353	4.300	8.345	9.397
1.691	1.077713	4.418732	9.335999	10.384966	0.547	4.338	8.606	9.661
1.712	0.908707	5.168549	8.569519	10.048696	0.734	4.582	8.595	9.777
1.732	-0.205307	4.966217	10.295288	11.432341	0.596	4.731	9.146	10.334
1.753	-1.233627	3.816498	13.189819	13.786182	0.137	4.592	10.348	11.413
1.776	-0.955124	2.878632	13.427856	13.766122	-0.371	4.207	11.371	12.258
1.793	-0.902756	2.583466	12.140076	12.444706	-0.824	3.561	12.263	12.857
1.813	-1.614487	1.990753	13.744446	13.981397	-1.176	2.817	13.126	13.495
1.833	-1.888229	2.154999	13.332642	13.637037	-1.340	2.402	13.161	13.457
1.860	-1.574020	2.488251	12.780396	13.115161	-1.495	2.304	12.999	13.295
1.876	-1.017014	2.326385	13.534973	13.771052	-1.523	2.240	13.348	13.626
1.893	-0.395737	2.402557	11.952026	12.197534	-1.219	2.343	12.900	13.180
1.913	0.313614	2.842926	10.033447	10.433151	-0.668	2.515	12.075	12.379
1.936	0.796829	3.335663	9.804932	10.387409	-0.076	2.727	11.331	11.697
1.954	0.918228	3.707001	9.916809	10.626763	0.408	3.072	10.427	10.911
1.977	0.749222	3.590363	9.547852	10.228074	0.694	3.369	9.826	10.419
1.995	0.230301	3.319000	8.867065	9.470673	0.674	3.488	9.534	10.178
2.028	-0.188644	3.159515	8.060120	8.659310	0.427	3.444	9.098	9.746
2.033	-0.379074	3.109528	7.293640	7.937887	0.103	3.295	8.442	9.074
2.055	-0.288620	3.014313	7.131775	7.748006	-0.157	3.151	7.838	8.454
2.082	-0.198166	3.080963	7.048462	7.694961	-0.264	3.091	7.383	8.010
2.097	-0.072006	2.823883	6.643799	7.219388	-0.234	3.007	7.029	7.650
2.131	-0.269577	2.457306	6.679504	7.122275	-0.207	2.844	6.876	7.446
2.135	-0.488571	2.288300	6.331970	6.750471	-0.257	2.663	6.676	7.197
2.155	-0.157700	2.443024	5.708313	6.211125	-0.247	2.503	6.341	6.826
2.185	-0.000595	2.745331	5.425049	6.080131	-0.229	2.483	6.036	6.541
2.204	0.339798	3.214264	6.179626	6.973861	-0.077	2.673	5.911	6.504
2.215	0.413589	3.440399	6.786621	7.620081	0.149	2.961	6.025	6.721
2.236	0.532608	3.864105	7.057983	8.064125	0.321	3.316	6.362	7.185
2.261	0.242203	4.071198	7.169861	8.248650	0.382	3.647	6.799	7.727
2.279	-0.100571	3.935516	8.336243	9.219075	0.272	3.828	7.338	8.288
2.296	-0.036301	4.111664	9.216980	10.092562	0.159	3.996	7.945	8.906
2.316	0.016068	4.242584	9.609741	10.504614	0.030	4.090	8.583	9.516
2.337	-0.052963	4.466339	9.569275	10.560398	-0.043	4.189	9.183	10.094
2.356	-0.398117	4.606781	9.973938	10.993651	-0.118	4.357	9.592	10.538
2.378	-0.807541	4.537750	10.107239	11.108536	-0.311	4.463	9.815	10.792
2.398	-0.564743	4.678192	9.902527	10.966515	-0.456	4.572	9.888	10.907
2.417	-0.231491	4.128326	10.271484	11.072491	-0.500	4.488	10.064	11.035
2.436	0.177933	3.683197	10.899902	11.506758	-0.356	4.257	10.295	11.164
2.463	0.584976	3.821259	9.962036	10.685803	-0.008	4.078	10.259	11.058
2.482	0.418350	4.106903	11.016541	11.764601	0.237	3.935	10.537	11.257
2.497	-0.488571	3.061920	14.658508	14.982855	0.173	3.668	11.634	12.235
2.523	-0.176743	1.414703	14.310974	14.381815	0.085	3.101	12.487	12.954
2.547	1.189590	1.528961	9.562134	9.756395	0.236	2.528	12.387	12.721
2.567	1.065811	2.440643	9.840637	10.194647	0.398	2.112	12.093	12.329
2.582	0.301712	3.373749	13.149353	13.578612	0.595	2.190	11.716	11.978
2.617	0.435013	3.364227	13.527832	13.946666	0.748	2.677	11.520	11.869
2.622	1.170547	2.712006	11.423584	11.799298	0.743	2.973	11.985	12.380
2.646	1.487137	2.478729	9.719238	10.139984	0.849	2.982	11.955	12.366
2.667	1.261002	2.916718	9.174133	9.708866	1.088	2.868	10.961	11.399
2.690	0.770645	3.566559	9.062256	9.769274	1.172	2.919	9.845	10.354
