2016-03-03 21:18:43	Start
2016-03-03 21:18:56	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	-1.966782	3.721283	9.400269	10.299574	-1.967	3.721	9.400	10.300
0.018	-1.719223	3.585602	8.933716	9.778729	-1.905	3.687	9.284	10.169
0.039	-1.612106	3.768890	8.845642	9.749298	-1.816	3.699	9.145	10.032
0.059	-1.385971	3.635590	8.514771	9.361610	-1.671	3.678	8.924	9.797
0.079	-1.840622	3.452301	8.319580	9.193568	-1.639	3.611	8.653	9.521
0.100	-1.907272	3.354706	8.750427	9.563562	-1.686	3.553	8.608	9.467
0.120	-1.852524	3.407074	9.071777	9.865959	-1.747	3.462	8.664	9.496
0.140	-1.723984	3.385651	8.988464	9.758445	-1.831	3.400	8.783	9.595
0.160	-1.400253	3.002411	8.852783	9.452352	-1.721	3.287	8.916	9.660
0.180	-1.426437	3.354706	8.907532	9.624599	-1.601	3.287	8.955	9.675
0.201	-1.785873	3.226166	9.074158	9.794786	-1.584	3.242	8.956	9.658
0.220	-1.562119	3.345184	9.214600	9.926697	-1.544	3.232	9.012	9.700
0.240	-1.385971	3.364227	9.333618	10.017752	-1.540	3.323	9.132	9.841
0.262	-1.164597	3.447540	9.307434	9.993505	-1.475	3.346	9.232	9.933
0.283	-0.607590	3.423737	9.169373	9.806556	-1.180	3.395	9.256	9.936
0.302	-0.529037	3.354706	9.002747	9.622025	-0.922	3.398	9.203	9.860
0.321	-0.117233	3.088104	8.955139	9.473365	-0.605	3.329	9.109	9.724
0.342	0.232681	3.009552	8.726624	9.233932	-0.255	3.219	8.963	9.534
0.361	0.518326	2.609650	8.524292	8.929865	0.026	3.016	8.802	9.315
0.382	0.444534	3.057159	8.198181	8.760937	0.270	2.941	8.601	9.100
0.406	-0.022018	3.190460	8.579041	9.153112	0.293	2.967	8.507	9.019
0.422	-0.709946	3.495148	9.019409	9.698960	0.058	3.088	8.580	9.136
0.447	-1.264572	3.723663	9.028931	9.848168	-0.388	3.367	8.706	9.365
0.465	-1.312180	3.890289	9.147949	10.027020	-0.827	3.575	8.944	9.682
0.487	-1.814438	3.906952	9.554993	10.481142	-1.275	3.754	9.188	10.014
0.504	-1.576401	3.683197	9.616882	10.418033	-1.492	3.801	9.337	10.194
0.523	-1.107468	3.614166	9.347900	10.083250	-1.453	3.774	9.417	10.252
0.547	-0.531418	3.533234	9.166992	9.838693	-1.257	3.684	9.422	10.205
0.566	-0.267197	3.507050	8.667114	9.353590	-0.871	3.584	9.200	9.923
0.584	-0.619492	3.404694	8.474304	9.153663	-0.631	3.515	8.914	9.607
0.606	-0.738510	3.247589	8.543335	9.169558	-0.539	3.423	8.713	9.379
0.623	-0.469528	3.240448	8.581421	9.184865	-0.524	3.350	8.567	9.215
0.650	-0.381454	3.247589	8.619507	9.218907	-0.552	3.285	8.555	9.182
0.664	0.037491	3.314240	8.448120	9.075038	-0.388	3.262	8.548	9.162
0.691	-0.162460	3.059540	9.078918	9.581959	-0.244	3.215	8.682	9.265
0.706	0.282669	3.035736	9.138428	9.633611	-0.056	3.164	8.821	9.377
0.724	0.742081	3.061920	9.169373	9.695537	0.225	3.118	8.959	9.497
0.746	1.175308	3.147614	9.028931	9.633816	0.509	3.076	9.104	9.636
0.765	1.460953	3.409454	9.278870	9.992807	0.915	3.164	9.154	9.739
0.786	1.403824	3.516571	10.426208	11.092467	1.196	3.284	9.476	10.104
0.805	1.120560	3.590363	11.242676	11.855130	1.290	3.416	9.994	10.644
0.824	0.744461	3.411835	10.811829	11.361799	1.182	3.482	10.440	11.076
0.846	0.580215	3.178558	8.848022	9.419521	0.962	3.424	10.332	10.932
0.865	0.139847	3.361847	7.903015	8.589483	0.646	3.386	9.701	10.306
0.891	-0.179123	3.787933	7.995850	8.849528	0.321	3.435	8.890	9.555
0.904	-0.312424	4.290192	8.571899	9.590663	0.057	3.655	8.330	9.112
0.925	-0.343369	4.571075	8.881348	9.994547	-0.174	4.003	8.338	9.256
0.947	-0.638535	4.383026	8.855164	9.901140	-0.368	4.258	8.576	9.584
0.966	-0.236252	4.502045	8.526672	9.645121	-0.383	4.437	8.709	9.783
0.986	0.204117	4.180695	8.559998	9.528558	-0.254	4.409	8.706	9.767
1.006	0.325516	4.071198	8.852783	9.749481	-0.086	4.284	8.699	9.706
1.025	0.468338	3.933136	8.807556	9.657222	0.190	4.172	8.687	9.645
1.049	0.166031	3.611786	8.498108	9.235280	0.291	3.949	8.680	9.543
1.068	0.558792	3.645111	7.031799	7.940106	0.380	3.815	8.298	9.146
1.094	0.387405	3.316620	6.424805	7.240730	0.395	3.627	7.691	8.518
1.109	0.182693	2.897675	6.079651	6.737362	0.324	3.368	7.009	7.788
1.126	-0.010117	2.885773	5.867798	6.539024	0.280	3.186	6.351	7.114
1.147	0.370743	2.621552	5.877319	6.446151	0.233	2.930	6.062	6.741
1.167	0.051773	2.464447	5.589294	6.108714	0.149	2.717	5.854	6.458
1.187	0.039871	2.719147	5.382202	6.030211	0.113	2.673	5.679	6.281
1.207	-0.243393	3.185699	6.117737	6.901784	0.055	2.748	5.742	6.372
1.227	-0.410019	3.514191	8.150574	8.885354	-0.140	2.971	6.310	6.982
1.248	-0.319565	3.785553	9.650208	10.371067	-0.233	3.301	7.325	8.047
1.268	0.135086	3.987885	9.959656	10.729222	-0.209	3.618	8.470	9.222
1.301	0.342178	4.164032	9.747803	10.605466	-0.063	3.863	9.377	10.148
1.319	0.306473	4.316376	9.702576	10.623794	0.116	4.063	9.765	10.582
