2016-03-03 20:53:03	Start
2016-03-03 20:53:11	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	-0.095768	8.303091	3.438074	8.987260	-0.096	8.303	3.438	8.987
0.018	0.047884	8.322245	4.357447	9.394115	-0.060	8.308	3.668	9.089
0.038	0.019154	8.121132	5.046977	9.561649	-0.031	8.262	4.070	9.233
0.057	-0.009577	8.169016	4.941632	9.547389	-0.010	8.229	4.446	9.373
0.080	0.019154	8.082825	5.420473	9.732109	0.019	8.174	4.942	9.559
0.101	0.392649	8.159439	5.171476	9.668236	0.105	8.133	5.145	9.627
0.119	0.402226	8.197746	4.568137	9.393227	0.201	8.152	5.025	9.585
0.137	0.009577	7.967903	4.319140	9.063252	0.206	8.102	4.870	9.464
0.162	-0.239420	7.862558	4.692636	9.159584	0.141	8.047	4.688	9.321
0.176	-0.201113	7.987057	5.190629	9.527652	-0.007	8.004	4.693	9.286
0.196	-0.086191	7.929596	5.525817	9.665432	-0.129	7.937	4.932	9.354
0.212	-0.114922	7.900866	5.248090	9.485744	-0.160	7.920	5.164	9.460
0.234	-0.181959	8.044518	5.171476	9.565121	-0.146	7.966	5.284	9.561
0.253	-0.181959	7.776367	5.219360	9.367321	-0.141	7.913	5.291	9.521
0.277	-0.172383	7.766790	5.123591	9.306124	-0.163	7.872	5.191	9.431
0.296	-0.172383	7.948750	5.181053	9.489765	-0.177	7.884	5.174	9.432
0.311	-0.229843	7.977480	5.276821	9.567542	-0.189	7.867	5.200	9.433
0.330	-0.287304	7.920019	5.841852	9.845632	-0.215	7.903	5.356	9.552
0.350	-0.411803	7.709330	6.110003	9.845581	-0.275	7.889	5.602	9.687
0.370	-0.507571	7.843405	5.726931	9.724935	-0.359	7.863	5.739	9.746
0.393	-0.402226	8.044518	5.410896	9.703291	-0.402	7.879	5.772	9.780
0.410	-0.488417	7.948750	5.401319	9.622651	-0.453	7.886	5.662	9.724
0.430	-0.478840	7.757214	5.295974	9.404839	-0.469	7.898	5.459	9.614
0.447	-0.430956	7.785944	5.238513	9.394076	-0.450	7.884	5.337	9.531
0.468	-0.411803	7.709330	5.372589	9.405745	-0.453	7.800	5.327	9.457
0.486	-0.536301	7.680599	5.468357	9.443630	-0.464	7.733	5.344	9.412
0.509	-0.296881	7.718906	5.363012	9.403805	-0.419	7.724	5.361	9.412
0.527	-0.344765	7.872135	5.133168	9.404190	-0.397	7.745	5.334	9.414
0.548	-0.574608	7.929596	5.190629	9.494804	-0.438	7.800	5.289	9.437
0.569	-0.507571	8.063671	5.257667	9.639682	-0.431	7.896	5.236	9.486
0.587	-0.584185	8.092402	5.008670	9.534936	-0.503	7.989	5.148	9.518
0.610	-0.670376	8.121132	4.654328	9.384293	-0.584	8.052	5.028	9.513
0.631	-0.699107	8.159439	4.740520	9.462437	-0.615	8.109	4.915	9.505
0.645	-0.660800	8.140285	4.970363	9.560617	-0.654	8.128	4.843	9.486
0.664	-0.689530	8.207323	5.018247	9.644605	-0.680	8.157	4.846	9.513
0.683	-0.986411	8.197746	4.960786	9.632520	-0.759	8.176	4.922	9.575
0.703	-0.737414	8.274361	4.740520	9.564588	-0.769	8.205	4.922	9.601
0.723	-0.632069	8.188169	4.424485	9.328542	-0.761	8.217	4.786	9.543
0.742	-0.718261	8.207323	4.242526	9.266881	-0.769	8.217	4.592	9.448
0.762	-0.718261	8.418014	4.041412	9.365461	-0.702	8.272	4.362	9.381
0.781	-0.814029	8.389283	4.098873	9.372485	-0.721	8.301	4.202	9.333
0.800	-0.555455	8.379706	4.424485	9.492317	-0.702	8.349	4.202	9.374
0.820	-0.047884	8.379706	4.750096	9.632507	-0.534	8.392	4.329	9.466
0.843	0.095768	8.341399	4.683059	9.566564	-0.330	8.373	4.489	9.516
0.863	-0.047884	8.398860	4.730943	9.639760	-0.139	8.375	4.647	9.583
0.881	-0.153229	8.504205	4.625597	9.682000	-0.038	8.406	4.697	9.630
0.898	0.038307	8.427590	4.328717	9.474362	-0.017	8.418	4.592	9.591
0.916	0.277727	8.427590	4.309563	9.469622	0.029	8.440	4.499	9.566
0.940	0.105345	8.465898	4.146757	9.427519	0.067	8.456	4.353	9.513
0.956	0.114922	8.446744	3.744531	9.240249	0.134	8.442	4.132	9.403
0.975	0.191536	8.389283	3.332729	9.029055	0.172	8.432	3.883	9.292
0.996	0.038307	8.398860	3.217807	8.994253	0.113	8.425	3.610	9.173
1.015	0.057461	8.379706	3.256114	8.990276	0.101	8.404	3.388	9.063
1.034	0.162806	8.552089	3.189077	9.128797	0.113	8.430	3.249	9.036
1.058	0.114922	8.762778	3.112462	9.299834	0.093	8.523	3.194	9.103
1.074	0.105345	9.011775	3.303998	9.598937	0.110	8.677	3.215	9.254
1.094	0.201113	9.260772	3.505111	9.903946	0.146	8.897	3.278	9.483
1.114	0.201113	9.519346	3.572149	10.169496	0.156	9.139	3.373	9.743
1.134	0.019154	9.672575	3.821146	10.400011	0.132	9.366	3.551	10.018
1.154	-0.229843	10.026917	4.548983	11.012953	0.048	9.620	3.862	10.372
1.173	0.009577	10.409989	5.085284	11.585685	0.000	9.907	4.257	10.792
1.191	0.162806	10.314221	4.893748	11.417462	-0.010	10.106	4.587	11.104
1.210	0.507571	10.323798	5.008670	11.485870	0.113	10.269	4.884	11.375
1.231	1.015141	9.998186	5.391742	11.404610	0.424	10.262	5.095	11.473
1.250	1.091756	9.346964	5.918467	11.116920	0.694	9.996	5.303	11.356
1.270	0.746991	8.906430	6.540959	11.075497	0.840	9.644	5.715	11.271
1.290	0.603339	8.580819	8.293514	11.948927	0.864	9.208	6.536	11.386
1.308	1.082179	8.465898	9.548077	12.806573	0.881	8.825	7.575	11.737
1.327	1.139640	8.207323	8.724471	12.032262	0.893	8.540	8.277	11.966
1.347	0.718261	7.479486	7.000646	10.269744	0.886	8.183	8.392	11.764
1.366	0.823605	6.943185	5.669470	9.001613	0.941	7.774	7.736	11.028
1.385	1.168370	6.847417	5.075707	8.603198	0.962	7.369	6.618	9.977
1.407	1.283292	7.019799	5.650316	9.102225	0.998	7.072	5.849	9.244
1.424	1.321599	7.058106	6.052542	9.391313	1.149	6.967	5.612	9.025
1.444	1.043872	7.115568	5.774815	9.223311	1.204	7.010	5.638	9.080
1.464	0.565032	7.211336	4.960786	8.771090	1.053	7.101	5.610	9.122
1.483	0.450110	7.096414	4.204218	8.260577	0.845	7.120	5.248	8.912
1.505	0.574608	6.952762	3.495534	7.803193	0.658	7.094	4.609	8.515
1.525	0.517148	6.904878	3.208230	7.631351	0.527	7.041	3.967	8.117
1.543	0.545878	6.876147	3.198653	7.603339	0.522	6.958	3.527	7.825
1.564	0.565032	6.933608	3.236961	7.672815	0.551	6.917	3.285	7.678
1.583	0.421380	6.895301	3.007117	7.534287	0.512	6.902	3.163	7.610
1.608	0.191536	6.914454	2.892196	7.497410	0.431	6.905	3.084	7.577
1.624	0.009577	6.952762	3.016694	7.579012	0.297	6.924	3.038	7.571
1.641	-0.114922	7.086837	3.227384	7.787969	0.127	6.962	3.036	7.600
1.659	-0.114922	7.335834	3.332729	8.058210	-0.007	7.072	3.117	7.731
1.681	-0.143652	7.671022	3.543418	8.451097	-0.091	7.262	3.280	7.969
1.700	-0.067038	7.987057	3.706224	8.805320	-0.110	7.520	3.452	8.276
1.723	-0.086191	8.331821	3.533842	9.050675	-0.103	7.831	3.529	8.591
1.739	-0.143652	8.810662	3.371036	9.434633	-0.110	8.200	3.539	8.935
1.757	-0.067038	9.193734	3.303998	9.769629	-0.091	8.581	3.479	9.265
1.776	-0.105345	9.385271	3.438074	9.995737	-0.101	8.930	3.412	9.563
1.797	0.000000	9.500193	3.888184	10.265069	-0.079	9.222	3.500	9.866
1.815	0.191536	9.672575	4.740520	10.773482	0.005	9.438	3.843	10.201
1.839	0.306458	9.844957	5.363012	11.215124	0.098	9.601	4.357	10.562
1.856	0.114922	9.969456	4.826711	11.077021	0.153	9.747	4.705	10.833
1.875	-0.430956	10.026917	4.022259	10.812185	0.045	9.878	4.738	10.969
