2016-03-03 20:56:32	Start
2016-03-03 20:56:45	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	-0.488417	8.092402	4.156334	9.110468	-0.488	8.092	4.156	9.110
0.022	-0.440533	8.063671	4.443638	9.217526	-0.476	8.085	4.228	9.137
0.041	-0.459687	8.226477	4.711789	9.491427	-0.469	8.119	4.367	9.232
0.059	-0.478840	8.236053	4.797980	9.543714	-0.467	8.155	4.527	9.341
0.082	-0.497994	8.178593	4.769250	9.480671	-0.469	8.176	4.681	9.433
0.100	-0.430956	8.082825	4.750096	9.385158	-0.467	8.181	4.757	9.475
0.119	-0.287304	8.044518	4.845864	9.395701	-0.424	8.135	4.791	9.451
0.137	-0.162806	7.996634	4.826711	9.341830	-0.345	8.076	4.798	9.401
0.158	-0.268151	8.044518	4.817134	9.380349	-0.287	8.042	4.810	9.376
0.177	-0.248997	8.025364	4.884171	9.398063	-0.242	8.028	4.843	9.379
0.199	-0.258574	8.015787	4.855441	9.375234	-0.235	8.021	4.846	9.374
0.217	-0.191536	8.044518	4.836287	9.388324	-0.242	8.033	4.848	9.385
0.238	-0.239420	7.958326	4.855441	9.325642	-0.235	8.011	4.858	9.372
0.258	-0.306458	7.958326	4.970363	9.387938	-0.249	7.994	4.879	9.369
0.277	-0.392649	7.872135	5.133168	9.406068	-0.283	7.958	4.949	9.377
0.299	-0.526724	7.881712	5.449203	9.596491	-0.366	7.918	5.102	9.429
0.318	-0.574608	7.824251	5.573701	9.623681	-0.450	7.884	5.282	9.504
0.334	-0.727837	7.833828	5.458780	9.575849	-0.555	7.853	5.404	9.551
0.353	-0.679953	7.929596	5.334281	9.580991	-0.627	7.867	5.454	9.594
0.373	-0.766145	8.044518	5.123591	9.568303	-0.687	7.908	5.373	9.587
0.391	-0.852336	7.891289	4.903325	9.329604	-0.757	7.925	5.205	9.514
0.412	-0.871489	7.805098	4.903325	9.258598	-0.792	7.918	5.066	9.434
0.431	-0.957681	7.958326	5.027823	9.462088	-0.862	7.925	4.990	9.405
0.450	-0.948104	7.967903	5.209783	9.567038	-0.907	7.906	5.011	9.404
0.470	-0.804452	7.939173	5.286397	9.572022	-0.895	7.918	5.107	9.465
0.490	-0.746991	7.891289	5.114015	9.433111	-0.864	7.939	5.160	9.509
0.509	-0.804452	7.852982	4.788404	9.232836	-0.826	7.913	5.100	9.451
0.530	-0.890643	7.805098	4.529830	9.068194	-0.812	7.872	4.930	9.327
0.549	-0.651223	7.728483	4.443638	8.938650	-0.773	7.819	4.719	9.168
0.568	-0.421380	7.671022	4.386178	8.846508	-0.692	7.764	4.537	9.022
0.588	-0.354342	7.613562	4.261679	8.732341	-0.579	7.705	4.405	8.896
0.606	-0.325611	7.671022	4.213795	8.758235	-0.438	7.671	4.326	8.819
0.626	-0.181959	7.805098	4.347870	8.936254	-0.321	7.690	4.302	8.818
0.646	-0.210690	7.872135	4.481946	9.061056	-0.268	7.740	4.326	8.872
0.667	-0.268151	7.977480	4.702212	9.264065	-0.247	7.831	4.436	9.005
0.693	-0.287304	8.140285	4.903325	9.507333	-0.237	7.949	4.609	9.192
0.706	-0.421380	8.264784	4.903325	9.619086	-0.297	8.064	4.748	9.363
0.725	-0.555455	8.322245	4.759673	9.603269	-0.383	8.176	4.817	9.498
0.749	-0.603339	8.322245	4.568137	9.512710	-0.467	8.262	4.784	9.561
0.764	-0.766145	8.552089	4.376601	9.637418	-0.587	8.365	4.652	9.593
0.783	-0.890643	8.676587	4.395754	9.767244	-0.704	8.468	4.525	9.630
0.802	-0.909797	8.657434	4.434062	9.769329	-0.792	8.552	4.444	9.672
0.823	-0.909797	8.734048	4.587290	9.907298	-0.869	8.655	4.448	9.770
0.841	-0.890643	8.954314	4.845864	10.220342	-0.900	8.756	4.566	9.916
0.863	-0.804452	9.299079	5.238513	10.703366	-0.879	8.911	4.776	10.150
0.883	-0.411803	9.979033	5.190629	11.255812	-0.754	9.242	4.966	10.522
0.903	-0.392649	10.160992	5.142745	11.395076	-0.625	9.598	5.104	10.894
0.923	-0.335188	9.979033	5.554548	11.425692	-0.486	9.855	5.282	11.195
0.940	-0.143652	9.710882	5.870583	11.348375	-0.321	9.957	5.440	11.356
0.958	-0.124498	9.346964	6.224925	11.230802	-0.249	9.799	5.698	11.350
0.982	-0.143652	9.145850	6.502652	11.222820	-0.187	9.546	6.038	11.307
0.998	-0.248997	8.829816	7.326257	11.476136	-0.165	9.258	6.481	11.320
1.017	-0.277727	8.465898	8.906430	12.291178	-0.199	8.947	7.240	11.555
1.037	0.172383	8.427590	9.595961	12.772488	-0.124	8.717	8.083	11.941
1.057	0.632069	8.197746	8.379706	11.739763	0.069	8.480	8.552	12.070
1.075	0.402226	7.441179	6.473921	9.871402	0.232	8.133	8.339	11.669
1.101	0.488417	7.000646	5.324705	8.809090	0.424	7.767	7.444	10.798
1.118	0.967257	6.818686	4.845864	8.420955	0.622	7.365	6.256	9.710
1.137	1.110910	6.531382	4.951209	8.270885	0.742	6.948	5.399	8.843
1.155	1.005565	6.387730	5.420473	8.437760	0.893	6.685	5.136	8.485
1.174	0.641646	6.416461	5.612009	8.548527	0.931	6.539	5.207	8.420
1.192	0.095768	6.502652	5.707777	8.652882	0.713	6.460	5.423	8.478
1.214	-0.047884	6.560112	5.305551	8.437194	0.424	6.467	5.511	8.519
1.232	-0.086191	6.483498	4.510676	7.898694	0.151	6.491	5.284	8.384
1.251	0.076614	6.368577	3.773262	7.402847	0.010	6.479	4.824	8.098
1.271	0.383072	6.435614	3.399766	7.288504	0.081	6.462	4.247	7.757
1.291	0.526724	6.588843	3.217807	7.351501	0.225	6.469	3.725	7.485
1.309	0.316035	6.646304	3.007117	7.301780	0.326	6.510	3.349	7.336
1.332	0.086191	6.770802	3.074155	7.436506	0.328	6.610	3.175	7.345
1.350	-0.105345	6.981492	3.351882	7.745156	0.206	6.747	3.163	7.459
1.369	-0.229843	7.163452	3.840300	8.131160	0.017	6.891	3.318	7.654
1.389	-0.316035	7.374141	4.434062	8.610386	-0.141	7.072	3.675	7.981
1.408	-0.344765	7.603985	4.836287	9.018266	-0.249	7.281	4.116	8.376
1.428	-0.450110	7.987057	5.123591	9.499835	-0.335	7.532	4.559	8.815
1.449	-0.555455	8.283937	4.999093	9.691392	-0.417	7.812	4.848	9.205
1.466	-0.536301	8.513782	4.386178	9.592218	-0.472	8.097	4.836	9.450
1.485	-0.459687	8.801085	3.936068	9.652101	-0.500	8.396	4.611	9.609
1.507	-0.411803	8.983045	4.031836	9.854967	-0.491	8.645	4.338	9.698
1.525	-0.210690	9.165004	4.616021	10.263982	-0.405	8.866	4.243	9.841
1.545	-0.162806	9.193734	5.535394	10.732746	-0.311	9.036	4.530	10.126
1.565	0.038307	9.662998	6.090849	11.422498	-0.187	9.251	5.069	10.569
1.583	0.028730	10.084377	5.420473	11.448887	-0.077	9.527	5.416	10.967
1.603	-0.325611	9.806650	4.912902	10.973287	-0.105	9.687	5.490	11.144
1.623	-0.785298	9.988609	5.315128	11.341939	-0.261	9.886	5.435	11.297
1.642	-0.957681	10.055647	6.617573	12.075822	-0.510	9.984	5.567	11.460
1.662	-0.900220	9.911995	7.891289	12.701593	-0.742	9.941	6.184	11.773
1.682	-1.206678	9.346964	9.232041	13.192892	-0.962	9.826	7.264	12.328
1.701	-1.369483	8.877700	10.582372	13.880765	-1.109	9.548	8.581	12.963
1.724	-1.130063	8.475474	11.415554	14.262735	-1.152	9.153	9.780	13.510
1.740	-0.814029	7.757214	10.208876	12.847496	-1.130	8.614	10.360	13.546
1.759	-1.264138	7.240066	7.623138	10.589091	-1.144	8.088	9.957	12.895
1.779	-1.628057	6.780379	5.602432	8.944907	-1.209	7.563	8.713	11.661
1.798	-1.915361	6.454768	4.462792	8.077694	-1.405	7.058	6.974	10.115
1.818	-1.991976	6.406884	4.050989	7.837515	-1.700	6.721	5.435	8.862
1.838	-1.848324	6.378153	4.070143	7.788658	-1.846	6.505	4.547	8.162
1.857	-1.561020	6.320693	4.223372	7.760464	-1.829	6.390	4.202	7.866
1.881	-1.197101	6.244078	4.213795	7.627427	-1.650	6.337	4.140	7.754
1.898	-0.737414	6.177041	4.137180	7.471002	-1.336	6.280	4.161	7.662
1.916	-0.306458	6.263232	4.156334	7.523105	-0.950	6.251	4.183	7.596
1.935	-0.210690	6.339846	4.089296	7.547211	-0.613	6.256	4.149	7.542
1.956	-0.153229	6.435614	4.022259	7.590730	-0.352	6.304	4.101	7.533
1.983	-0.038307	6.483498	3.936068	7.584843	-0.177	6.381	4.051	7.561
2.014	-0.038307	6.521805	3.667917	7.482582	-0.110	6.445	3.929	7.551
2.022	-0.134075	6.607996	3.418920	7.441277	-0.091	6.512	3.761	7.525
2.036	-0.086191	6.675035	3.505111	7.539849	-0.074	6.572	3.632	7.512
2.055	-0.124498	6.991069	3.562572	7.847449	-0.096	6.699	3.539	7.578
2.074	-0.229843	7.287950	3.620033	8.140742	-0.144	6.891	3.527	7.742
2.092	-0.287304	7.623138	3.744531	8.498017	-0.182	7.144	3.608	8.007
2.114	-0.450110	8.044518	3.926491	8.962934	-0.273	7.487	3.713	8.362
2.132	-0.421380	8.513782	4.108450	9.462632	-0.347	7.867	3.850	8.766
2.152	-0.220267	8.877700	4.252102	9.845935	-0.345	8.265	4.008	9.192
2.171	-0.067038	9.299079	4.223372	10.213434	-0.290	8.684	4.128	9.621
2.191	-0.220267	9.653421	4.644751	10.714979	-0.232	9.086	4.307	10.059
2.209	-0.430956	9.979033	5.573701	11.438224	-0.235	9.452	4.673	10.553
2.231	-0.296881	10.419566	6.540959	12.306081	-0.254	9.838	5.246	11.168
2.249	0.220267	10.812215	6.378153	12.555212	-0.182	10.216	5.784	11.754
2.269	0.488417	10.544065	5.008670	11.683434	-0.005	10.439	5.875	11.996
2.287	0.536301	10.180145	4.481946	11.136014	0.237	10.489	5.602	11.920
2.306	0.699107	9.519346	5.746084	11.141103	0.486	10.264	5.404	11.629
2.326	0.565032	8.925584	8.350976	12.236180	0.572	9.792	5.897	11.549
2.346	0.584185	8.734048	10.764331	13.874281	0.596	9.340	7.336	12.097
2.365	1.043872	8.791509	10.984597	14.108213	0.723	8.993	8.961	12.840
2.386	0.660800	7.910442	9.299079	12.226390	0.713	8.590	9.850	13.111
2.404	0.574608	7.134721	7.393295	10.290541	0.716	8.143	9.610	12.625
2.423	0.794875	6.962338	5.765238	9.074357	0.769	7.700	8.361	11.425
2.442	0.478840	6.569689	4.960786	8.246181	0.627	7.144	6.855	9.959
2.463	0.258574	6.368577	5.018247	8.112239	0.527	6.759	5.784	8.931
2.481	0.296881	6.311116	5.382165	8.299761	0.457	6.553	5.282	8.433
2.502	0.268151	6.205771	5.410896	8.237796	0.326	6.364	5.193	8.224
2.522	0.153229	6.110003	4.999093	7.895983	0.244	6.249	5.203	8.136
2.546	-0.210690	6.042965	4.453215	7.509524	0.127	6.167	5.061	7.986
2.562	-0.517148	6.062119	4.070143	7.320026	-0.077	6.105	4.733	7.741
2.580	-0.574608	6.119579	3.754108	7.202274	-0.287	6.084	4.319	7.482
2.598	-0.555455	6.253655	3.294421	7.090130	-0.464	6.120	3.893	7.280
