2016-03-03 20:47:23	Start
2016-03-03 20:47:44	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	0.028730	9.366117	1.053449	9.425218	0.029	9.366	1.053	9.425
0.017	0.076614	9.471462	1.733402	9.629078	0.041	9.392	1.223	9.476
0.037	0.047884	9.394848	1.561020	9.523773	0.045	9.400	1.350	9.501
0.056	0.028730	9.423578	1.589750	9.556775	0.045	9.414	1.484	9.534
0.077	-0.047884	9.404425	1.244985	9.486595	0.026	9.424	1.532	9.549
0.096	-0.038307	9.433155	1.608904	9.569454	-0.002	9.414	1.501	9.534
0.120	-0.019154	9.375694	1.503559	9.495509	-0.019	9.409	1.487	9.527
0.136	0.038307	9.327810	1.426944	9.436402	-0.017	9.385	1.446	9.497
0.154	0.038307	9.356541	1.522712	9.479713	0.005	9.373	1.516	9.495
0.173	0.047884	9.366117	1.532289	9.490751	0.026	9.357	1.496	9.476
0.193	0.038307	9.394848	1.589750	9.528480	0.041	9.361	1.518	9.484
0.212	0.067038	9.366117	1.551443	9.493978	0.048	9.371	1.549	9.498
0.235	0.076614	9.356541	1.561020	9.486174	0.057	9.371	1.559	9.500
0.253	0.114922	9.318233	1.628057	9.460088	0.074	9.359	1.583	9.492
0.272	0.114922	9.279925	1.666364	9.429050	0.093	9.330	1.602	9.467
0.290	0.105345	9.279925	1.618480	9.420594	0.103	9.309	1.618	9.449
0.310	-0.009577	9.308656	1.570596	9.440230	0.081	9.297	1.621	9.437
0.330	-0.153229	9.366117	1.628057	9.507797	0.014	9.309	1.621	9.449
0.352	-0.220267	9.423578	1.637634	9.567350	-0.069	9.345	1.614	9.484
0.371	-0.143652	9.423578	1.513135	9.545368	-0.132	9.380	1.587	9.515
0.391	-0.124498	9.414001	1.493982	9.532623	-0.160	9.407	1.568	9.538
0.413	-0.124498	9.366117	1.503559	9.486851	-0.153	9.407	1.537	9.533
0.428	-0.153229	9.404425	1.407791	9.510445	-0.136	9.402	1.480	9.519
0.447	-0.095768	9.452309	1.369483	9.551481	-0.124	9.409	1.444	9.520
0.467	-0.028730	9.366117	1.426944	9.474236	-0.101	9.397	1.427	9.506
0.487	0.076614	9.145850	1.436521	9.258295	-0.050	9.342	1.410	9.449
0.507	0.392649	8.848969	1.446098	8.974945	0.086	9.203	1.420	9.315
0.525	0.632069	8.638280	1.359907	8.767482	0.268	9.000	1.417	9.119
0.546	0.775721	8.791509	1.580173	8.966009	0.469	8.856	1.456	8.992
0.568	0.976834	9.279925	1.810017	9.505124	0.694	8.890	1.549	9.053
0.589	1.005565	9.720459	1.819593	9.940292	0.848	9.108	1.642	9.295
0.605	0.852336	9.691729	1.963245	9.925241	0.903	9.371	1.793	9.584
0.627	0.296881	9.576807	2.212242	9.833483	0.783	9.567	1.951	9.801
0.645	-0.114922	9.710882	2.049437	9.925453	0.510	9.675	2.011	9.906
0.664	-0.143652	9.758766	2.212242	10.007406	0.223	9.685	2.109	9.923
0.685	-0.076614	9.528923	2.183512	9.776194	-0.010	9.644	2.164	9.886
0.705	0.019154	9.232041	2.068590	9.460974	-0.079	9.558	2.128	9.793
0.724	0.143652	8.963891	2.020706	9.189953	-0.014	9.371	2.121	9.609
0.742	0.229843	8.848969	2.049437	9.086103	0.079	9.143	2.081	9.378
0.760	0.373495	8.935161	2.059013	9.176934	0.192	8.995	2.049	9.228
0.779	0.497994	9.021352	2.154782	9.288481	0.311	8.942	2.071	9.185
0.799	0.440533	9.107543	2.087744	9.354148	0.385	8.978	2.088	9.226
0.818	0.363919	9.155427	2.231396	9.430451	0.419	9.055	2.133	9.313
0.838	0.277727	9.155427	2.231396	9.427519	0.395	9.110	2.176	9.375
0.859	0.344765	9.069236	2.260126	9.352971	0.357	9.122	2.203	9.391
0.879	0.325611	8.906430	2.240973	9.189803	0.328	9.072	2.241	9.350
0.905	0.316035	8.829816	2.346318	9.141702	0.316	8.990	2.270	9.278
0.922	0.296881	8.734048	2.269703	9.029024	0.321	8.885	2.279	9.178
0.941	0.296881	8.705317	2.279280	9.003655	0.309	8.794	2.284	9.091
0.955	0.239420	8.724471	2.308010	9.027770	0.287	8.748	2.301	9.051
0.976	0.306458	8.820239	2.384625	9.142044	0.285	8.746	2.310	9.051
0.993	0.344765	8.963891	2.470816	9.304576	0.297	8.803	2.361	9.120
1.016	0.335188	9.040505	2.489970	9.383125	0.306	8.887	2.413	9.214
1.033	0.239420	9.126697	2.614468	9.496808	0.306	8.988	2.490	9.332
1.052	0.239420	9.069236	2.681506	9.460382	0.290	9.050	2.564	9.411
1.071	0.335188	9.078813	2.671929	9.469762	0.287	9.079	2.614	9.453
1.092	0.411803	9.260772	2.825158	9.690872	0.306	9.134	2.698	9.529
1.110	0.335188	9.911995	2.327164	10.187035	0.330	9.330	2.626	9.702
1.133	0.507571	11.214440	2.729390	11.552959	0.397	9.867	2.638	10.225
1.151	0.708684	11.846510	2.365471	12.101136	0.491	10.558	2.562	10.883
1.170	0.622492	12.172121	2.355895	12.413632	0.543	11.286	2.444	11.564
1.190	0.574608	11.444284	1.771709	11.594859	0.603	11.669	2.306	11.916
1.209	0.153229	11.013328	1.599327	11.129902	0.515	11.619	2.023	11.810
1.230	-0.430956	10.955867	1.331176	11.044853	0.230	11.396	1.765	11.546
1.250	-1.024718	11.243171	0.814029	11.319080	-0.182	11.164	1.379	11.272
1.268	-1.561020	11.022904	0.134075	11.133696	-0.716	11.059	0.970	11.157
1.287	-1.877054	10.084377	-0.622492	10.276453	-1.223	10.827	0.414	10.944
1.307	-2.087744	8.925584	-1.685518	9.320177	-1.638	10.319	-0.340	10.512
1.326	-1.953669	8.360553	-2.193089	8.861450	-1.870	9.598	-1.092	9.898
1.346	-1.426944	8.925584	-1.101333	9.105776	-1.836	9.074	-1.401	9.391
1.368	-1.235408	10.017340	-0.421380	10.102024	-1.676	9.057	-1.350	9.347
1.384	-1.015141	10.505757	-0.258574	10.557855	-1.408	9.452	-0.994	9.657
1.404	-0.823605	10.381259	-0.220267	10.416208	-1.125	9.957	-0.500	10.045
1.425	-0.842759	9.854534	0.019154	9.890524	-0.979	10.190	-0.220	10.242
1.442	-0.814029	9.279925	0.296881	9.320289	-0.874	10.005	-0.041	10.046
1.463	-0.651223	8.695741	0.785298	8.755380	-0.783	9.553	0.220	9.596
1.484	-0.507571	8.159439	0.823605	8.216593	-0.704	8.997	0.481	9.046
1.502	-0.421380	7.766790	0.890643	7.829038	-0.599	8.475	0.699	8.530
1.522	-0.421380	7.690176	0.890643	7.753039	-0.500	8.078	0.848	8.139
1.541	-0.392649	7.805098	0.909797	7.867748	-0.436	7.855	0.879	7.917
1.561	-0.469264	7.958326	0.900220	8.022815	-0.426	7.805	0.898	7.868
1.580	-0.268151	8.140285	1.024718	8.208910	-0.388	7.898	0.931	7.963
1.600	-0.229843	8.073248	1.110910	8.152563	-0.340	7.994	0.986	8.063
1.619	-0.191536	8.044518	1.235408	8.141080	-0.290	8.054	1.068	8.131
1.640	-0.086191	8.044518	1.426944	8.170549	-0.194	8.076	1.199	8.168
1.658	-0.095768	8.063671	1.532289	8.208524	-0.151	8.056	1.326	8.168
1.678	-0.086191	8.178593	1.666364	8.347070	-0.115	8.083	1.465	8.217
1.697	-0.162806	8.159439	1.599327	8.316297	-0.108	8.112	1.556	8.261
1.717	-0.162806	8.264784	1.867477	8.474705	-0.127	8.167	1.666	8.337
1.736	-0.124498	8.695741	1.924938	8.907120	-0.134	8.325	1.765	8.511
1.757	-0.028730	9.346964	1.972822	9.552936	-0.120	8.617	1.841	8.813
1.775	0.086191	10.247183	2.240973	10.489716	-0.057	9.139	2.002	9.356
1.800	0.038307	10.802638	2.126051	11.009930	-0.007	9.773	2.066	9.990
1.817	-0.172383	11.089942	2.116474	11.291412	-0.019	10.372	2.114	10.586
1.834	-0.201113	11.540052	2.681506	11.849208	-0.062	10.920	2.291	11.160
1.853	0.009577	12.105083	2.844312	12.434760	-0.081	11.384	2.442	11.646
1.875	0.517148	13.235147	3.150769	13.614841	0.038	11.993	2.698	12.298
1.893	-0.124498	12.890382	2.173935	13.073004	0.050	12.443	2.713	12.743
1.917	-0.229843	12.239159	0.890643	12.273674	0.043	12.617	2.265	12.849
1.933	-0.019154	12.085930	1.168370	12.142288	0.036	12.613	1.846	12.776
1.951	0.306458	11.415554	0.306458	11.423779	-0.017	12.158	1.135	12.228
1.971	0.679953	10.113108	-0.383072	10.143176	0.184	11.463	0.496	11.496
1.990	1.120486	8.370130	-1.292869	8.543188	0.522	10.496	-0.050	10.563
2.010	1.656788	7.173028	-1.493982	7.511942	0.941	9.268	-0.716	9.406
2.033	1.752556	7.556100	-0.517148	7.773902	1.302	8.303	-0.922	8.493
2.050	1.254562	9.069236	0.000000	9.155598	1.446	8.042	-0.826	8.246
2.068	0.641646	10.323798	0.038307	10.343790	1.326	8.531	-0.493	8.696
2.089	0.239420	10.706870	0.134075	10.710386	0.972	9.414	-0.086	9.496
2.108	0.114922	10.055647	0.162806	10.057621	0.563	10.039	0.084	10.067
2.127	0.067038	9.011775	0.335188	9.018256	0.266	10.025	0.168	10.033
2.149	0.239420	8.159439	0.641646	8.188130	0.165	9.483	0.318	9.494
2.168	0.450110	7.690176	0.928950	7.759146	0.218	8.729	0.517	8.756
2.188	0.517148	7.374141	0.986411	7.457775	0.318	8.059	0.723	8.106
2.208	0.526724	7.412448	0.948104	7.491377	0.433	7.659	0.876	7.724
2.226	0.488417	7.776367	1.024718	7.858784	0.496	7.563	0.972	7.642
2.244	0.459687	8.140285	0.995988	8.213863	0.498	7.676	0.989	7.755
2.267	0.632069	8.121132	1.082179	8.217263	0.527	7.863	1.013	7.945
2.284	0.708684	8.101978	1.254562	8.229108	0.572	8.035	1.089	8.130
2.305	0.641646	8.025364	1.551443	8.199095	0.611	8.097	1.221	8.215
2.323	0.651223	8.082825	1.628057	8.270835	0.658	8.083	1.379	8.229
2.344	0.737414	8.350976	1.733402	8.560798	0.685	8.140	1.542	8.315
2.362	0.689530	8.590396	1.848324	8.814003	0.680	8.262	1.690	8.461
2.383	0.306458	8.858546	1.838747	9.052555	0.596	8.471	1.762	8.675
2.402	0.057461	8.916007	1.963245	9.129776	0.448	8.679	1.846	8.889
2.424	0.067038	8.877700	2.193089	9.144817	0.280	8.811	1.961	9.035
2.438	0.239420	9.069236	2.260126	9.349681	0.168	8.930	2.064	9.169
2.459	0.670376	9.691729	2.279280	9.978683	0.259	9.139	2.174	9.401
2.479	0.890643	10.783484	2.461239	11.096598	0.467	9.606	2.298	9.892
2.499	0.766145	11.607090	2.806004	11.966000	0.642	10.288	2.452	10.598
2.519	0.478840	11.568783	2.949656	11.948493	0.702	10.913	2.624	11.247
2.538	0.229843	11.386824	2.853889	11.741264	0.591	11.337	2.768	11.688
2.557	0.038307	11.827356	2.815581	12.157932	0.378	11.598	2.856	11.953
2.576	0.172383	12.947843	2.212242	13.136603	0.230	11.933	2.708	12.246
2.597	-0.248997	13.522451	1.244985	13.581925	0.048	12.421	2.282	12.654
2.616	-1.168370	12.047623	-0.191536	12.105660	-0.302	12.586	1.520	12.746
2.637	-2.394202	9.672575	-2.173935	10.198868	-0.910	12.048	0.273	12.256
2.658	-2.997540	8.418014	-2.595315	9.305045	-1.702	10.915	-0.929	11.298
2.675	-2.978387	8.916007	-0.584185	9.418452	-2.385	9.764	-1.386	10.257
2.699	-2.068590	10.505757	-0.019154	10.707491	-2.610	9.378	-1.343	9.907
2.718	-1.130063	10.888829	-0.622492	10.964996	-2.294	9.682	-0.955	10.099
2.739	-0.411803	10.208876	-0.641646	10.237306	-1.647	10.130	-0.467	10.332
2.757	-0.335188	9.634268	-0.306458	9.644967	-0.986	10.309	-0.397	10.389
2.772	-0.067038	9.165004	0.268151	9.169171	-0.486	9.974	-0.326	10.004
2.791	-0.009577	8.552089	0.536301	8.568893	-0.206	9.390	-0.036	9.405
2.815	-0.047884	8.101978	0.670376	8.129806	-0.115	8.863	0.292	8.878
2.842	-0.172383	7.623138	0.804452	7.667405	-0.074	8.361	0.570	8.384
2.856	-0.277727	7.287950	0.794875	7.336428	-0.127	7.891	0.702	7.926
2.872	-0.201113	7.211336	0.660800	7.244340	-0.175	7.556	0.733	7.594
2.893	-0.124498	7.307104	0.708684	7.342445	-0.194	7.357	0.742	7.398
2.911	-0.172383	7.603985	0.804452	7.648362	-0.194	7.353	0.742	7.393
2.932	-0.239420	7.881712	0.881066	7.934418	-0.184	7.501	0.764	7.542
2.950	-0.344765	8.101978	0.890643	8.158073	-0.220	7.724	0.821	7.771
2.971	-0.354342	8.303091	1.091756	8.382053	-0.278	7.973	0.917	8.031
2.989	-0.363919	8.494628	1.292869	8.600154	-0.326	8.195	1.039	8.269
3.005	-0.402226	8.667010	1.350330	8.780788	-0.366	8.392	1.156	8.480
3.025	-0.363919	8.743625	1.426944	8.866768	-0.371	8.552	1.290	8.657
3.047	-0.258574	8.762778	1.647211	8.920003	-0.347	8.667	1.429	8.792
3.067	-0.124498	8.868123	1.704672	9.031335	-0.287	8.760	1.532	8.900
3.087	0.124498	9.222465	1.944092	9.425967	-0.156	8.899	1.681	9.061
3.106	0.191536	9.653421	2.240973	9.911972	-0.017	9.127	1.884	9.322
3.130	-0.086191	10.342952	1.819593	10.502143	0.026	9.522	1.927	9.718
3.149	-0.335188	10.936713	2.145205	11.150155	-0.026	10.039	2.037	10.248
3.170	-0.239420	11.377247	2.662352	11.687052	-0.117	10.578	2.217	10.813
3.189	0.287304	12.038046	2.509123	12.300114	-0.093	11.174	2.284	11.410
3.200	0.440533	13.273455	2.940080	13.602307	0.038	11.906	2.564	12.185
3.221	-0.086191	13.215993	1.541866	13.305911	0.101	12.476	2.413	12.724
3.241	0.047884	12.832921	0.900220	12.864546	0.172	12.840	1.973	13.018
3.261	0.430956	12.583924	0.191536	12.592758	0.208	12.977	1.393	13.091
3.280	0.727837	11.731588	-0.497994	11.764690	0.280	12.591	0.534	12.632
3.299	1.130063	9.797073	-0.775721	9.892494	0.584	11.736	-0.045	11.779
3.321	1.618480	8.044518	-1.369483	8.319208	0.977	10.539	-0.613	10.642
3.340	1.829170	7.278373	-1.244985	7.607271	1.326	9.213	-0.972	9.396
3.363	1.637634	8.111555	-0.670376	8.302323	1.554	8.308	-1.015	8.530
3.380	0.957681	9.308656	-0.143652	9.358892	1.511	8.186	-0.857	8.397
3.399	0.411803	10.141838	-0.229843	10.152797	1.209	8.710	-0.572	8.855
3.418	0.181959	10.084377	-0.191536	10.087837	0.797	9.412	-0.309	9.475
3.436	0.038307	9.500193	0.019154	9.500289	0.397	9.759	-0.136	9.775
3.454	-0.057461	8.609550	0.325611	8.615897	0.144	9.584	-0.019	9.589
3.478	0.047884	7.795521	0.421380	7.807048	0.053	8.997	0.144	9.003
3.494	0.335188	7.182605	0.584185	7.214114	0.091	8.272	0.338	8.284
3.513	0.565032	7.029376	0.660800	7.082940	0.223	7.654	0.498	7.680
3.533	0.612916	7.393295	0.526724	7.437332	0.390	7.350	0.548	7.385
3.553	0.536301	8.015787	0.565032	8.053554	0.512	7.405	0.584	7.447
3.571	0.545878	8.465898	0.708684	8.513028	0.565	7.726	0.615	7.772
3.594	0.660800	8.609550	0.833182	8.674975	0.589	8.121	0.658	8.170
3.611	0.708684	8.609550	0.957681	8.691590	0.613	8.425	0.766	8.483
3.630	0.651223	8.561666	1.139640	8.661697	0.642	8.562	0.910	8.635
3.651	0.497994	8.542512	1.187524	8.639023	0.630	8.581	1.030	8.667
3.669	0.363919	8.599973	1.225831	8.694518	0.555	8.578	1.128	8.672
3.690	0.239420	8.714894	1.340753	8.820675	0.438	8.605	1.223	8.704
3.711	0.038307	8.868123	1.589750	9.009571	0.285	8.681	1.336	8.791
3.728	-0.057461	8.935161	1.714248	9.098299	0.146	8.780	1.468	8.906
3.748	0.153229	9.011775	1.455675	9.129871	0.093	8.882	1.525	9.015
3.769	0.478840	9.385271	1.532289	9.521581	0.153	9.050	1.573	9.190
3.792	0.679953	9.998186	1.886631	10.197325	0.314	9.333	1.647	9.487
3.810	0.785298	10.716447	2.116474	10.951638	0.524	9.778	1.748	9.950
3.829	0.833182	11.099519	2.317587	11.369465	0.694	10.300	1.963	10.510
3.848	0.507571	11.645397	2.049437	11.835248	0.702	10.865	2.093	11.088
3.869	0.411803	12.401965	2.059013	12.578468	0.634	11.466	2.136	11.684
3.886	0.363919	13.637373	1.647211	13.741313	0.529	12.196	2.018	12.381
3.913	0.038307	14.116213	0.756568	14.136524	0.330	12.950	1.628	13.073
3.930	-1.015141	12.823344	-0.708684	12.882969	-0.050	13.245	0.939	13.335
3.953	-2.059013	10.754754	-1.551443	11.059441	-0.668	12.833	0.036	12.955
3.969	-2.681506	8.791509	-2.576161	9.545560	-1.429	11.621	-1.020	11.906
3.981	-2.796427	7.987057	-1.991976	8.693736	-2.138	10.089	-1.707	10.545
4.003	-2.202666	8.829816	-0.497994	9.114021	-2.435	9.091	-1.654	9.603
4.023	-1.350330	10.256760	-0.191536	10.347038	-2.258	8.966	-1.314	9.425
4.041	-0.737414	10.534488	-0.909797	10.599384	-1.772	9.402	-0.898	9.689
4.062	-0.402226	10.103531	-0.833182	10.145803	-1.173	9.931	-0.608	10.052
