2016-03-03 20:58:38	Start
2016-03-03 20:58:50	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	0.251724	5.232819	8.426697	9.922448	0.252	5.233	8.427	9.922
0.018	0.054153	5.104279	8.155334	9.621127	0.202	5.201	8.359	9.847
0.035	-0.129135	5.042389	7.962524	9.425718	0.107	5.153	8.243	9.723
0.056	-0.460007	4.987640	7.988708	9.429084	-0.071	5.092	8.133	9.600
0.076	-0.517136	5.068573	7.993469	9.479104	-0.263	5.051	8.025	9.489
0.097	-0.559982	5.109039	8.317200	9.777100	-0.417	5.052	8.065	9.528
0.115	-0.271957	5.170929	8.076782	9.594107	-0.452	5.084	8.094	9.570
0.136	-0.207687	5.235199	7.883972	9.466122	-0.389	5.146	8.068	9.579
0.156	-0.231491	5.375641	8.041077	9.675227	-0.318	5.223	8.080	9.628
0.176	-0.357651	5.401825	8.143433	9.778708	-0.267	5.296	8.036	9.629
0.197	-0.036301	5.482758	8.264832	9.918135	-0.208	5.374	8.083	9.710
0.216	-0.005356	5.713654	8.252930	10.037764	-0.158	5.493	8.176	9.852
0.238	-0.493332	5.718414	8.557617	10.304196	-0.223	5.579	8.305	10.010
0.257	-0.950363	5.606537	8.519531	10.242990	-0.371	5.630	8.399	10.126
0.277	-0.629013	5.254242	8.143433	9.711757	-0.520	5.573	8.368	10.074
0.297	0.494522	5.109039	7.472168	9.065326	-0.395	5.422	8.173	9.831
0.321	1.003922	5.042389	7.822083	9.360476	-0.020	5.253	7.989	9.595
0.338	0.634964	4.709137	6.117737	7.746344	0.376	5.029	7.389	8.971
0.357	0.035110	4.373505	6.536682	7.864921	0.542	4.809	6.987	8.509
0.378	0.156509	4.530609	7.486450	8.752020	0.458	4.664	6.991	8.431
0.398	0.280289	4.799591	8.129150	9.444455	0.277	4.603	7.068	8.452
0.418	0.139847	5.035248	7.995850	9.450232	0.153	4.685	7.537	8.878
0.438	-0.493332	5.054291	7.936340	9.422034	0.021	4.855	7.887	9.267
0.458	-0.845627	5.244720	8.429077	9.963509	-0.230	5.033	8.123	9.570
0.478	-0.531418	5.601776	8.283875	10.014234	-0.433	5.234	8.161	9.713
0.499	-0.072006	5.737457	8.274353	10.069187	-0.486	5.410	8.231	9.867
0.520	0.382645	5.854095	8.329102	10.187776	-0.267	5.610	8.329	10.059
0.539	0.665909	5.901703	7.972046	9.941179	0.111	5.774	8.215	10.053
0.561	0.918228	5.935028	7.748291	9.803250	0.474	5.857	8.081	10.000
0.582	1.003922	6.115936	7.922058	10.058406	0.743	5.952	7.993	9.998
0.603	0.454056	6.004059	9.157471	10.959660	0.761	5.989	8.200	10.191
0.622	-0.005356	6.163544	10.495239	12.171251	0.593	6.055	8.831	10.748
0.643	-0.050583	6.339691	11.445007	13.083671	0.351	6.156	9.755	11.568
0.660	-0.141037	5.863617	11.923462	13.287996	0.064	6.093	10.755	12.376
0.682	0.061295	5.080475	11.842529	12.886446	-0.034	5.862	11.427	12.857
0.701	0.266006	3.916473	11.813965	12.449068	0.034	5.300	11.756	12.927
0.727	0.730179	3.547516	10.192932	10.817296	0.229	4.602	11.443	12.360
0.741	0.899185	3.499908	8.586182	9.315600	0.489	4.011	10.609	11.367
0.762	0.972977	4.073578	8.050598	9.074847	0.717	3.759	9.661	10.414
0.784	0.927750	4.144989	8.038696	9.091881	0.883	3.816	8.717	9.575
0.804	1.037247	4.152130	7.926819	9.008358	0.959	3.968	8.151	9.123
0.822	0.744461	4.028351	8.486206	9.423244	0.921	4.100	8.126	9.150
0.844	0.506424	3.640350	9.095581	9.810107	0.804	3.991	8.387	9.333
0.862	0.530228	3.349945	9.095581	9.707361	0.705	3.793	8.651	9.487
0.883	0.304092	2.931000	8.133911	8.651227	0.521	3.487	8.703	9.398
0.904	-0.062485	2.716766	7.207947	7.703196	0.320	3.160	8.383	8.968
0.928	0.030350	3.019073	6.612854	7.269496	0.201	3.004	7.763	8.333
0.944	0.263626	3.568939	6.641418	7.544221	0.134	3.059	7.149	7.792
0.964	0.158890	3.711761	6.353394	7.359893	0.098	3.254	6.704	7.469
0.984	0.113663	3.514191	6.296265	7.211477	0.142	3.453	6.476	7.346
1.005	0.344559	3.573700	5.846375	6.860769	0.220	3.592	6.284	7.244
1.023	0.587357	3.842682	6.431946	7.515392	0.301	3.661	6.232	7.237
1.046	0.842056	3.983124	8.255310	9.204590	0.472	3.728	6.707	7.698
1.064	0.911087	4.266388	9.221741	10.201600	0.671	3.916	7.439	8.446
1.086	0.739700	4.456818	9.247925	10.292448	0.770	4.137	8.289	9.304
1.104	0.518326	4.447296	8.878967	9.944001	0.753	4.288	8.901	9.911
1.129	0.615921	4.871002	8.926575	10.187726	0.696	4.510	9.069	10.156
1.153	0.613541	5.506561	9.721619	11.189662	0.622	4.820	9.194	10.403
1.175	0.325516	5.561310	10.407166	11.804373	0.518	5.097	9.484	10.781
1.184	0.363602	5.289948	10.959412	12.174747	0.480	5.307	10.004	11.339
1.204	0.906326	5.137604	10.785645	11.981091	0.552	5.374	10.468	11.787
1.224	1.101517	5.594635	11.254578	12.616608	0.674	5.396	10.852	12.144
1.244	0.606400	5.080475	13.087463	14.052069	0.744	5.276	11.522	12.706
1.264	0.206497	4.197357	13.444519	14.086005	0.705	5.003	12.143	13.184
1.285	-0.612350	3.011932	9.785889	10.257209	0.326	4.471	11.893	12.753
1.305	-0.455246	3.176178	7.229370	7.909434	-0.064	3.866	10.887	11.576
1.327	-0.943222	3.718903	6.979431	7.964444	-0.451	3.526	9.360	10.054
1.347	-1.186020	4.180695	8.200562	9.280844	-0.799	3.522	8.049	8.853
1.375	-1.128891	4.547272	8.871826	10.033014	-0.928	3.906	7.820	8.797
1.386	-1.307419	4.840057	8.731384	10.068394	-1.141	4.322	8.196	9.337
1.407	-1.126511	4.252106	9.109863	10.116276	-1.187	4.455	8.728	9.875
1.426	-0.602829	3.542755	9.309814	9.979337	-1.041	4.296	9.006	10.049
1.450	-0.100571	3.102386	8.126770	8.699385	-0.784	3.934	8.819	9.716
1.474	0.368362	3.026215	7.281738	7.894136	-0.365	3.481	8.457	9.172
1.487	0.551651	3.257111	7.153198	7.879171	0.054	3.232	7.968	8.613
1.509	0.708755	3.616547	6.962769	7.877937	0.382	3.251	7.381	8.088
1.535	0.642105	3.806976	6.634277	7.675872	0.568	3.427	7.008	7.832
1.557	0.513565	3.761749	6.229614	7.295382	0.604	3.611	6.745	7.682
1.567	0.230301	3.745087	6.110596	7.170641	0.524	3.733	6.484	7.505
1.588	0.037491	3.890289	6.327209	7.427606	0.356	3.801	6.325	7.392
1.618	-0.291000	4.149750	7.146057	8.268690	0.123	3.887	6.453	7.541
1.641	-0.771835	4.435394	7.622131	8.852420	-0.199	4.055	6.801	7.930
1.647	-0.974167	4.701996	8.072021	9.392300	-0.500	4.294	7.292	8.485
1.672	-0.981308	4.744843	8.164856	9.494281	-0.755	4.508	7.751	9.002
1.697	-0.686142	4.873383	8.202942	9.566029	-0.853	4.689	8.015	9.326
1.721	-0.338608	5.351837	8.548096	10.090924	-0.745	4.918	8.247	9.636
1.743	-0.121994	5.823151	9.507385	11.149634	-0.532	5.198	8.606	10.075
1.748	0.199356	5.854095	10.457153	11.985918	-0.237	5.476	9.179	10.698
1.767	0.344559	5.935028	12.797058	14.110562	0.021	5.741	10.327	11.834
1.789	0.161270	5.273285	14.025330	14.984773	0.146	5.721	11.697	13.058
1.808	-0.117233	4.323517	13.142212	13.835616	0.147	5.346	12.605	13.729
1.828	-0.269577	3.266632	11.433105	11.893673	0.030	4.700	12.849	13.706
1.848	-0.019638	3.587982	9.716858	10.358153	-0.061	4.113	12.079	12.768
1.868	0.515945	4.102142	9.207458	10.093120	0.027	3.820	10.875	11.545
1.891	0.834915	4.759125	9.200317	10.391929	0.265	3.929	9.889	10.684
1.909	0.992020	4.794830	9.838257	10.989349	0.581	4.311	9.491	10.458
1.932	1.063431	4.459198	9.590698	10.629997	0.852	4.529	9.459	10.526
1.949	0.953934	3.637970	9.047974	9.798502	0.961	4.413	9.419	10.452
1.969	1.044388	2.978607	8.429077	9.000677	1.013	3.968	9.227	10.105
1.990	0.927750	2.864349	7.448364	8.033888	0.997	3.485	8.629	9.366
2.019	0.656387	2.966705	6.379578	7.066201	0.896	3.112	7.826	8.475
2.038	0.056534	3.578461	6.298645	7.244412	0.671	3.097	7.139	7.836
2.060	-0.045822	3.557037	6.320068	7.252439	0.399	3.242	6.612	7.399
2.069	-0.062485	3.440399	6.167725	7.062654	0.151	3.386	6.292	7.156
2.090	-0.138657	3.409454	6.653320	7.477317	-0.048	3.496	6.360	7.259
2.110	-0.117233	3.476105	7.010376	7.825753	-0.091	3.471	6.538	7.405
2.135	0.044632	3.578461	7.050842	7.907070	-0.068	3.476	6.721	7.568
2.157	0.182693	4.018829	7.448364	8.465371	-0.007	3.621	7.041	7.919
2.186	0.299332	4.168793	8.038696	9.060302	0.102	3.811	7.387	8.315
2.190	0.325516	4.704376	8.736145	9.927605	0.213	4.118	7.819	8.840
2.211	0.563553	4.809113	9.264587	10.453599	0.343	4.425	8.372	9.477
2.231	0.515945	4.787689	9.474060	10.627605	0.426	4.617	8.878	10.017
2.251	0.404068	4.887665	10.328613	11.433844	0.452	4.797	9.451	10.611
2.272	0.377884	4.785309	10.733276	11.757772	0.465	4.817	9.950	11.068
2.295	0.401688	5.059052	11.492615	12.563262	0.425	4.880	10.507	11.596
2.313	-0.067245	5.009064	13.961060	14.832614	0.279	4.935	11.629	12.647
2.335	-0.129135	3.859344	13.192200	13.745739	0.146	4.678	12.345	13.225
2.356	-0.176743	2.861969	10.914185	11.284570	0.007	4.197	12.390	13.107
