2016-03-03 20:32:42	Start
2016-03-03 20:32:51	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	0.038307	9.452309	0.000000	9.452386	0.038	9.452	0.000	9.452
0.020	0.172383	9.528923	1.216254	9.607777	0.072	9.471	0.304	9.491
0.041	0.134075	9.442732	0.976834	9.494070	0.096	9.469	0.548	9.502
0.059	0.086191	9.490616	0.660800	9.513983	0.108	9.479	0.713	9.517
0.078	0.038307	9.490616	0.727837	9.518561	0.108	9.488	0.895	9.534
0.100	0.038307	9.538500	0.852336	9.576582	0.074	9.491	0.804	9.526
0.119	0.038307	9.557653	0.632069	9.578607	0.050	9.519	0.718	9.547
0.140	0.057461	9.490616	0.900220	9.533388	0.043	9.519	0.778	9.552
0.160	0.105345	9.528923	0.804452	9.563400	0.060	9.529	0.797	9.563
0.179	0.086191	9.461885	0.660800	9.485323	0.072	9.510	0.749	9.540
0.199	0.114922	9.394848	0.881066	9.436771	0.091	9.469	0.812	9.505
0.218	0.229843	9.346964	0.957681	9.398708	0.134	9.433	0.826	9.471
0.237	0.268151	9.414001	0.957681	9.466387	0.175	9.404	0.864	9.447
0.255	0.258574	9.327810	0.957681	9.380408	0.218	9.371	0.939	9.421
0.275	0.632069	9.270349	0.919373	9.337244	0.347	9.340	0.948	9.396
0.295	0.354342	9.241618	1.024718	9.305005	0.378	9.313	0.965	9.372
0.313	0.296881	9.327810	1.053449	9.391801	0.385	9.292	0.989	9.354
0.334	0.306458	9.318233	1.005565	9.377343	0.397	9.290	1.001	9.353
0.356	0.383072	9.318233	1.043872	9.384343	0.335	9.301	1.032	9.365
0.372	0.469264	9.423578	1.130063	9.502688	0.364	9.347	1.058	9.414
0.391	0.478840	9.557653	1.197101	9.644225	0.409	9.404	1.094	9.477
0.410	0.517148	9.634268	1.331176	9.739537	0.462	9.483	1.176	9.568
0.430	0.622492	9.519346	1.206678	9.615691	0.522	9.534	1.216	9.626
0.450	0.526724	9.414001	1.369483	9.527662	0.536	9.531	1.276	9.632
0.472	0.392649	9.509769	1.762132	9.679618	0.515	9.519	1.417	9.641
0.489	0.287304	9.643845	1.608904	9.781352	0.457	9.522	1.487	9.651
0.510	0.258574	9.672575	1.493982	9.790687	0.366	9.560	1.559	9.695
0.527	0.287304	9.548077	1.618480	9.688539	0.306	9.594	1.621	9.735
0.547	0.248997	9.404425	1.714248	9.562628	0.271	9.567	1.609	9.706
0.567	0.124498	9.212888	1.666364	9.363203	0.230	9.459	1.623	9.601
0.588	0.086191	9.069236	1.618480	9.212923	0.187	9.309	1.654	9.457
0.607	0.105345	9.030929	1.675941	9.185725	0.141	9.179	1.669	9.331
0.625	0.162806	9.040505	1.618480	9.185680	0.120	9.088	1.645	9.237
0.645	0.153229	9.184157	1.580173	9.320363	0.127	9.081	1.623	9.226
0.664	0.258574	9.279925	1.618480	9.423553	0.170	9.134	1.623	9.279
0.686	0.306458	9.337387	1.723825	9.500120	0.220	9.210	1.635	9.357
0.705	0.210690	9.308656	1.628057	9.452303	0.232	9.278	1.638	9.424
0.723	0.172383	9.260772	1.704672	9.417936	0.237	9.297	1.669	9.448
0.743	0.210690	9.155427	1.886631	9.350166	0.225	9.266	1.736	9.430
0.763	0.258574	8.963891	1.905785	9.167891	0.213	9.172	1.781	9.347
0.782	0.268151	8.877700	1.905785	9.083913	0.227	9.064	1.851	9.255
0.802	0.402226	8.992621	2.011129	9.223539	0.285	8.997	1.927	9.206
0.823	0.383072	9.002198	2.039860	9.238363	0.328	8.959	1.966	9.178
