2016-03-03 20:32:05	Start
2016-03-03 20:32:15	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	0.172383	9.366117	1.292869	9.456500	0.172	9.366	1.293	9.457
0.021	0.124498	9.299079	1.589750	9.434812	0.160	9.349	1.367	9.451
0.038	0.162806	9.366117	1.503559	9.487431	0.158	9.349	1.420	9.459
0.058	0.153229	9.385271	1.312023	9.477774	0.153	9.354	1.425	9.464
0.077	0.153229	9.461885	1.455675	9.574432	0.148	9.378	1.465	9.494
0.098	0.086191	9.433155	1.388637	9.535206	0.139	9.412	1.415	9.519
0.123	0.105345	9.423578	1.369483	9.523151	0.124	9.426	1.381	9.528
0.139	0.172383	9.481039	1.312023	9.572942	0.129	9.450	1.381	9.551
0.168	0.220267	9.461885	1.369483	9.563016	0.146	9.450	1.360	9.549
0.183	0.296881	9.490616	1.369483	9.593509	0.199	9.464	1.355	9.563
0.194	0.268151	9.461885	1.407791	9.569799	0.239	9.474	1.365	9.575
0.214	0.316035	9.452309	1.417367	9.563208	0.275	9.467	1.391	9.572
0.235	0.383072	9.356541	1.388637	9.466779	0.316	9.440	1.396	9.548
0.254	0.450110	9.279925	1.302446	9.381683	0.354	9.388	1.379	9.495
0.273	0.488417	9.289502	1.235408	9.384009	0.409	9.345	1.336	9.449
0.293	0.565032	9.375694	1.283292	9.479965	0.472	9.325	1.302	9.428
0.313	0.622492	9.404425	1.312023	9.515887	0.532	9.337	1.283	9.440
0.334	0.565032	9.509769	1.302446	9.615162	0.560	9.395	1.283	9.499
0.355	0.469264	9.643845	1.532289	9.776086	0.555	9.483	1.358	9.597
0.374	0.574608	9.423578	1.541866	9.566157	0.558	9.495	1.422	9.618
0.393	0.689530	9.117120	1.704672	9.300711	0.575	9.424	1.520	9.565
0.409	0.660800	8.848969	1.819593	9.058247	0.599	9.258	1.650	9.425
0.429	0.526724	8.887277	1.810017	9.085003	0.613	9.069	1.719	9.253
0.449	0.392649	9.308656	1.771709	9.483892	0.567	9.041	1.776	9.232
0.469	0.201113	9.615114	2.106898	9.845298	0.445	9.165	1.877	9.368
0.488	0.354342	9.730036	2.039860	9.947873	0.369	9.385	1.932	9.591
0.508	0.430956	9.557653	2.135628	9.802824	0.345	9.553	2.014	9.770
0.527	0.421380	9.184157	2.193089	9.451769	0.352	9.522	2.119	9.762
0.546	0.373495	8.925584	2.087744	9.174106	0.395	9.349	2.114	9.594
0.567	0.306458	8.868123	1.924938	9.079808	0.383	9.134	2.085	9.377
0.586	0.162806	8.935161	1.944092	9.145660	0.316	8.978	2.037	9.213
0.605	0.153229	9.059659	2.039860	9.287730	0.249	8.947	1.999	9.172
0.627	0.095768	9.021352	2.059013	9.253837	0.180	8.971	1.992	9.192
0.646	0.143652	9.011775	2.145205	9.264698	0.139	9.007	2.047	9.238
0.667	0.201113	9.002198	2.183512	9.265406	0.148	9.024	2.107	9.268
0.685	0.268151	8.916007	2.173935	9.181126	0.177	8.988	2.140	9.241
0.704	0.268151	8.887277	2.173935	9.153228	0.220	8.954	2.169	9.216
0.724	0.220267	8.896853	2.231396	9.175055	0.239	8.926	2.191	9.194
0.744	0.134075	8.973468	2.231396	9.247715	0.223	8.918	2.203	9.189
0.763	0.201113	8.992621	2.231396	9.267514	0.206	8.938	2.217	9.211
0.782	0.277727	8.973468	2.145205	9.230502	0.208	8.959	2.210	9.230
