2016-03-03 20:38:19	Start
2016-03-03 20:38:34	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	0.469264	9.519346	1.034295	9.586862	0.469	9.519	1.034	9.587
0.020	0.450110	9.433155	1.158794	9.514716	0.464	9.498	1.065	9.569
0.040	0.430956	9.471462	1.139640	9.549508	0.455	9.486	1.092	9.559
0.059	0.430956	9.471462	1.187524	9.555341	0.445	9.474	1.130	9.552
0.079	0.277727	9.471462	0.881066	9.516407	0.397	9.462	1.092	9.534
0.100	0.229843	9.595961	1.110910	9.662785	0.342	9.503	1.080	9.571
0.120	0.268151	9.557653	1.139640	9.629093	0.302	9.524	1.080	9.591
0.141	0.344765	9.519346	1.158794	9.595813	0.280	9.536	1.073	9.601
0.160	0.373495	9.452309	1.149217	9.529236	0.304	9.531	1.140	9.604
0.176	0.421380	9.461885	1.206678	9.547822	0.352	9.498	1.164	9.575
0.196	0.459687	9.452309	1.216254	9.541317	0.400	9.471	1.183	9.554
0.216	0.526724	9.423578	1.158794	9.509157	0.445	9.448	1.183	9.532
0.236	0.497994	9.346964	1.292869	9.449087	0.476	9.421	1.219	9.512
0.257	0.450110	9.212888	1.446098	9.336547	0.484	9.359	1.279	9.459
0.276	0.411803	9.241618	1.312023	9.343366	0.472	9.306	1.302	9.410
0.296	0.296881	9.346964	1.407791	9.457047	0.414	9.287	1.365	9.397
0.317	0.114922	9.394848	1.446098	9.506186	0.318	9.299	1.403	9.411
0.337	0.057461	9.414001	1.369483	9.513265	0.220	9.349	1.384	9.455
0.361	0.047884	9.528923	1.369483	9.626950	0.129	9.421	1.398	9.526
0.375	0.028730	9.672575	1.340753	9.765098	0.062	9.503	1.381	9.603
0.393	0.105345	9.691729	1.331176	9.783289	0.060	9.577	1.353	9.672
0.410	0.172383	9.490616	1.302446	9.581121	0.089	9.596	1.336	9.689
0.431	0.268151	9.260772	1.264138	9.350500	0.144	9.529	1.310	9.620
0.450	0.325611	9.184157	1.225831	9.271323	0.218	9.407	1.281	9.497
0.474	0.335188	9.126697	1.302446	9.225254	0.275	9.266	1.274	9.357
0.492	0.459687	9.069236	1.436521	9.193799	0.347	9.160	1.307	9.260
0.511	0.536301	9.059659	1.369483	9.178264	0.414	9.110	1.334	9.217
0.532	0.641646	9.145850	1.465251	9.284678	0.493	9.100	1.393	9.221
0.550	0.842759	9.327810	1.455675	9.478253	0.620	9.151	1.432	9.284
0.567	0.928950	9.260772	1.704672	9.462069	0.737	9.199	1.499	9.351
0.590	1.024718	9.193734	1.666364	9.399552	0.860	9.232	1.573	9.406
0.607	0.842759	9.337387	1.857901	9.557659	0.910	9.280	1.671	9.474
0.626	0.344765	9.481039	1.972822	9.690252	0.785	9.318	1.800	9.527
0.645	0.344765	9.672575	1.800440	9.844753	0.639	9.421	1.824	9.623
0.665	0.469264	9.749189	1.781286	9.921687	0.500	9.560	1.853	9.754
