2016-03-03 21:12:45	Start
2016-03-03 21:12:58	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	0.075577	9.762665	0.107300	9.763547	0.076	9.763	0.107	9.764
0.023	0.277908	9.648407	0.619080	9.672241	0.126	9.734	0.235	9.741
0.041	0.551651	9.427032	0.290588	9.447630	0.245	9.650	0.281	9.662
0.061	0.051773	9.503204	0.138245	9.504351	0.239	9.585	0.289	9.597
0.081	0.016068	9.574615	0.345337	9.580855	0.224	9.538	0.348	9.551
0.101	0.199356	9.776947	0.454834	9.789551	0.205	9.570	0.307	9.581
0.121	0.337418	9.646027	0.373901	9.659166	0.151	9.625	0.328	9.633
0.147	0.282669	9.738861	0.630981	9.763373	0.209	9.684	0.451	9.698
0.162	0.187454	9.769806	0.376282	9.778846	0.252	9.733	0.459	9.748
0.181	0.104141	9.707916	0.469116	9.719802	0.228	9.716	0.463	9.730
0.204	0.144608	9.715057	0.369141	9.723144	0.180	9.733	0.461	9.746
0.222	0.235062	9.684113	0.609558	9.706124	0.168	9.719	0.456	9.732
0.242	0.225540	9.662689	0.431030	9.674927	0.177	9.692	0.470	9.706
0.262	0.254105	9.672211	0.509583	9.688958	0.215	9.684	0.480	9.698
0.282	0.282669	9.676971	0.507202	9.694376	0.249	9.674	0.514	9.691
0.302	0.196976	9.710297	0.454834	9.722939	0.240	9.681	0.476	9.695
0.323	0.373123	9.734100	0.780945	9.772503	0.277	9.698	0.563	9.720
0.343	0.346939	9.905487	0.785706	9.942654	0.300	9.757	0.632	9.783
0.363	0.258865	9.531769	0.542908	9.550726	0.294	9.720	0.641	9.747
0.382	0.501663	9.793610	0.807129	9.839609	0.370	9.741	0.729	9.776
0.405	-0.095810	9.874542	0.288208	9.879212	0.253	9.776	0.606	9.803
0.424	0.208878	9.576996	0.302490	9.584048	0.218	9.694	0.485	9.713
0.444	0.313614	9.384186	0.126343	9.390274	0.232	9.657	0.381	9.673
0.463	0.489761	9.084259	0.016846	9.097468	0.229	9.480	0.183	9.488
0.483	0.396927	9.379425	-0.416382	9.397050	0.352	9.356	0.007	9.367
0.505	0.285049	9.315155	-0.199768	9.321656	0.371	9.291	-0.118	9.302
0.524	0.294571	9.227081	-0.356873	9.238677	0.367	9.251	-0.239	9.264
0.544	0.263626	9.231842	-0.635376	9.257435	0.310	9.288	-0.402	9.304
0.564	0.596878	9.619843	0.097778	9.638838	0.360	9.348	-0.274	9.364
0.584	0.404068	10.229218	-0.316406	10.242084	0.390	9.577	-0.303	9.594
0.607	0.144608	10.402985	-0.152161	10.405103	0.352	9.871	-0.252	9.886
0.625	0.382645	10.400604	0.197754	10.409519	0.382	10.163	-0.043	10.174
0.645	0.454056	10.095917	-0.168823	10.107532	0.346	10.282	-0.110	10.291
0.666	0.275528	9.362762	-0.325928	9.372485	0.314	10.066	-0.112	10.074
0.687	0.025589	8.855743	-0.475891	8.868558	0.284	9.679	-0.193	9.690
0.712	-0.288620	8.672455	-0.566345	8.695718	0.117	9.247	-0.384	9.261
0.730	-0.605209	8.905731	-0.840088	8.965717	-0.148	8.949	-0.552	8.976
0.747	-0.774216	9.588898	-1.056702	9.677964	-0.411	9.006	-0.735	9.052
0.769	-0.617111	9.922150	-1.201904	10.013713	-0.571	9.272	-0.916	9.338
0.797	-0.371933	10.264923	-1.078125	10.328085	-0.592	9.670	-1.044	9.746
0.818	0.068436	10.752899	-1.149536	10.814387	-0.424	10.132	-1.122	10.209
0.829	0.094620	10.950470	-0.737732	10.975700	-0.206	10.473	-1.042	10.533
0.847	0.368362	10.264923	-1.142395	10.334863	0.040	10.558	-1.027	10.613
0.866	0.325516	9.660309	-1.225708	9.743197	0.214	10.407	-1.064	10.467
0.886	0.282669	9.188995	-1.316162	9.287078	0.268	10.016	-1.105	10.085
0.907	0.225540	8.922394	-1.140015	8.997756	0.301	9.509	-1.206	9.591
0.927	0.127945	8.729584	-1.028137	8.790852	0.240	9.125	-1.178	9.205
0.947	-0.150558	8.708160	-0.918640	8.757775	0.121	8.887	-1.101	8.958
0.967	-0.340988	8.665314	-0.963867	8.725421	-0.035	8.756	-1.013	8.818
