2016-03-03 21:10:39	Start
2016-03-03 21:10:53	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	-0.143417	9.588898	0.007324	9.589973	-0.143	9.589	0.007	9.590
0.023	0.049393	9.576996	0.116821	9.577836	-0.095	9.586	0.035	9.587
0.044	0.025589	9.657928	0.395325	9.666050	-0.053	9.603	0.132	9.606
0.061	-0.005356	9.779327	0.638123	9.800127	-0.018	9.651	0.289	9.658
0.083	-0.048203	9.769806	0.278687	9.773899	0.005	9.696	0.357	9.704
0.101	-0.102951	9.817413	0.331055	9.823533	-0.033	9.756	0.411	9.766
0.124	-0.000595	9.722198	0.364380	9.729024	-0.039	9.772	0.403	9.782
0.144	0.108902	9.676971	0.254883	9.680940	-0.011	9.747	0.307	9.752
0.168	0.213638	9.696014	0.250122	9.701592	0.055	9.728	0.300	9.734
0.182	0.092239	9.746002	0.461975	9.757381	0.104	9.710	0.333	9.717
0.202	0.025589	9.726959	0.219177	9.729462	0.110	9.711	0.297	9.717
0.225	0.066055	9.662689	0.200134	9.664987	0.099	9.708	0.283	9.713
0.249	0.123184	9.634125	0.271545	9.638738	0.077	9.692	0.288	9.698
0.264	0.044632	9.605560	0.426270	9.615118	0.065	9.657	0.279	9.662
0.286	-0.022018	9.681732	0.345337	9.687914	0.053	9.646	0.311	9.652
0.303	0.049393	9.743622	0.385803	9.751382	0.049	9.666	0.357	9.673
0.330	0.168411	9.700775	0.328674	9.707803	0.060	9.683	0.372	9.691
0.343	0.042252	9.477020	0.238220	9.480108	0.060	9.651	0.325	9.657
0.363	0.192215	9.527008	0.093018	9.529401	0.113	9.612	0.261	9.617
0.383	0.337418	9.757904	0.342957	9.769758	0.185	9.616	0.251	9.622
0.403	0.396927	9.772186	0.911865	9.822662	0.242	9.634	0.397	9.650
0.424	0.523087	9.653168	0.883301	9.707599	0.362	9.678	0.558	9.707
0.448	0.044632	9.355621	0.666687	9.379452	0.326	9.635	0.701	9.670
0.463	1.072952	9.110443	2.318665	9.461903	0.509	9.473	1.195	9.593
0.483	1.641861	9.148529	-0.325928	9.300405	0.821	9.317	0.886	9.462
0.503	1.011063	9.527008	-0.292603	9.584975	0.943	9.285	0.592	9.432
0.523	-0.005356	9.972137	-0.437805	9.981745	0.930	9.440	0.316	9.582
0.544	-0.559982	10.005463	-1.199524	10.092657	0.522	9.663	-0.564	9.740
0.564	-0.798019	9.841217	-1.827942	10.041303	-0.088	9.836	-0.939	9.925
0.587	-1.152695	9.467499	-1.454224	9.647642	-0.629	9.822	-1.230	9.941
0.609	-0.669479	9.305634	-0.790100	9.363081	-0.795	9.655	-1.318	9.786
0.624	-0.312424	9.450836	-1.982666	9.661619	-0.733	9.516	-1.514	9.678
0.644	0.294571	9.462738	0.457214	9.478356	-0.460	9.422	-0.942	9.538
0.664	-0.388596	10.045929	-0.932922	10.096635	-0.269	9.566	-0.812	9.650
0.685	-0.517136	9.936432	-0.571106	9.966257	-0.231	9.724	-0.757	9.801
0.705	-0.455246	9.915009	-0.821045	9.959356	-0.267	9.840	-0.467	9.875
0.725	-0.217209	9.826935	-1.178101	9.899685	-0.395	9.931	-0.876	9.980
0.746	-0.169601	9.974518	-1.130493	10.039810	-0.340	9.913	-0.925	9.966
0.765	-0.002975	10.129242	-1.349487	10.218741	-0.211	9.961	-1.120	10.029
0.785	0.192215	9.874542	-1.349487	9.968182	-0.049	9.951	-1.252	10.032
0.805	0.163651	9.584137	-1.804138	9.753839	0.046	9.891	-1.408	9.995
0.825	-0.095810	9.493683	-1.575623	9.624021	0.064	9.770	-1.520	9.891
0.846	-0.426682	9.662689	-1.235229	9.750662	-0.042	9.654	-1.491	9.774
0.866	-0.514755	9.529388	-0.928162	9.588311	-0.218	9.567	-1.386	9.679
0.886	-0.369553	9.250885	-0.973389	9.309292	-0.352	9.484	-1.178	9.568
0.907	-0.360031	8.803375	-0.894836	8.856058	-0.418	9.312	-1.008	9.376
0.926	-0.276718	8.693878	-0.709167	8.727143	-0.380	9.069	-0.876	9.120
