2016-03-03 21:14:05	Start
2016-03-03 21:14:19	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	0.073196	9.674591	1.047546	9.731414	0.073	9.675	1.048	9.731
0.018	0.199356	9.434174	1.226074	9.515599	0.105	9.614	1.092	9.677
0.036	0.170792	9.581757	1.076111	9.643508	0.129	9.591	1.099	9.655
0.056	0.023209	9.538910	0.930908	9.584254	0.117	9.557	1.070	9.619
0.076	0.170792	9.522247	1.047546	9.581217	0.141	9.519	1.070	9.581
0.097	0.192215	9.610321	1.218933	9.689221	0.139	9.563	1.068	9.625
0.118	0.208878	9.598419	1.264160	9.683563	0.149	9.567	1.115	9.635
0.137	0.244583	9.579376	1.292725	9.669302	0.204	9.578	1.206	9.656
0.157	0.270767	9.712677	1.252258	9.796814	0.229	9.625	1.257	9.710
0.177	0.451675	9.696014	1.323669	9.796367	0.294	9.647	1.283	9.737
0.197	0.589737	9.486542	1.345093	9.599559	0.389	9.619	1.303	9.716
0.219	0.546890	9.060455	1.076111	9.140511	0.465	9.489	1.249	9.583
0.239	0.825394	9.010468	0.983276	9.101463	0.603	9.313	1.182	9.409
0.258	1.063431	9.358002	1.556946	9.546055	0.756	9.229	1.240	9.347
0.278	0.694473	9.629364	0.983276	9.704317	0.783	9.265	1.150	9.373
0.298	0.751602	9.791229	1.233215	9.897166	0.834	9.447	1.189	9.562
0.319	0.682571	9.964996	1.121338	10.051092	0.798	9.686	1.224	9.800
0.338	0.435013	9.941193	0.919006	9.993054	0.641	9.832	1.064	9.911
0.359	0.975357	9.350861	1.530762	9.525395	0.711	9.762	1.201	9.867
0.379	1.582352	9.467499	0.914246	9.642262	0.919	9.681	1.121	9.803
0.399	0.853958	9.610321	0.362000	9.654976	0.962	9.592	0.932	9.704
0.420	0.332657	9.646027	0.183472	9.653505	0.936	9.519	0.748	9.619
0.440	-0.026779	10.155426	-0.575867	10.171775	0.686	9.720	0.221	9.781
0.459	0.263626	9.779327	0.114441	9.783550	0.356	9.798	0.021	9.816
0.479	0.570694	9.412750	0.438171	9.440209	0.285	9.748	0.040	9.762
0.500	1.013443	9.334198	0.302490	9.393925	0.455	9.670	0.070	9.697
0.520	0.882523	9.367523	0.645264	9.431103	0.683	9.473	0.375	9.512
0.539	0.887283	9.341339	0.183472	9.385177	0.838	9.364	0.392	9.413
0.559	0.570694	9.448456	0.192993	9.467642	0.838	9.373	0.331	9.419
0.580	0.370743	9.469879	0.307251	9.482113	0.678	9.407	0.332	9.442
0.600	0.758743	9.427032	0.750000	9.487209	0.647	9.422	0.358	9.456
0.621	0.818253	9.465118	0.673828	9.524287	0.630	9.453	0.481	9.490
0.642	0.808731	9.491302	0.973755	9.575336	0.689	9.463	0.676	9.517
0.661	0.922989	9.453217	0.878540	9.538713	0.827	9.459	0.819	9.531
0.681	0.865860	9.438934	0.935669	9.524635	0.854	9.462	0.865	9.541
0.701	0.811111	9.586517	0.690491	9.645517	0.852	9.492	0.870	9.571
0.722	0.801590	9.710297	0.873779	9.782428	0.850	9.547	0.845	9.623
0.741	0.846817	9.879303	0.885681	9.955007	0.831	9.654	0.846	9.727
0.762	0.942032	9.993561	1.342712	10.127268	0.850	9.792	0.948	9.878
0.781	0.737320	10.333954	1.337952	10.446261	0.832	9.979	1.110	10.078
0.802	0.151749	11.176605	1.330811	11.256580	0.669	10.346	1.224	10.446
0.823	0.354080	11.259918	2.225830	11.483268	0.546	10.691	1.559	10.828
0.843	0.377884	10.236359	3.006592	10.675459	0.405	10.752	1.975	10.965
0.862	0.494522	9.215179	2.625732	9.594715	0.345	10.472	2.297	10.753
0.882	0.282669	8.346344	2.413879	8.692996	0.377	9.764	2.568	10.112
0.902	-0.502853	8.227325	1.673584	8.410863	0.163	9.006	2.430	9.344
0.924	-1.333603	8.622467	1.121338	8.796751	-0.265	8.603	1.959	8.874
