2016-03-03 21:13:37	Start
2016-03-03 21:13:51	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	0.044632	9.653168	0.116821	9.653978	0.045	9.653	0.117	9.654
0.016	0.125565	9.584137	-0.018860	9.584978	0.065	9.636	0.083	9.637
0.039	-0.243393	9.686493	-0.061707	9.689747	-0.007	9.644	0.038	9.646
0.057	0.237442	9.712677	0.014465	9.715590	0.041	9.659	0.013	9.661
0.081	0.223160	9.636505	-0.035522	9.639154	0.086	9.655	-0.025	9.657
0.096	0.296951	9.712677	0.002563	9.717216	0.129	9.687	-0.020	9.690
0.117	0.285049	9.574615	-0.104553	9.579428	0.261	9.659	-0.031	9.663
0.140	0.363602	9.527008	-0.014099	9.533955	0.292	9.613	-0.038	9.617
0.157	0.654007	9.484161	-0.080750	9.507027	0.400	9.575	-0.049	9.584
0.179	0.896805	9.550812	0.095398	9.593298	0.550	9.534	-0.026	9.553
0.199	0.739700	9.319916	-0.080750	9.349573	0.664	9.470	-0.020	9.496
0.216	0.525467	9.422272	0.300110	9.441683	0.704	9.444	0.059	9.473
0.241	0.589737	9.586517	0.507202	9.618022	0.688	9.470	0.205	9.501
0.258	0.642105	9.448456	0.845215	9.507892	0.624	9.444	0.393	9.479
0.281	0.542130	9.448456	0.845215	9.501663	0.575	9.476	0.624	9.517
0.298	0.213638	9.610321	0.602417	9.631553	0.497	9.523	0.700	9.565
0.324	-0.019638	9.643646	0.704773	9.669385	0.345	9.538	0.749	9.578
0.340	-0.205307	9.669830	1.042786	9.728061	0.133	9.593	0.799	9.633
0.363	-0.064865	9.103302	0.333435	9.109637	-0.019	9.507	0.671	9.535
0.379	-0.536179	9.222321	0.376282	9.245554	-0.206	9.410	0.614	9.438
0.409	-0.926559	9.912628	0.007324	9.955841	-0.433	9.477	0.440	9.510
0.420	-0.890854	10.469635	0.395325	10.514902	-0.605	9.677	0.278	9.706
0.451	-0.769455	11.490814	0.595276	11.531922	-0.781	10.274	0.344	10.312
0.465	-0.214828	11.138519	0.066833	11.140791	-0.700	10.753	0.266	10.786
0.483	0.342178	10.764801	0.242981	10.772979	-0.383	10.966	0.325	10.990
0.498	0.375504	10.050690	-0.349731	10.063781	-0.067	10.861	0.139	10.877
0.517	0.542130	9.505585	-0.990051	9.572369	0.261	10.365	-0.257	10.387
0.541	0.380264	9.258026	-0.892456	9.308712	0.410	9.895	-0.497	9.929
0.558	1.232437	9.077118	-0.813904	9.196489	0.633	9.473	-0.762	9.535
0.578	0.703995	9.522247	-0.740112	9.576877	0.715	9.341	-0.859	9.414
0.600	0.256485	9.417511	-0.742493	9.450217	0.643	9.319	-0.797	9.383
0.619	0.080338	9.317535	-0.530640	9.332979	0.568	9.334	-0.707	9.389
0.640	0.268387	9.441315	-0.128357	9.446000	0.327	9.425	-0.535	9.452
0.661	0.258865	9.565094	0.123962	9.569399	0.216	9.435	-0.319	9.450
0.684	0.225540	9.462738	0.128723	9.466301	0.208	9.447	-0.102	9.454
0.699	0.039871	9.327057	0.083496	9.327516	0.198	9.449	0.052	9.452
0.720	-0.110092	8.974762	0.314392	8.980942	0.104	9.332	0.163	9.336
0.744	-0.012497	8.874786	-0.135498	8.875829	0.036	9.160	0.098	9.163
0.762	-0.133896	9.136627	-0.499695	9.151261	-0.054	9.078	-0.059	9.084
0.781	-0.193405	9.312775	-0.456848	9.325979	-0.112	9.075	-0.194	9.084
0.802	-0.226730	9.384186	-0.352112	9.393526	-0.142	9.177	-0.361	9.187
0.821	-0.124374	9.396088	-0.659180	9.420003	-0.170	9.307	-0.492	9.323
0.842	-0.562363	10.017365	-1.170959	10.101237	-0.277	9.528	-0.660	9.560
0.862	-0.681381	10.950470	-1.175720	11.034464	-0.399	9.937	-0.839	9.987
0.887	-0.345749	12.004974	-0.425903	12.017502	-0.428	10.592	-0.858	10.643
0.913	0.111282	12.452484	0.252502	12.455541	-0.370	11.356	-0.630	11.402
0.932	-0.038681	12.357269	0.980896	12.396199	-0.239	11.941	-0.092	11.976
0.942	-0.448105	12.538177	0.661926	12.563631	-0.180	12.338	0.367	12.358
0.965	-0.238632	12.754791	1.395081	12.833078	-0.154	12.526	0.823	12.562
0.983	-0.300522	13.833099	1.502197	13.917671	-0.256	12.871	1.135	12.928
1.006	-0.424301	15.249420	1.430786	15.322271	-0.353	13.594	1.247	13.659
1.030	0.527847	14.885223	2.870911	15.168738	-0.109	14.181	1.800	14.310
1.049	1.327652	11.378937	3.749268	12.054040	0.283	13.837	2.388	14.116
1.066	2.505936	7.886932	3.854004	9.128897	0.984	12.350	2.976	12.918
1.096	2.448807	6.127838	2.594788	7.090837	1.703	10.070	3.267	10.861
1.116	2.286942	5.818390	1.649780	6.465720	2.142	7.803	2.962	8.685
1.122	1.101517	6.808624	1.157043	6.993529	2.086	6.660	2.314	7.420
1.144	0.442154	8.512970	1.128479	8.598816	1.570	6.817	1.633	7.287
1.164	-0.036301	10.333954	1.530762	10.446777	0.949	7.868	1.367	8.126
1.186	0.094620	10.769562	1.906860	10.937483	0.400	9.106	1.431	9.244
1.205	0.361221	9.634125	1.656921	9.782241	0.215	9.813	1.556	9.941
1.222	0.925369	9.139008	1.816406	9.363605	0.336	9.969	1.728	10.133
1.243	0.984879	8.984283	1.825928	9.220702	0.592	9.632	1.802	9.826
1.263	1.072952	8.850983	1.487915	9.039083	0.836	9.152	1.697	9.351
1.285	1.451431	8.508209	1.409363	8.745432	1.109	8.871	1.635	9.092
1.303	1.287186	8.220184	1.116577	8.394940	1.199	8.641	1.460	8.850
1.323	0.932510	7.851227	0.819031	7.948720	1.186	8.358	1.208	8.532
1.345	0.677811	7.656036	0.650024	7.713420	1.087	8.059	0.999	8.201
1.364	1.015823	7.658417	1.059448	7.797799	0.978	7.846	0.911	7.964
1.384	1.137222	7.710785	1.254639	7.894530	0.941	7.719	0.946	7.839
1.404	1.153885	7.708405	1.530762	7.943185	0.996	7.683	1.124	7.837
1.424	0.946793	8.013092	1.390320	8.187738	1.063	7.773	1.309	7.956
1.444	0.625443	8.691498	1.109436	8.784314	0.966	8.031	1.321	8.202
1.465	0.563553	9.700775	0.980896	9.766514	0.822	8.528	1.253	8.670
1.487	0.718277	10.543427	0.971375	10.612414	0.714	9.237	1.113	9.338
1.505	1.089615	11.428925	1.097534	11.533089	0.749	10.091	1.040	10.174
1.525	1.196732	12.114471	1.418884	12.255848	0.892	10.947	1.117	11.042
1.547	0.999161	12.538177	1.602173	12.679558	1.001	11.656	1.272	11.770
1.568	0.942032	12.488190	1.725952	12.642041	1.057	12.142	1.461	12.278
1.586	0.982498	12.769073	2.428162	13.034972	1.030	12.477	1.794	12.653
1.606	1.570450	12.619110	4.113464	13.365210	1.124	12.604	2.467	12.930
1.625	1.284805	11.493195	4.180115	12.297057	1.195	12.342	3.112	12.835
1.648	0.196976	9.686493	2.854248	10.100183	1.009	11.642	3.394	12.199
1.668	-1.319321	7.941681	1.825928	8.254994	0.433	10.435	3.243	11.004
1.690	-2.840378	7.341827	0.692871	7.902547	-0.669	9.116	2.388	9.639
1.708	-2.876083	7.717926	1.237976	8.328915	-1.710	8.172	1.653	8.647
1.729	-1.766830	8.798615	1.549805	9.107096	-2.201	7.950	1.327	8.398
1.751	-0.878952	9.479401	1.240356	9.600525	-2.091	8.334	1.180	8.735
1.775	-0.645676	9.836456	1.211792	9.931828	-1.542	8.958	1.310	9.242
1.795	-0.307663	9.872162	1.195129	9.948999	-0.900	9.497	1.299	9.647
1.815	0.111282	9.719818	1.107056	9.783293	-0.430	9.727	1.189	9.816
1.837	0.258865	8.908112	0.754761	8.943776	-0.146	9.584	1.067	9.652
1.848	0.066055	8.205902	0.647644	8.231685	0.032	9.176	0.926	9.227
1.870	-0.038681	7.701263	0.650024	7.728744	0.099	8.634	0.790	8.672
1.895	-0.112473	7.237091	0.531006	7.257417	0.043	8.013	0.646	8.040
1.913	-0.255295	7.079987	0.509583	7.102891	-0.085	7.556	0.585	7.580
