2016-03-03 21:12:15	Start
2016-03-03 21:12:28	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	-0.069626	9.674591	0.269165	9.678585	-0.070	9.675	0.269	9.679
0.019	-0.091049	9.576996	0.571472	9.594463	-0.075	9.650	0.345	9.658
0.040	-0.250534	9.598419	0.540527	9.616891	-0.120	9.631	0.413	9.642
0.060	-0.369553	9.550812	0.209656	9.560257	-0.195	9.600	0.398	9.613
0.080	-0.350510	9.743622	0.057312	9.750093	-0.265	9.617	0.345	9.630
0.100	-0.321945	9.838837	0.302490	9.848749	-0.323	9.683	0.277	9.694
0.122	-0.181503	9.888824	0.433411	9.899982	-0.306	9.756	0.251	9.765
0.144	-0.141037	9.512726	0.364380	9.520747	-0.249	9.746	0.289	9.755
0.162	-0.274338	9.527008	0.054932	9.531116	-0.230	9.692	0.289	9.700
0.181	-0.319565	9.543671	0.269165	9.552812	-0.229	9.618	0.280	9.626
0.201	-0.407639	9.557953	0.680969	9.590847	-0.286	9.535	0.342	9.549
0.221	-0.529037	9.517487	0.057312	9.532351	-0.383	9.537	0.266	9.552
0.241	-0.638535	9.524628	0.959473	9.594105	-0.474	9.536	0.492	9.568
0.262	-0.598068	9.879303	0.545288	9.912399	-0.543	9.620	0.561	9.657
0.282	-0.674240	9.872162	0.854736	9.932006	-0.610	9.698	0.604	9.743
0.302	-0.719467	9.824554	0.697632	9.875535	-0.658	9.775	0.764	9.829
0.325	-0.593307	9.557953	1.026123	9.631168	-0.646	9.783	0.781	9.838
0.342	-0.495712	9.355621	1.335571	9.463463	-0.621	9.653	0.979	9.726
0.363	-0.769455	9.486542	-0.556824	9.533970	-0.644	9.556	0.626	9.626
0.386	-0.429062	9.346100	-0.244995	9.359150	-0.572	9.437	0.390	9.497
0.419	-0.388596	9.410370	-0.142639	9.419470	-0.521	9.400	0.098	9.444
0.430	-0.100571	9.462738	0.152527	9.464502	-0.422	9.426	-0.198	9.444
0.449	-0.174362	9.346100	-0.490173	9.360569	-0.273	9.391	-0.181	9.401
0.463	-0.257675	9.058075	-1.154297	9.134962	-0.230	9.319	-0.409	9.345
0.483	-0.143417	9.124725	-1.216187	9.206535	-0.169	9.248	-0.677	9.292
0.502	0.308853	9.327057	-1.606567	9.469448	-0.067	9.214	-1.117	9.293
0.523	-0.355270	10.333954	-1.989807	10.529775	-0.112	9.461	-1.492	9.585
0.543	0.070816	10.976654	0.259644	10.979952	-0.030	9.941	-1.138	10.046
0.563	0.204117	10.910004	0.366760	10.918075	0.057	10.387	-0.742	10.474
0.583	0.439774	9.872162	-0.202148	9.884019	0.090	10.523	-0.391	10.578
0.603	0.718277	8.891449	-0.697266	8.947624	0.358	10.163	-0.068	10.182
0.624	0.808731	8.529633	-0.992432	8.625172	0.543	9.551	-0.381	9.594
0.643	0.480240	9.089020	-1.420898	9.211941	0.612	9.096	-0.828	9.167
0.664	-0.295761	10.026886	-2.101685	10.249048	0.428	9.134	-1.303	9.258
0.684	-0.936081	10.495819	-2.065979	10.738098	0.014	9.535	-1.645	9.706
