2016-03-03 21:11:12	Start
2016-03-03 21:11:27	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	-0.179123	9.886444	0.081116	9.888399	-0.179	9.886	0.081	9.888
0.019	0.016068	9.919769	0.043030	9.919876	-0.130	9.895	0.072	9.896
0.045	0.104141	9.822174	0.062073	9.822923	-0.060	9.879	0.067	9.880
0.060	0.192215	9.767426	0.202515	9.771416	0.033	9.849	0.097	9.851
0.079	0.218399	9.507965	-0.009338	9.510477	0.133	9.754	0.075	9.756
0.101	0.089859	9.381805	-0.240234	9.385311	0.151	9.620	0.004	9.623
0.125	0.113663	9.386566	-0.242615	9.390389	0.154	9.511	-0.072	9.514
0.142	0.177933	9.457977	-0.090271	9.460081	0.150	9.434	-0.146	9.437
0.164	0.154129	9.543671	0.023987	9.544945	0.134	9.443	-0.137	9.445
0.182	0.099380	9.555573	-0.056946	9.556259	0.136	9.486	-0.091	9.488
0.203	-0.031540	9.669830	0.192993	9.671807	0.100	9.557	0.017	9.558
0.223	0.073196	9.553192	-0.011719	9.553480	0.074	9.581	0.037	9.582
0.244	-0.079147	9.686493	-0.133118	9.687731	0.015	9.616	-0.002	9.617
0.261	-0.221970	10.064972	0.173950	10.068922	-0.065	9.744	0.056	9.745
0.282	0.058914	10.419647	-0.068848	10.420041	-0.042	9.931	-0.010	9.933
0.302	-0.048203	10.660065	0.350098	10.665921	-0.073	10.208	0.081	10.211
0.322	0.244583	10.355377	0.550049	10.372859	0.008	10.375	0.251	10.382
0.341	0.182693	9.803131	0.300110	9.809425	0.109	10.310	0.283	10.317
0.362	-0.214828	9.315155	-0.147400	9.318798	0.041	10.033	0.263	10.042
0.382	-0.543320	9.165192	-1.023376	9.238140	-0.083	9.660	-0.080	9.685
0.403	-0.933701	9.669830	-1.030518	9.769308	-0.377	9.488	-0.475	9.534
0.422	-0.809921	10.019745	-1.070984	10.109316	-0.625	9.542	-0.818	9.609
0.442	-0.486191	10.103058	-0.506836	10.127440	-0.693	9.739	-0.908	9.811
0.463	-0.000595	10.067352	-1.082886	10.125425	-0.558	9.965	-0.923	10.033
0.483	0.244583	10.379181	-1.380432	10.473434	-0.263	10.142	-1.010	10.209
0.506	-0.038681	9.362762	-0.218811	9.365399	-0.070	9.978	-0.797	10.023
0.522	0.565933	9.205658	-2.018372	9.441305	0.193	9.754	-1.175	9.851
0.543	0.337418	9.174713	-1.094788	9.245960	0.277	9.531	-1.178	9.632
0.564	0.175552	8.872406	-1.720825	9.039449	0.260	9.154	-1.263	9.273
0.583	-0.212448	8.984283	-1.656555	9.138197	0.217	9.059	-1.623	9.216
0.604	-0.219589	9.005707	-1.401855	9.116807	0.020	9.009	-1.469	9.135
0.628	-0.167221	9.086639	-1.063843	9.150232	-0.106	8.987	-1.461	9.111
0.646	-0.124374	9.410370	-0.752014	9.441190	-0.181	9.122	-1.219	9.212
0.664	-0.100571	9.686493	-0.485413	9.699170	-0.153	9.297	-0.926	9.352
0.685	-0.033920	9.903107	-0.168823	9.904604	-0.107	9.522	-0.618	9.549
0.705	-0.193405	9.793610	-0.214050	9.797857	-0.113	9.698	-0.405	9.711
0.727	-0.152939	9.524628	-0.506836	9.539329	-0.120	9.727	-0.344	9.735
0.745	-0.293381	9.365143	-0.816284	9.405227	-0.168	9.647	-0.426	9.662
0.769	-0.183884	9.248505	-1.144775	9.320899	-0.206	9.483	-0.670	9.516
0.785	0.051773	9.210419	-0.740112	9.240252	-0.145	9.337	-0.802	9.376
0.806	0.142227	9.405609	-0.675842	9.430932	-0.071	9.307	-0.844	9.349
0.828	-0.164841	9.815033	-0.882935	9.856045	-0.039	9.420	-0.861	9.462
0.848	-0.629013	10.374420	-0.937683	10.435684	-0.150	9.701	-0.809	9.741
0.866	-0.774216	10.829071	-0.968628	10.899836	-0.356	10.106	-0.866	10.156
0.886	-0.774216	11.043304	-1.051941	11.120277	-0.586	10.515	-0.960	10.578
0.907	-0.664719	11.202789	-0.813904	11.251968	-0.711	10.862	-0.943	10.927
0.927	-0.367172	11.328949	-0.583008	11.349881	-0.645	11.101	-0.854	11.155
0.945	-0.214828	11.386078	-0.292603	11.391863	-0.505	11.240	-0.685	11.278
0.972	-0.081528	11.374176	0.188232	11.376026	-0.332	11.323	-0.375	11.342
0.986	-0.559982	11.497955	0.385803	11.518047	-0.306	11.397	-0.075	11.409
1.007	-0.969406	11.643158	0.469116	11.692859	-0.456	11.475	0.188	11.495
1.027	-1.276474	12.319183	0.780945	12.409736	-0.722	11.709	0.456	11.749
1.048	-0.878952	12.702423	1.623596	12.835894	-0.921	12.041	0.815	12.114
1.067	0.161270	12.509613	2.290100	12.718529	-0.741	12.294	1.291	12.414
1.092	0.775406	11.926422	2.232971	12.158411	-0.305	12.364	1.732	12.531
1.114	1.194351	10.824310	1.944946	11.062323	0.313	11.991	2.023	12.194
1.129	1.606155	9.365143	1.318909	9.592974	0.934	11.156	1.947	11.383
1.147	1.841812	8.251129	0.733337	8.485940	1.354	10.092	1.558	10.325
1.172	1.820389	7.710785	0.192993	7.925104	1.616	9.038	1.048	9.267
1.187	1.325272	7.620331	0.007324	7.734717	1.648	8.237	0.563	8.435
1.224	0.682571	8.060699	0.093018	8.090082	1.418	7.911	0.257	8.059
1.228	0.463577	8.774811	0.247742	8.790540	1.073	8.042	0.135	8.135
1.248	0.308853	9.648407	0.485779	9.665564	0.695	8.526	0.208	8.570
1.269	0.413589	10.450592	0.661926	10.479699	0.467	9.234	0.372	9.256
1.289	0.623062	10.862396	0.880920	10.915855	0.452	9.934	0.569	9.963
1.309	0.801590	10.700531	0.473877	10.740972	0.537	10.415	0.626	10.451
