2016-03-03 21:22:57	Start
2016-03-03 21:23:15	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	0.047884	9.366117	1.838747	9.545022	0.048	9.366	1.839	9.545
0.019	0.038307	9.337387	1.867477	9.522381	0.045	9.359	1.846	9.539
0.039	-0.028730	9.279925	1.829170	9.458525	0.026	9.337	1.844	9.518
0.059	-0.114922	9.327810	1.781286	9.497064	-0.014	9.328	1.829	9.506
0.078	-0.086191	9.404425	1.982399	9.611480	-0.048	9.337	1.865	9.522
0.099	-0.028730	9.461885	1.675941	9.609208	-0.065	9.369	1.817	9.544
0.120	-0.038307	9.394848	1.819593	9.569512	-0.067	9.397	1.815	9.572
0.139	-0.095768	9.308656	1.829170	9.487155	-0.062	9.392	1.827	9.569
0.167	-0.047884	9.289502	1.838747	9.469854	-0.053	9.364	1.791	9.534
0.179	0.019154	9.318233	1.886631	9.507325	-0.041	9.328	1.844	9.508
0.194	0.038307	9.346964	1.915361	9.541269	-0.022	9.316	1.867	9.501
0.215	0.038307	9.308656	1.934515	9.507622	0.012	9.316	1.894	9.507
0.234	0.028730	9.165004	1.915361	9.363051	0.031	9.285	1.913	9.480
0.253	-0.047884	9.145850	2.001553	9.362429	0.014	9.242	1.942	9.444
0.273	-0.143652	9.279925	2.106898	9.517178	-0.031	9.225	1.990	9.438
0.293	-0.105345	9.366117	2.001553	9.578177	-0.067	9.239	2.006	9.455
0.312	-0.076614	9.346964	1.972822	9.553200	-0.093	9.285	2.021	9.503
0.332	-0.134075	9.346964	2.020706	9.563836	-0.115	9.335	2.025	9.553
0.352	-0.220267	9.356541	1.944092	9.558915	-0.134	9.354	1.985	9.564
0.370	-0.248997	9.308656	1.963245	9.516690	-0.170	9.340	1.975	9.548
0.392	-0.201113	9.174581	1.972822	9.386448	-0.201	9.297	1.975	9.506
0.410	-0.086191	9.050082	2.164358	9.305690	-0.189	9.222	2.011	9.442
0.432	0.038307	8.935161	2.087744	9.175905	-0.124	9.117	2.047	9.346
0.452	0.134075	8.791509	2.030283	9.023893	-0.029	8.988	2.064	9.223
0.470	0.258574	8.676587	2.030283	8.914711	0.086	8.863	2.078	9.105
0.487	0.440533	8.686164	2.135628	8.955692	0.218	8.772	2.071	9.018
0.507	0.593762	8.868123	2.087744	9.129887	0.357	8.756	2.071	9.006
0.527	0.612916	9.260772	2.183512	9.534426	0.476	8.873	2.109	9.134
0.550	0.593762	9.471462	2.288857	9.762173	0.560	9.072	2.174	9.346
0.567	0.411803	9.595961	2.375048	9.894084	0.553	9.299	2.234	9.580
0.587	0.172383	9.797073	2.413355	10.091415	0.448	9.531	2.315	9.821
0.605	-0.028730	9.959879	2.384625	10.241409	0.287	9.706	2.365	9.997
0.625	-0.047884	9.816227	2.327164	10.088424	0.127	9.792	2.375	10.079
0.645	0.028730	9.481039	2.183512	9.729267	0.031	9.764	2.327	10.038
0.668	0.038307	9.174581	2.135628	9.419942	-0.002	9.608	2.258	9.870
0.685	0.153229	8.973468	2.116474	9.220958	0.043	9.361	2.191	9.615
0.703	0.220267	8.916007	2.078167	9.157646	0.110	9.136	2.128	9.382
0.722	0.316035	8.973468	2.030283	9.205707	0.182	9.009	2.090	9.251
0.742	0.383072	9.136273	1.991976	9.358750	0.268	9.000	2.054	9.236
0.760	0.459687	9.260772	2.011129	9.487773	0.345	9.072	2.028	9.302
0.784	0.440533	9.346964	2.030283	9.575064	0.400	9.179	2.016	9.407
0.802	0.440533	9.318233	2.078167	9.557318	0.431	9.266	2.028	9.495
0.819	0.440533	9.270349	2.173935	9.532021	0.445	9.299	2.073	9.538
0.840	0.363919	9.203311	2.154782	9.459200	0.421	9.285	2.109	9.531
0.859	0.287304	9.155427	2.116474	9.401269	0.383	9.237	2.131	9.487
0.877	0.248997	9.136273	2.202666	9.401342	0.335	9.191	2.162	9.448
0.899	0.239420	9.069236	2.288857	9.356667	0.285	9.141	2.191	9.405
0.918	0.344765	8.963891	2.288857	9.257920	0.280	9.081	2.224	9.354
0.940	0.421380	8.916007	2.346318	9.229190	0.314	9.021	2.282	9.311
0.957	0.430956	8.963891	2.442086	9.300583	0.359	8.978	2.342	9.286
0.976	0.363919	9.050082	2.604892	9.424537	0.390	8.973	2.421	9.303
0.996	0.354342	9.030929	2.394202	9.349622	0.393	8.990	2.447	9.326
1.017	0.335188	8.906430	2.566584	9.274924	0.371	8.988	2.502	9.337
1.035	0.287304	8.657434	2.547431	9.029014	0.335	8.911	2.528	9.270
1.056	0.248997	8.571242	2.576161	8.953479	0.306	8.792	2.521	9.152
1.073	0.143652	8.791509	2.260126	9.078515	0.254	8.732	2.488	9.084
1.093	0.181959	9.595961	2.422932	9.898796	0.215	8.904	2.452	9.240
1.113	0.392649	9.931149	2.183512	10.175933	0.242	9.222	2.361	9.527
1.133	0.450110	10.333375	1.972822	10.529638	0.292	9.663	2.210	9.921
1.155	0.421380	10.601525	1.752556	10.753667	0.362	10.116	2.083	10.340
1.172	0.344765	11.176133	1.551443	11.288569	0.402	10.511	1.865	10.687
1.191	0.162806	12.105083	1.695095	12.224275	0.345	11.054	1.743	11.199
1.215	-0.038307	12.401965	1.647211	12.510936	0.223	11.571	1.662	11.694
1.230	-0.325611	11.654974	1.206678	11.721796	0.036	11.835	1.525	11.936
1.250	-0.632069	10.907983	1.101333	10.981646	-0.208	11.768	1.413	11.860
1.271	-0.794875	10.180145	1.168370	10.277756	-0.448	11.286	1.281	11.373
1.289	-0.814029	9.471462	0.957681	9.554496	-0.642	10.554	1.109	10.634
1.308	-0.718261	8.935161	0.517148	8.978888	-0.740	9.874	0.936	9.948
1.331	-0.756568	8.542512	-0.047884	8.576083	-0.771	9.282	0.649	9.347
1.357	-0.957681	8.082825	-0.440533	8.151274	-0.812	8.758	0.247	8.815
1.366	-1.072602	8.054094	-0.478840	8.139300	-0.876	8.404	-0.113	8.461
1.387	-1.206678	8.456321	-0.287304	8.546811	-0.998	8.284	-0.314	8.353
1.408	-1.158794	9.203311	0.028730	9.276021	-1.099	8.449	-0.294	8.528
1.427	-0.957681	9.787497	0.124498	9.835026	-1.099	8.875	-0.153	8.949
1.448	-0.746991	10.199299	0.325611	10.231799	-1.018	9.412	0.048	9.472
1.465	-0.612916	10.256760	0.612916	10.293320	-0.869	9.862	0.273	9.909
1.485	-0.526724	9.883265	0.794875	9.929158	-0.711	10.032	0.464	10.072
1.506	-0.584185	9.385271	1.082179	9.465500	-0.618	9.931	0.704	9.980
1.525	-0.689530	8.935161	1.235408	9.046479	-0.603	9.615	0.931	9.684
1.544	-0.727837	8.590396	1.388637	8.732294	-0.632	9.199	1.125	9.293
1.565	-0.641646	8.513782	1.532289	8.674335	-0.661	8.856	1.310	8.980
1.581	-0.497994	8.504205	1.647211	8.676566	-0.639	8.636	1.451	8.782
1.601	-0.354342	8.523358	1.628057	8.684686	-0.555	8.533	1.549	8.692
1.622	-0.306458	8.590396	1.733402	8.768894	-0.450	8.533	1.635	8.701
1.640	-0.354342	8.676587	1.723825	8.853265	-0.378	8.574	1.683	8.746
1.659	-0.335188	8.724471	1.762132	8.906955	-0.338	8.629	1.712	8.803
1.682	-0.316035	8.714894	1.857901	8.916336	-0.328	8.677	1.769	8.861
1.701	-0.335188	8.753201	1.953669	8.974837	-0.335	8.717	1.824	8.913
1.724	-0.258574	8.743625	2.011129	8.975660	-0.311	8.734	1.896	8.943
1.742	-0.220267	8.695741	1.972822	8.919442	-0.283	8.727	1.949	8.947
1.764	-0.162806	8.657434	2.126051	8.916151	-0.244	8.713	2.016	8.947
1.780	-0.124498	8.571242	2.221819	8.855404	-0.192	8.667	2.083	8.917
1.798	-0.134075	8.437167	2.308010	8.748181	-0.160	8.590	2.157	8.860
1.816	-0.181959	8.485051	2.298434	8.792724	-0.151	8.538	2.239	8.828
1.837	-0.143652	8.695741	2.442086	9.033290	-0.146	8.547	2.318	8.857
1.856	-0.028730	8.724471	2.375048	9.042017	-0.122	8.586	2.356	8.904
1.876	0.038307	8.963891	2.336741	9.263539	-0.079	8.717	2.363	9.033
1.895	0.038307	9.251195	2.461239	9.573076	-0.024	8.909	2.404	9.228
1.916	0.038307	9.327810	2.480393	9.652039	0.022	9.067	2.413	9.383
1.934	0.162806	9.414001	2.480393	9.736646	0.069	9.239	2.440	9.556
1.954	0.258574	9.548077	2.470816	9.865980	0.124	9.385	2.473	9.707
1.972	0.306458	9.816227	2.518700	10.138840	0.192	9.527	2.488	9.848
1.997	0.584185	10.687716	2.480393	10.987307	0.328	9.867	2.488	10.182
