2016-03-03 21:22:27	Start
2016-03-03 21:22:46	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	-0.430956	9.490616	0.612916	9.520146	-0.431	9.491	0.613	9.520
0.019	-0.392649	9.500193	0.909797	9.551731	-0.421	9.493	0.687	9.528
0.041	-0.373495	9.490616	0.928950	9.543282	-0.407	9.493	0.766	9.534
0.059	-0.421380	9.538500	0.842759	9.584925	-0.405	9.505	0.824	9.550
0.078	-0.497994	9.605537	0.833182	9.654457	-0.421	9.534	0.879	9.584
0.098	-0.545878	9.615114	0.823605	9.665751	-0.460	9.562	0.857	9.612
0.118	-0.536301	9.605537	0.842759	9.657340	-0.500	9.591	0.836	9.641
0.139	-0.507571	9.538500	0.938527	9.597992	-0.522	9.591	0.860	9.644
0.162	-0.507571	9.528923	0.957681	9.590368	-0.524	9.572	0.891	9.628
0.178	-0.478840	9.538500	0.948104	9.597456	-0.508	9.553	0.922	9.611
0.198	-0.430956	9.500193	1.024718	9.565011	-0.481	9.527	0.967	9.588
0.215	-0.344765	9.414001	1.043872	9.477972	-0.441	9.495	0.994	9.558
0.234	-0.268151	9.356541	1.130063	9.428351	-0.381	9.452	1.037	9.517
0.254	-0.172383	9.289502	1.158794	9.363086	-0.304	9.390	1.089	9.459
0.276	-0.143652	9.232041	1.225831	9.314177	-0.232	9.323	1.140	9.396
0.295	-0.287304	9.279925	1.244985	9.367473	-0.218	9.290	1.190	9.368
0.314	-0.526724	9.423578	1.254562	9.521301	-0.283	9.306	1.221	9.392
0.333	-0.632069	9.557653	1.254562	9.660340	-0.397	9.373	1.245	9.466
0.352	-0.622492	9.662998	1.091756	9.744381	-0.517	9.481	1.211	9.573
0.372	-0.517148	9.557653	1.235408	9.651032	-0.575	9.550	1.209	9.644
0.392	-0.335188	9.366117	1.244985	9.454443	-0.527	9.536	1.207	9.628
0.411	-0.335188	9.260772	1.244985	9.350093	-0.453	9.462	1.204	9.550
0.432	-0.373495	9.203311	1.321599	9.305217	-0.390	9.347	1.262	9.440
0.452	-0.335188	9.251195	1.350330	9.355231	-0.345	9.270	1.290	9.366
0.482	-0.335188	9.404425	1.302446	9.500101	-0.345	9.280	1.305	9.378
0.491	-0.593762	9.509769	1.254562	9.610525	-0.409	9.342	1.307	9.443
0.508	-0.871489	9.672575	1.120486	9.776180	-0.534	9.459	1.257	9.561
0.527	-0.909797	9.662998	1.168370	9.775804	-0.678	9.562	1.211	9.666
0.547	-0.775721	9.490616	1.235408	9.602071	-0.788	9.584	1.195	9.691
0.566	-0.651223	9.270349	1.168370	9.366351	-0.802	9.524	1.173	9.630
0.586	-0.679953	8.992621	1.149217	9.091220	-0.754	9.354	1.180	9.459
0.606	-0.660800	8.762778	1.091756	8.855217	-0.692	9.129	1.161	9.229
0.625	-0.306458	8.542512	1.101333	8.618664	-0.575	8.892	1.128	8.983
0.646	-0.134075	8.590396	1.206678	8.675768	-0.445	8.722	1.137	8.810
0.665	0.948104	9.145850	1.110910	9.261728	-0.038	8.760	1.128	8.853
0.683	1.934515	9.806650	1.254562	10.074059	0.611	9.021	1.168	9.158
0.707	1.187524	9.988609	1.733402	10.207214	0.984	9.383	1.326	9.555
0.724	0.316035	10.160992	1.436521	10.266899	1.097	9.776	1.384	9.952
0.743	0.076614	10.074800	1.532289	10.190946	0.879	10.008	1.489	10.185
0.762	0.181959	9.873688	1.762132	10.031347	0.441	10.025	1.616	10.174
0.783	0.316035	9.586384	1.810017	9.760881	0.223	9.924	1.635	10.063
0.801	0.373495	9.251195	1.762132	9.424925	0.237	9.697	1.717	9.852
0.824	0.354342	8.963891	1.608904	9.114026	0.306	9.419	1.736	9.583
0.841	0.335188	8.877700	1.532289	9.015199	0.345	9.170	1.678	9.329
0.860	0.344765	8.916007	1.561020	9.058191	0.352	9.002	1.616	9.153
0.879	0.354342	8.983045	1.561020	9.124551	0.347	8.935	1.566	9.078
0.899	0.354342	9.059659	1.589750	9.204906	0.347	8.959	1.561	9.101
0.918	0.335188	9.145850	1.599327	9.290682	0.347	9.026	1.578	9.170
0.940	0.325611	9.222465	1.704672	9.384337	0.342	9.103	1.614	9.251
0.957	0.277727	9.232041	1.857901	9.421227	0.323	9.165	1.688	9.325
0.977	0.258574	9.193734	1.905785	9.392743	0.299	9.199	1.767	9.372
0.996	0.239420	9.155427	1.886631	9.350858	0.275	9.201	1.839	9.387
1.016	0.172383	9.059659	1.867477	9.251736	0.237	9.160	1.879	9.354
1.035	0.134075	8.916007	1.953669	9.128525	0.201	9.081	1.903	9.281
1.058	0.239420	8.887277	2.001553	9.113025	0.196	9.005	1.927	9.211
1.076	0.220267	8.868123	2.126051	9.122073	0.192	8.933	1.987	9.154
1.094	0.220267	8.954314	2.250550	9.235433	0.204	8.906	2.083	9.150
1.115	0.363919	9.251195	2.202666	9.516763	0.261	8.990	2.145	9.247
1.133	0.383072	9.299079	2.193089	9.561864	0.297	9.093	2.193	9.359
1.154	0.373495	9.375694	2.193089	9.636015	0.335	9.220	2.210	9.488
1.174	0.287304	9.346964	2.298434	9.629697	0.352	9.318	2.222	9.586
1.192	0.028730	9.452309	1.953669	9.652139	0.268	9.369	2.160	9.620
1.212	0.038307	10.448297	1.953669	10.629449	0.182	9.656	2.100	9.887
1.233	0.325611	11.233594	1.934515	11.403596	0.170	10.120	2.035	10.329
1.251	0.306458	11.779472	1.829170	11.924586	0.175	10.728	1.918	10.902
1.271	0.191536	11.702858	1.302446	11.776669	0.215	11.291	1.755	11.434
1.292	-0.153229	11.549629	0.804452	11.578625	0.168	11.566	1.468	11.671
1.309	-0.287304	11.722012	0.890643	11.759309	0.014	11.688	1.207	11.760
1.331	-0.306458	11.300632	0.545878	11.317959	-0.139	11.569	0.886	11.608
1.349	-0.708684	10.486604	-0.028730	10.510562	-0.364	11.265	0.553	11.292
1.367	-1.197101	9.672575	-0.325611	9.751809	-0.625	10.795	0.271	10.835
1.387	-1.426944	8.848969	-0.411803	8.972737	-0.910	10.077	-0.055	10.138
1.408	-1.551443	8.111555	-0.804452	8.297677	-1.221	9.280	-0.393	9.383
1.428	-1.685518	7.910442	-1.379060	8.204747	-1.465	8.636	-0.730	8.807
1.450	-1.695095	8.456321	-1.570596	8.766384	-1.590	8.332	-1.041	8.560
1.467	-1.580173	9.327810	-1.005565	9.513998	-1.628	8.452	-1.190	8.696
1.491	-1.407791	10.093954	-0.909797	10.232180	-1.592	8.947	-1.216	9.179
1.505	-1.244985	10.448297	-1.158794	10.585825	-1.482	9.582	-1.161	9.775
1.525	-1.177947	10.457873	-0.967257	10.568361	-1.353	10.082	-1.010	10.225
1.544	-1.082179	10.103531	-0.440533	10.170866	-1.228	10.276	-0.869	10.389
1.564	-1.082179	9.691729	-0.114922	9.752637	-1.147	10.175	-0.670	10.269
1.583	-0.909797	9.270349	-0.067038	9.315127	-1.063	9.881	-0.397	9.952
1.607	-1.168370	8.791509	-0.009577	8.868811	-1.061	9.464	-0.158	9.527
1.622	-1.063026	8.437167	0.124498	8.504782	-1.056	9.048	-0.017	9.110
1.645	-1.110910	8.446744	0.555455	8.537572	-1.063	8.736	0.151	8.807
1.662	-0.928950	8.676587	0.603339	8.747007	-1.068	8.588	0.318	8.665
1.680	-0.775721	8.839393	0.603339	8.893854	-0.970	8.600	0.472	8.671
1.700	-0.804452	8.916007	0.574608	8.970646	-0.905	8.720	0.584	8.787
1.723	-0.871489	8.839393	0.651223	8.906090	-0.845	8.818	0.608	8.879
1.740	-0.708684	8.820239	0.746991	8.880138	-0.790	8.854	0.644	8.913
1.758	-0.641646	8.839393	0.900220	8.908253	-0.757	8.854	0.718	8.916
1.779	-0.574608	8.848969	1.063026	8.931095	-0.699	8.837	0.840	8.906
1.797	-0.536301	8.906430	1.120486	8.992642	-0.615	8.854	0.958	8.928
1.818	-0.555455	8.916007	1.149217	9.006909	-0.577	8.878	1.058	8.960
1.839	-0.565032	8.925584	1.206678	9.024488	-0.558	8.899	1.135	8.989
1.856	-0.574608	8.944737	1.283292	9.054576	-0.558	8.923	1.190	9.020
1.876	-0.565032	8.906430	1.350330	9.025915	-0.565	8.923	1.247	9.028
1.896	-0.536301	8.839393	1.455675	8.974490	-0.560	8.904	1.324	9.020
1.915	-0.574608	8.801085	1.541866	8.953582	-0.563	8.873	1.408	9.002
1.934	-0.526724	8.935161	1.637634	9.099252	-0.551	8.871	1.496	9.013
