2016-03-03 20:58:42	Start
2016-03-03 20:59:01	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	-0.708684	8.149862	2.375048	8.518412	-0.709	8.150	2.375	8.518
0.020	-0.440533	8.197746	2.815581	8.678975	-0.642	8.162	2.485	8.559
0.040	-0.430956	8.686164	4.098873	9.614360	-0.572	8.296	2.916	8.833
0.060	-0.277727	8.753201	4.826711	9.999640	-0.464	8.447	3.529	9.203
0.079	-0.105345	8.810662	5.075707	10.168661	-0.314	8.612	4.204	9.615
0.102	0.296881	9.193734	4.577713	10.274646	-0.129	8.861	4.645	10.014
0.120	0.105345	8.734048	4.443638	9.800032	0.005	8.873	4.731	10.061
0.142	-0.201113	8.350976	4.031836	9.275502	0.024	8.772	4.532	9.880
0.161	-0.268151	7.862558	3.524265	8.620451	-0.017	8.535	4.144	9.493
0.176	-0.373495	8.082825	3.332729	8.750922	-0.184	8.258	3.833	9.112
0.196	-0.354342	8.485051	4.060566	9.413280	-0.299	8.195	3.737	9.015
0.216	-0.153229	8.542512	4.750096	9.775551	-0.287	8.243	3.917	9.140
0.235	-0.028730	8.504205	5.238513	9.988210	-0.227	8.404	4.345	9.482
0.256	0.124498	8.341399	5.085284	9.770085	-0.103	8.468	4.784	9.737
0.276	0.009577	8.264784	4.740520	9.527816	-0.012	8.413	4.954	9.765
0.298	0.478840	8.657434	3.859453	9.490828	0.146	8.442	4.731	9.694
0.314	0.105345	8.695741	3.763685	9.475881	0.180	8.490	4.362	9.566
0.332	-0.181959	8.149862	4.261679	9.198656	0.103	8.442	4.156	9.423
0.353	-0.440533	8.054094	4.941632	9.459505	-0.010	8.389	4.207	9.406
0.372	-0.804452	7.920019	5.238513	9.529736	-0.330	8.205	4.551	9.416
0.393	-1.015141	8.149862	5.324705	9.787913	-0.611	8.068	4.942	9.494
0.412	-1.244985	8.159439	4.874595	9.585828	-0.876	8.071	5.095	9.591
0.433	-1.043872	8.111555	4.213795	9.200167	-1.027	8.085	4.913	9.526
0.450	-0.612916	8.360553	3.811569	9.208831	-0.979	8.195	4.556	9.446
0.469	-0.181959	8.504205	3.629610	9.248171	-0.771	8.284	4.132	9.311
0.490	-0.220267	8.341399	4.022259	9.263154	-0.515	8.329	3.919	9.230
0.509	-0.555455	8.054094	4.683059	9.333167	-0.393	8.315	4.037	9.263
0.527	-0.766145	7.929596	4.855441	9.329565	-0.431	8.207	4.298	9.294
0.549	-1.005565	7.852982	4.673482	9.193580	-0.637	8.045	4.559	9.280
0.568	-0.459687	8.264784	3.840300	9.125013	-0.697	8.025	4.513	9.245
0.594	-0.430956	8.408437	3.677494	9.187573	-0.666	8.114	4.262	9.209
0.608	-0.383072	8.341399	3.801992	9.175011	-0.570	8.217	3.998	9.170
0.626	-0.383072	8.475474	3.888184	9.332651	-0.414	8.373	3.802	9.205
0.645	-0.555455	8.599973	3.964798	9.486184	-0.438	8.456	3.833	9.295
0.665	-0.565032	8.734048	4.223372	9.718010	-0.472	8.538	3.970	9.428
0.684	-0.632069	8.868123	4.472369	9.952146	-0.534	8.669	4.137	9.622
0.706	-0.488417	9.021352	4.414908	10.055583	-0.560	8.806	4.269	9.803
0.724	-0.402226	9.059659	4.299986	10.036389	-0.522	8.921	4.353	9.941
0.743	-0.450110	9.165004	4.232949	10.105332	-0.493	9.029	4.355	10.037
0.762	-0.526724	9.337387	4.376601	10.325641	-0.467	9.146	4.331	10.131
0.782	-0.181959	9.567230	4.730943	10.674588	-0.390	9.282	4.410	10.285
0.801	0.287304	9.806650	5.094861	11.054888	-0.218	9.469	4.609	10.540
0.824	0.833182	9.835381	5.008670	11.068680	0.103	9.637	4.803	10.781
0.841	1.015141	9.710882	4.912902	10.930158	0.488	9.730	4.937	10.932
0.861	1.187524	9.385271	4.999093	10.699741	0.831	9.685	5.004	10.938
0.881	1.292869	8.916007	5.161899	10.383250	1.082	9.462	5.021	10.770
0.900	1.273715	8.686164	5.276821	10.242882	1.192	9.175	5.088	10.564
0.921	0.919373	8.695741	5.870583	10.532089	1.168	8.921	5.327	10.464
0.939	0.737414	8.695741	7.010222	11.193878	1.056	8.748	5.830	10.588
0.959	0.794875	8.734048	7.872135	11.784987	0.931	8.703	6.507	10.938
0.979	1.043872	8.542512	7.374141	11.333232	0.874	8.667	7.032	11.211
0.997	0.938527	8.073248	5.908890	10.048539	0.879	8.511	7.041	11.090
1.017	1.177947	7.546524	4.730943	8.984398	0.989	8.224	6.472	10.538
1.036	1.551443	7.220912	3.993528	8.396238	1.178	7.846	5.502	9.691
1.056	1.340753	7.096414	3.677494	8.104361	1.252	7.484	4.578	8.883
1.076	0.861913	7.010222	3.859453	8.048695	1.233	7.219	4.065	8.383
1.095	0.383072	7.144298	4.271256	8.332549	1.034	7.118	3.950	8.220
1.114	0.076614	7.345411	4.577713	8.655425	0.666	7.149	4.096	8.285
1.134	0.028730	7.422025	4.606444	8.735365	0.338	7.230	4.329	8.443
1.154	0.392649	7.479486	4.252102	8.612622	0.220	7.348	4.427	8.584
1.173	0.679953	7.383718	3.782839	8.324151	0.294	7.408	4.305	8.582
1.192	0.766145	7.326257	3.284845	8.065434	0.467	7.403	3.982	8.434
1.213	0.641646	7.431602	3.035848	8.053371	0.620	7.405	3.589	8.264
