2016-03-03 21:17:27	Start
2016-03-03 21:17:41	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	-0.636154	3.352325	9.105103	9.723460	-0.636	3.352	9.105	9.723
0.017	-0.648056	3.342804	8.971802	9.596225	-0.639	3.350	9.072	9.692
0.038	-0.721848	3.461823	9.069397	9.734436	-0.661	3.377	9.063	9.694
0.057	-0.800400	3.554657	9.095581	9.798256	-0.702	3.428	9.060	9.713
0.078	-0.809921	3.666534	8.926575	9.684172	-0.745	3.506	9.016	9.703
0.102	-0.790878	3.883148	8.740906	9.597279	-0.781	3.642	8.958	9.704
0.119	-0.886093	4.002167	8.833740	9.738453	-0.822	3.777	8.899	9.705
0.138	-1.007492	3.930756	9.014648	9.885837	-0.874	3.871	8.879	9.726
0.158	-1.131271	3.773651	9.105103	9.920842	-0.954	3.897	8.924	9.786
0.178	-0.867050	3.597504	8.952759	9.687399	-0.973	3.826	8.977	9.808
0.202	-0.636154	3.640350	8.986084	9.716303	-0.910	3.736	9.015	9.803
0.219	-0.500473	3.690338	9.405029	10.115515	-0.784	3.675	9.112	9.860
0.238	-0.252914	3.645111	9.493103	10.172011	-0.564	3.643	9.209	9.923
0.259	-0.183884	3.614166	9.205078	9.890878	-0.393	3.647	9.272	9.974
0.279	0.011307	3.583221	8.629028	9.343432	-0.231	3.633	9.183	9.880
0.300	-0.048203	3.707001	8.564758	9.332699	-0.118	3.637	8.973	9.685
0.322	-0.081528	3.661774	8.376709	9.142455	-0.076	3.642	8.694	9.427
0.339	-0.279099	3.614166	8.602844	9.335364	-0.099	3.642	8.543	9.288
0.360	-0.300522	3.549896	8.667114	9.370749	-0.177	3.633	8.553	9.295
0.379	-0.467148	3.523712	8.555237	9.264278	-0.282	3.587	8.550	9.278
0.403	-0.545700	3.457062	8.840881	9.508430	-0.398	3.536	8.667	9.370
0.421	-0.621872	3.452301	9.166992	9.815236	-0.484	3.496	8.808	9.490
0.441	-0.671860	3.338043	9.174133	9.785635	-0.577	3.443	8.934	9.593
0.460	-0.750412	3.459442	9.083679	9.749056	-0.647	3.427	9.066	9.715
0.481	-0.855148	3.509430	9.002747	9.700352	-0.725	3.440	9.107	9.763
0.502	-0.993210	3.599884	8.800415	9.559965	-0.818	3.477	9.015	9.699
0.523	-0.976547	3.659393	8.676636	9.467249	-0.894	3.557	8.891	9.619
0.541	-0.836105	3.916473	8.869446	9.731644	-0.915	3.671	8.837	9.615
0.562	-0.762314	4.035492	9.433594	10.288781	-0.892	3.803	8.945	9.762
0.582	-0.912277	4.175934	9.804932	10.696138	-0.872	3.947	9.196	10.046
0.603	-0.852768	4.214020	9.816833	10.717061	-0.841	4.085	9.481	10.358
0.623	-0.909897	4.256866	9.847778	10.766966	-0.859	4.171	9.726	10.617
0.648	-1.047958	4.387787	9.659729	10.661203	-0.931	4.259	9.782	10.710
0.663	-1.024155	4.582977	9.900146	10.957439	-0.959	4.360	9.806	10.776
0.683	-0.862289	4.609161	10.347656	11.360542	-0.961	4.459	9.939	10.937
0.703	-0.507614	4.347321	11.080811	11.913909	-0.861	4.482	10.247	11.223
0.724	-0.293381	4.064056	11.352173	12.061279	-0.672	4.401	10.670	11.573
0.742	-0.072006	3.668915	11.366455	11.944138	-0.434	4.172	11.037	11.820
0.763	-0.005356	3.088104	11.587830	11.992257	-0.220	3.792	11.347	11.978
0.783	0.056534	2.712006	11.466431	11.782920	-0.079	3.383	11.443	11.945
0.803	0.311234	2.404938	11.528320	11.780610	0.073	2.968	11.487	11.875
0.823	0.301712	2.466827	11.618774	11.881591	0.166	2.668	11.550	11.859
0.843	0.349319	2.314484	11.514038	11.749550	0.255	2.475	11.532	11.799
0.863	0.487381	1.902679	11.023682	11.197289	0.362	2.272	11.421	11.652
0.883	0.646866	1.605133	9.571655	9.726843	0.446	2.072	10.932	11.139
0.903	0.737320	1.533722	8.462402	8.631813	0.555	1.839	10.143	10.326
0.933	0.732559	1.738434	8.229126	8.442589	0.651	1.695	9.322	9.500
0.944	0.570694	1.938385	8.617126	8.850870	0.672	1.704	8.720	8.913
0.964	0.415970	1.850311	9.136047	9.330811	0.614	1.765	8.611	8.814
0.984	0.387405	1.733673	9.031311	9.204363	0.527	1.815	8.753	8.957
1.006	0.470718	1.769379	8.383850	8.581446	0.461	1.823	8.792	8.992
1.025	0.765884	2.047882	8.133911	8.422643	0.510	1.850	8.671	8.885
1.045	0.915848	2.274017	7.986328	8.354123	0.635	1.956	8.384	8.641
1.064	1.037247	2.350189	7.560242	7.984768	0.797	2.110	8.016	8.336
1.085	1.053909	2.369232	7.296021	7.743120	0.943	2.260	7.744	8.126
1.105	0.927750	2.416840	6.950867	7.417303	0.984	2.353	7.448	7.875
1.130	0.656387	2.512054	7.238892	7.690436	0.919	2.412	7.262	7.709
1.144	0.468338	2.516815	8.157715	8.549971	0.777	2.454	7.411	7.850
1.166	0.304092	2.545380	8.788513	9.154747	0.589	2.498	7.784	8.203
1.185	0.266006	2.321625	9.205078	9.497061	0.424	2.474	8.348	8.723
1.206	0.380264	2.366852	9.014648	9.327941	0.355	2.438	8.791	9.132
1.226	0.246964	2.397797	9.193176	9.503942	0.299	2.408	9.050	9.371
1.248	0.092239	2.514435	9.766846	10.085741	0.246	2.400	9.295	9.604
1.266	0.087479	2.747711	9.609741	9.995234	0.202	2.507	9.396	9.728
1.286	0.342178	3.471344	10.085815	10.671972	0.192	2.783	9.664	10.064
