2016-03-03 21:18:17	Start
2016-03-03 21:18:29	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	-0.031540	4.273529	8.607605	9.610146	-0.032	4.274	8.608	9.610
0.023	-0.248154	4.242584	7.898254	8.969032	-0.086	4.266	8.430	9.450
0.041	-0.724228	4.571075	8.000610	9.242781	-0.259	4.340	8.279	9.358
0.061	-1.138412	4.490143	8.124390	9.352169	-0.536	4.394	8.158	9.294
0.080	-1.500229	4.294952	8.726624	9.841304	-0.903	4.400	8.187	9.351
0.101	-1.236008	4.313995	8.510010	9.620735	-1.150	4.418	8.340	9.514
0.125	-1.014633	4.656769	8.581421	9.816097	-1.222	4.439	8.486	9.658
0.145	-0.536179	4.975739	9.169373	10.446189	-1.072	4.560	8.747	9.931
0.165	-0.886093	5.128082	9.881104	11.167748	-0.918	4.769	9.035	10.263
0.182	-0.576645	4.918610	9.162231	10.414976	-0.753	4.920	9.199	10.461
0.204	-0.312424	4.847198	8.448120	9.744931	-0.578	4.967	9.165	10.443
0.224	0.016068	5.028107	8.160095	9.584845	-0.440	4.980	8.913	10.228
0.249	-0.719467	5.087616	8.236267	9.707603	-0.398	4.970	8.502	9.863
0.262	-0.333847	4.925751	7.824463	9.251848	-0.337	4.972	8.167	9.572
0.284	-0.198166	4.621063	7.395996	8.723202	-0.309	4.916	7.904	9.317
0.303	-0.488571	4.680573	7.722107	9.043086	-0.435	4.829	7.795	9.181
0.327	-0.550461	4.385406	7.788757	8.955420	-0.393	4.653	7.683	8.993
0.346	-0.291000	4.421112	8.493347	9.579554	-0.382	4.527	7.850	9.075
0.366	-0.419540	4.237823	8.562378	9.562922	-0.437	4.431	8.142	9.285
0.399	-0.526657	4.171173	8.564758	9.541024	-0.447	4.304	8.352	9.410
0.408	-0.412399	3.776031	8.748047	9.537128	-0.412	4.152	8.592	9.555
0.433	-0.440964	3.397552	9.295532	9.906802	-0.450	3.896	8.793	9.637
0.459	0.092239	4.271149	8.083923	9.143360	-0.322	3.904	8.673	9.532
0.462	0.213638	4.164032	8.602844	9.560007	-0.137	3.902	8.683	9.537
0.485	0.185074	4.342560	8.398132	9.456252	0.012	4.044	8.595	9.517
0.503	-0.138657	4.701996	8.695679	9.886497	0.088	4.370	8.445	9.512
0.524	-0.321945	5.044769	9.514526	10.774022	-0.015	4.563	8.803	9.919
0.545	-0.393356	5.118561	10.085815	11.317158	-0.167	4.802	9.174	10.358
0.564	-0.400497	5.223297	10.090576	11.369387	-0.314	5.022	9.597	10.837
0.584	-0.490952	5.247101	9.897766	11.213335	-0.402	5.158	9.897	11.168
0.604	-0.529037	5.294708	9.607361	10.982495	-0.453	5.221	9.920	11.221
0.625	-0.402878	5.394684	9.240784	10.707801	-0.456	5.290	9.709	11.068
0.652	-0.521896	5.351837	9.871582	11.241115	-0.486	5.322	9.654	11.036
0.665	-0.238632	4.859100	11.552124	12.534727	-0.423	5.225	10.068	11.367
0.685	0.094620	4.337799	12.747070	13.465261	-0.267	4.986	10.853	11.987
0.705	0.089859	3.923615	12.616150	13.212497	-0.144	4.618	11.697	12.613
0.725	-0.667099	3.299957	12.913696	13.345347	-0.180	4.105	12.457	13.139
0.745	-1.378830	2.495392	12.977966	13.287429	-0.465	3.514	12.814	13.328
0.765	-1.219345	1.655121	11.618774	11.799244	-0.794	2.844	12.532	12.911
0.785	-0.417160	1.555145	8.533813	8.684381	-0.921	2.251	11.511	11.779
0.805	0.354080	1.886017	6.905640	7.167307	-0.665	1.898	10.009	10.235
0.825	0.761124	2.166901	7.024658	7.390574	-0.130	1.816	8.521	8.760
0.846	0.815872	2.412079	7.476929	7.898622	0.378	2.005	7.485	7.785
0.866	0.556412	1.957428	9.090820	9.315800	0.622	2.106	7.625	7.943
0.886	1.325272	2.295441	9.431213	9.796590	0.865	2.208	8.256	8.600
0.906	1.261002	1.414703	9.112244	9.307228	0.990	2.020	8.778	9.080
0.927	1.268143	1.567047	8.631409	8.863692	1.103	1.809	9.066	9.321
0.947	0.456436	1.593231	8.700439	8.856882	1.078	1.718	8.969	9.206
0.966	0.385025	2.402557	8.659973	8.995313	0.843	1.744	8.776	9.006
0.986	0.137466	3.438019	7.593567	8.336734	0.562	2.250	8.396	8.763
1.007	0.337418	3.742706	7.338867	8.245039	0.329	2.794	8.073	8.608
1.027	0.137466	3.452301	6.988953	7.796328	0.249	3.259	7.645	8.343
1.049	0.437393	3.426117	7.226990	8.009930	0.262	3.515	7.287	8.097
1.067	0.580215	3.102386	7.674500	8.298156	0.373	3.431	7.307	8.087
1.087	0.763504	3.176178	8.474304	9.082119	0.480	3.289	7.591	8.297
1.108	0.887283	3.007172	8.855164	9.393843	0.667	3.178	8.058	8.696
1.128	0.711136	3.064301	9.124146	9.651201	0.736	3.088	8.532	9.106
1.148	0.758743	2.857208	9.319336	9.776981	0.780	3.026	8.943	9.476
1.168	0.432632	2.952423	9.938232	10.376533	0.697	2.970	9.309	9.800
1.188	0.037491	3.140472	10.835632	11.281618	0.485	3.004	9.804	10.272
1.208	-0.307663	3.190460	11.683044	12.114752	0.230	3.035	10.444	10.887
1.229	-0.755173	3.235687	12.287659	12.728964	-0.148	3.130	11.186	11.625
1.256	-0.781357	3.009552	12.313843	12.700340	-0.452	3.144	11.780	12.206
1.269	-0.733749	2.802460	12.216248	12.555034	-0.644	3.060	12.125	12.525
