2016-03-03 21:19:06	Start
2016-03-03 21:19:18	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	-0.769455	4.747223	8.141052	9.455418	-0.769	4.747	8.141	9.455
0.021	-1.340744	4.083099	8.155334	9.218393	-0.912	4.581	8.145	9.396
0.041	-1.109848	4.811493	7.981567	9.385502	-0.997	4.597	8.105	9.379
0.061	-1.321701	4.968597	7.679260	9.241477	-1.135	4.653	7.989	9.325
0.080	-1.352646	5.085236	7.743530	9.362240	-1.281	4.737	7.890	9.302
0.101	-1.324081	5.361359	8.436218	10.083012	-1.277	5.057	7.960	9.518
0.122	-1.495468	5.092377	9.393127	10.788863	-1.373	5.127	8.313	9.869
0.141	-1.193161	4.990021	9.554993	10.845360	-1.341	5.132	8.782	10.270
0.161	-0.707565	4.928131	9.509766	10.734187	-1.180	5.093	9.224	10.613
0.181	-0.538559	4.682953	9.316956	10.441540	-0.984	4.923	9.444	10.702
0.201	-0.148178	4.759125	8.693298	9.911844	-0.647	4.840	9.269	10.483
0.223	0.073196	4.716278	7.738770	9.062957	-0.330	4.772	8.815	10.038
0.242	0.166031	4.747223	7.334106	8.738009	-0.112	4.726	8.271	9.539
0.262	0.094620	4.821014	7.348389	8.789195	0.046	4.761	7.779	9.126
0.284	-0.088669	4.737701	8.052979	9.343668	0.061	4.756	7.619	8.983
0.302	-0.202927	4.663910	8.036316	9.293848	-0.008	4.742	7.693	9.041
0.324	-0.438583	4.590118	8.245789	9.447464	-0.159	4.703	7.921	9.219
0.343	-0.421921	4.559174	8.590942	9.734905	-0.288	4.638	8.232	9.455
0.362	-0.728989	4.421112	8.933716	9.994445	-0.448	4.559	8.452	9.618
0.382	-0.800400	4.356842	8.926575	9.965262	-0.597	4.482	8.674	9.786
0.403	-0.767075	4.473480	9.231262	10.286721	-0.680	4.453	8.921	9.995
0.424	-0.602829	4.568695	9.086060	10.187878	-0.725	4.455	9.044	10.109
0.443	-0.617111	4.704376	9.374084	10.506447	-0.697	4.526	9.154	10.237
0.463	-0.536179	4.954315	9.645447	10.856674	-0.631	4.675	9.334	10.459
0.487	-0.210068	5.206635	9.443115	10.785434	-0.492	4.859	9.387	10.584
0.504	-0.314804	5.144745	9.835876	11.104592	-0.420	5.003	9.575	10.813
0.524	-0.214828	5.144745	10.311951	11.526095	-0.319	5.113	9.809	11.068
0.544	-0.191025	4.994781	11.530701	12.567474	-0.233	5.123	10.280	11.496
0.568	-0.145798	4.837677	13.242188	14.098933	-0.217	5.030	11.230	12.324
0.584	-0.217209	4.333038	13.508789	14.188368	-0.192	4.828	12.148	13.095
0.605	-0.450485	3.471344	13.237427	13.692430	-0.251	4.409	12.880	13.637
0.626	-0.302902	3.100006	13.396912	13.754236	-0.279	3.936	13.346	13.933
0.645	-0.276718	2.885773	12.723267	13.049359	-0.312	3.448	13.217	13.671
0.665	0.527847	2.926239	10.457153	10.871686	-0.126	3.096	12.454	12.842
0.685	0.863480	2.888153	8.748047	9.252856	0.203	2.950	11.331	11.732
0.705	1.051529	2.738190	8.288635	8.792319	0.542	2.860	10.054	10.492
0.725	1.587112	2.807220	7.505493	8.168956	1.007	2.840	8.750	9.271
0.745	1.929886	2.902435	7.103210	7.912281	1.358	2.834	7.911	8.532
0.766	2.334549	3.097626	7.324585	8.288241	1.726	2.886	7.555	8.290
0.786	1.453812	2.652496	8.379089	8.908336	1.826	2.865	7.578	8.319
0.806	1.246719	2.447784	8.133911	8.585247	1.741	2.775	7.735	8.424
0.826	1.230057	2.526337	7.400757	7.916225	1.566	2.681	7.810	8.425
0.847	0.868240	2.835785	7.698303	8.249812	1.200	2.616	7.903	8.415
0.866	0.668289	2.961945	8.098206	8.648737	1.003	2.693	7.833	8.350
0.886	0.458817	2.954803	7.791138	8.345250	0.806	2.820	7.747	8.290
0.907	0.249344	2.988129	7.246033	7.841943	0.561	2.935	7.708	8.271
0.929	0.282669	3.069061	6.643799	7.323872	0.415	2.993	7.445	8.040
0.947	0.292191	3.104767	6.491455	7.201662	0.321	3.029	7.043	7.678
0.968	0.275528	3.380890	6.946106	7.730118	0.275	3.136	6.832	7.524
0.986	0.356461	3.480865	7.607849	8.373939	0.302	3.259	6.922	7.657
1.007	0.370743	3.516571	8.640930	9.336455	0.324	3.371	7.422	8.161
1.029	0.544510	3.649872	9.012268	9.738534	0.387	3.507	8.052	8.795
1.048	0.370743	3.671295	9.628784	10.311612	0.411	3.580	8.722	9.440
1.068	0.420731	3.778412	10.269104	10.950247	0.427	3.654	9.388	10.084
1.088	0.546890	4.042633	10.278625	11.058577	0.471	3.786	9.797	10.515
1.108	0.599258	4.323517	10.145325	11.044434	0.484	3.954	10.080	10.841
1.133	0.487381	4.349701	10.671387	11.534120	0.514	4.124	10.341	11.147
1.149	0.454056	4.423492	11.287903	12.132197	0.522	4.285	10.596	11.442
1.173	0.604019	4.342560	11.823486	12.610214	0.536	4.360	10.982	11.830
1.188	0.530228	3.702240	12.661377	13.202204	0.519	4.204	11.611	12.370
1.209	0.256485	2.595367	12.770874	13.034452	0.461	3.766	12.136	12.745
1.230	-0.202927	1.657501	11.221252	11.344822	0.297	3.074	12.119	12.548
1.250	0.130325	2.076447	8.819458	9.061537	0.179	2.508	11.368	11.661
1.269	-0.476669	2.728668	6.874695	7.411766	-0.073	2.264	9.922	10.213
1.290	-1.155075	3.304718	7.924438	8.663261	-0.426	2.442	8.710	9.120
1.310	-1.278854	3.668915	9.614502	10.369911	-0.695	2.945	8.308	8.877
1.334	-1.519272	3.447540	9.945374	10.635045	-1.107	3.287	8.590	9.270
1.351	-1.405014	3.249969	9.950134	10.561323	-1.340	3.418	9.359	10.057
1.377	-1.109848	3.335663	9.866821	10.474377	-1.328	3.426	9.844	10.510
1.392	-1.086044	3.499908	9.800171	10.462896	-1.280	3.383	9.891	10.533
1.411	-0.843246	3.421356	9.540710	10.170639	-1.111	3.377	9.789	10.417
1.432	-0.443344	3.199982	8.619507	9.205017	-0.871	3.364	9.457	10.078
1.458	-0.217209	2.957184	7.624512	8.180788	-0.647	3.270	8.896	9.505
1.479	-0.124374	2.809601	7.153198	7.686193	-0.407	3.097	8.234	8.811
1.503	-0.072006	2.716766	6.836609	7.356985	-0.214	2.921	7.558	8.107
1.515	-0.014877	2.740570	6.781860	7.314682	-0.107	2.806	7.099	7.635
1.536	-0.295761	2.669159	7.029419	7.524933	-0.127	2.734	6.950	7.471
1.551	-0.157700	2.683441	7.315063	7.793323	-0.135	2.702	6.991	7.497
1.577	-0.174362	2.604889	7.479309	7.921863	-0.161	2.675	7.151	7.639
1.593	-0.281479	2.788177	7.836365	8.322366	-0.227	2.686	7.415	7.891
1.616	-0.683762	3.330902	8.350525	9.016302	-0.324	2.852	7.745	8.263
1.632	-0.700424	3.930756	8.326721	9.234486	-0.460	3.164	7.998	8.624
1.659	-0.531418	4.287811	9.088440	10.063174	-0.549	3.584	8.401	9.159
1.678	-0.005356	4.442535	10.050110	10.988215	-0.480	3.998	8.954	9.826
1.696	0.475479	4.880524	10.968933	12.015119	-0.190	4.385	9.609	10.575
1.718	0.368362	4.813873	12.013916	12.947712	0.077	4.606	10.530	11.504
1.732	0.449295	4.440155	13.470703	14.190725	0.322	4.644	11.626	12.535
1.754	0.123184	3.966461	12.732788	13.336861	0.354	4.525	12.297	13.123
1.779	-0.300522	3.238068	12.259094	12.683090	0.160	4.115	12.619	13.290
1.797	-0.467148	2.502533	11.963928	12.231781	-0.049	3.537	12.607	13.111
1.819	-0.076767	2.295441	10.185791	10.441517	-0.180	3.001	11.785	12.173
1.833	0.368362	2.507294	8.095825	8.483195	-0.119	2.636	10.626	10.960
