2016-03-03 21:20:34	Start
2016-03-03 21:20:47	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	0.039871	4.347321	8.052979	9.151571	0.040	4.347	8.053	9.152
0.018	-0.000595	4.628204	8.236267	9.447559	0.030	4.418	8.099	9.226
0.038	0.085098	4.911469	8.043457	9.424806	0.041	4.559	8.096	9.294
0.058	0.477859	4.918610	8.612366	9.929447	0.151	4.701	8.236	9.488
0.077	0.680191	4.659149	8.733765	9.922146	0.311	4.779	8.406	9.681
0.097	0.784927	4.604401	8.669495	9.847677	0.507	4.773	8.515	9.781
0.118	0.799210	4.706757	9.114624	10.289250	0.686	4.722	8.783	9.997
0.138	0.675430	4.759125	9.469299	10.619468	0.735	4.682	8.997	10.170
0.159	0.644485	4.666290	9.159851	10.300121	0.726	4.684	9.103	10.264
0.178	0.625443	4.532990	8.717102	9.845153	0.686	4.666	9.115	10.263
0.198	0.523087	4.573456	8.405273	9.583253	0.617	4.633	8.938	10.087
0.220	0.380264	4.582977	8.267212	9.460184	0.543	4.589	8.637	9.797
0.238	0.389786	4.654388	8.576660	9.765980	0.480	4.586	8.492	9.664
0.259	0.261246	4.440155	8.457642	9.555884	0.389	4.563	8.427	9.591
0.279	0.242203	4.492523	8.057739	9.228683	0.318	4.543	8.340	9.503
0.299	0.213638	4.283051	7.924438	9.010377	0.277	4.468	8.254	9.390
0.319	0.292191	4.221161	8.283875	9.301943	0.252	4.359	8.181	9.274
0.340	0.266006	4.342560	8.076782	9.174039	0.254	4.335	8.086	9.179
0.360	0.423111	4.190216	8.060120	9.094090	0.299	4.259	8.086	9.145
0.379	0.523087	4.109283	8.171997	9.161952	0.376	4.216	8.148	9.183
0.400	0.618301	4.233063	8.072021	9.135571	0.458	4.219	8.095	9.141
0.421	0.604019	4.333038	8.436218	9.503149	0.542	4.216	8.185	9.224
0.445	0.763504	4.744843	8.745667	9.979135	0.627	4.355	8.356	9.445
0.461	0.818253	4.511566	8.828979	9.948600	0.701	4.456	8.521	9.642
0.481	0.604019	4.906708	8.940857	10.216631	0.697	4.624	8.738	9.912
0.503	0.223160	4.949554	9.566895	10.773735	0.602	4.778	9.021	10.230
0.521	0.330276	5.597015	9.238403	10.806654	0.494	4.991	9.144	10.436
0.541	0.335037	5.725555	9.540710	11.131909	0.373	5.295	9.322	10.732
0.568	0.392166	5.889801	9.909668	11.534517	0.320	5.540	9.564	11.062
0.581	0.413589	5.823151	10.142944	11.702968	0.368	5.759	9.708	11.294
0.602	0.232681	5.601776	10.978455	12.327226	0.343	5.760	10.143	11.674
0.623	-0.100571	4.692474	12.056763	12.938120	0.234	5.502	10.772	12.126
0.644	-0.155319	3.940277	12.925598	13.513734	0.098	5.014	11.526	12.621
0.668	-0.200546	3.319000	13.177917	13.590935	-0.056	4.388	12.285	13.093
0.682	-0.367172	2.890533	12.342407	12.681681	-0.206	3.711	12.626	13.181
0.706	-0.388596	2.512054	10.783264	11.078818	-0.278	3.165	12.307	12.716
0.726	-0.488571	2.740570	9.312195	9.719383	-0.361	2.866	11.404	11.768
0.742	-0.717087	2.897675	8.129150	8.659897	-0.490	2.760	10.142	10.535
0.765	-0.819443	2.985748	7.536438	8.147643	-0.603	2.784	8.940	9.401
0.783	-0.855148	3.142853	7.476929	8.155567	-0.720	2.942	8.114	8.671
0.806	-1.040817	3.140472	7.803040	8.475452	-0.858	3.042	7.736	8.360
0.825	-1.281235	3.171417	8.824219	9.463947	-0.999	3.110	7.910	8.561
0.848	-1.414536	2.897675	10.640442	11.118293	-1.148	3.088	8.686	9.303
0.865	-1.212204	2.588226	11.871094	12.210291	-1.237	2.949	9.785	10.317
0.889	-1.017014	2.107391	11.211731	11.453311	-1.231	2.691	10.637	11.061
0.905	-1.119370	1.950287	9.714478	9.971343	-1.191	2.386	10.859	11.188
0.928	-1.583542	2.473969	8.338623	8.840857	-1.233	2.280	10.284	10.619
0.947	-1.745407	2.821503	7.619751	8.310711	-1.366	2.338	9.221	9.644
0.966	-1.793015	2.959564	7.326965	8.102983	-1.560	2.551	8.250	8.806
0.984	-1.719223	2.940521	7.331726	8.084343	-1.710	2.799	7.654	8.335
1.005	-1.231247	3.278534	6.919922	7.755648	-1.622	3.000	7.300	8.063
1.025	-0.947983	3.319000	6.712830	7.548279	-1.423	3.124	7.073	7.873
1.046	-0.748032	3.169037	6.972290	7.695139	-1.162	3.177	6.984	7.771
1.065	-0.674240	3.123810	7.184143	7.862868	-0.900	3.223	6.947	7.715
1.085	-0.605209	2.980988	7.324585	7.931085	-0.744	3.148	7.048	7.759
1.108	-0.690903	2.847687	7.353149	7.915521	-0.680	3.030	7.209	7.851
1.125	-0.724228	2.995270	7.448364	8.060662	-0.674	2.987	7.328	7.943
1.145	-0.852768	3.299957	7.734009	8.451735	-0.718	3.031	7.465	8.090
1.166	-1.005112	3.521332	8.345764	9.113825	-0.818	3.166	7.720	8.385
1.186	-1.038437	3.895050	9.126526	9.977136	-0.905	3.428	8.164	8.901
1.209	-0.976547	3.975983	9.381226	10.235696	-0.968	3.673	8.647	9.445
1.229	-0.907516	4.104523	9.847778	10.707447	-0.982	3.874	9.175	10.009
1.250	-0.907516	4.202118	10.430969	11.282132	-0.958	4.044	9.697	10.551
1.266	-0.902756	4.402069	10.569031	11.484668	-0.924	4.171	10.057	10.927
1.287	-0.981308	4.578217	10.561890	11.553205	-0.925	4.322	10.352	11.257
1.309	-1.114609	4.566315	10.859436	11.833044	-0.977	4.437	10.605	11.538
1.328	-1.126511	4.499664	10.699951	11.662116	-1.031	4.512	10.673	11.633
1.347	-0.848007	4.497284	10.480957	11.436570	-1.018	4.535	10.651	11.621
1.367	-0.600449	4.402069	10.633301	11.524141	-0.922	4.491	10.668	11.614
1.387	-0.243393	4.425873	10.585693	11.476258	-0.705	4.456	10.600	11.525
1.408	-0.100571	4.478241	10.968933	11.848301	-0.448	4.451	10.667	11.571
1.427	-0.288620	4.223541	11.221252	11.993252	-0.308	4.382	10.852	11.710
1.453	-0.379074	3.523712	11.763977	12.286228	-0.253	4.163	11.135	11.901
1.472	-0.312424	2.673920	11.475952	11.787490	-0.270	3.725	11.358	11.979
1.488	0.501663	2.138336	9.695435	9.941107	-0.120	3.140	11.039	11.502
1.513	1.158646	1.997894	8.502869	8.810948	0.242	2.583	10.360	10.706
1.531	1.449051	2.202606	8.633789	9.027377	0.699	2.253	9.577	9.892
1.550	1.256241	2.685822	8.543335	9.043249	1.091	2.256	8.844	9.206
1.569	0.977737	2.871490	8.564758	9.086062	1.210	2.439	8.561	8.992
1.589	0.615921	2.635834	8.521912	8.941474	1.075	2.599	8.566	9.025
1.610	0.430252	2.397797	8.157715	8.513686	0.820	2.648	8.447	8.896
1.629	0.468338	2.214508	7.955383	8.271125	0.623	2.530	8.300	8.703
1.649	0.627823	2.371613	7.574524	7.961917	0.536	2.405	8.052	8.422
1.669	0.773026	2.357330	7.595947	7.990807	0.575	2.335	7.821	8.184
1.690	0.873001	2.521576	7.598328	8.053264	0.686	2.366	7.681	8.069
1.710	0.946793	2.669159	7.312683	7.841949	0.805	2.480	7.520	7.962
1.742	0.894424	2.776276	7.036560	7.617144	0.872	2.581	7.386	7.876
1.751	0.668289	2.931000	7.103210	7.713168	0.846	2.725	7.263	7.806
1.774	0.418350	3.002411	7.248413	7.856779	0.732	2.845	7.175	7.757
1.803	0.201736	3.050018	7.429321	8.033562	0.546	2.940	7.204	7.805
1.811	0.237442	3.135712	7.569763	8.196974	0.381	3.030	7.338	7.950
1.838	0.204117	3.333282	8.157715	8.814803	0.265	3.130	7.601	8.226
1.866	0.116043	3.671295	9.331238	10.028154	0.190	3.298	8.122	8.768
1.873	-0.057724	3.764130	10.392883	11.053688	0.125	3.476	8.863	9.523
1.890	-0.157700	3.761749	11.899658	12.481086	0.026	3.633	9.945	10.594
1.913	-0.374313	3.609406	12.442383	12.960741	-0.118	3.702	11.017	11.631
1.930	-0.612350	3.616547	12.618530	13.140840	-0.301	3.688	11.838	12.409
1.951	-0.881332	3.404694	12.932739	13.402404	-0.506	3.598	12.473	12.996
1.971	-0.838486	3.283295	12.773254	13.215109	-0.677	3.478	12.692	13.180
1.991	-0.783737	3.102386	12.570923	12.971783	-0.779	3.352	12.724	13.183
2.012	-0.676620	2.243073	12.561401	12.778028	-0.795	3.008	12.710	13.092
2.033	-0.495712	1.652740	11.264099	11.395491	-0.699	2.570	12.292	12.590
2.076	-0.376694	1.395660	7.372192	7.512589	-0.583	2.098	10.942	11.164
2.079	-0.714706	1.919342	8.010132	8.267822	-0.566	1.803	9.802	9.988
2.106	-1.150314	2.369232	9.214600	9.583597	-0.684	1.834	8.965	9.190
2.119	-1.288376	2.600128	9.286011	9.728853	-0.883	2.071	8.471	8.773
2.136	-1.162216	2.835785	9.505005	9.986868	-1.079	2.431	9.004	9.392
2.182	-1.131271	2.535858	8.852783	9.278045	-1.183	2.585	9.215	9.644
2.185	-1.076523	2.531097	8.586182	9.015979	-1.165	2.626	9.057	9.502
2.203	-1.105087	2.669159	8.743286	9.208185	-1.119	2.643	8.922	9.372
2.212	-1.338364	2.861969	8.524292	9.090965	-1.163	2.650	8.677	9.148
2.233	-1.714462	3.050018	7.860168	8.603734	-1.309	2.778	8.428	8.980
2.260	-2.035812	3.316620	6.967529	7.980662	-1.548	2.974	8.024	8.721
2.281	-1.919174	3.154755	7.243652	8.130572	-1.752	3.096	7.649	8.451
2.294	-1.395493	2.878632	7.986328	8.603218	-1.766	3.100	7.514	8.330
2.317	-0.402878	2.807220	7.948242	8.439037	-1.438	3.039	7.536	8.288
2.340	0.230301	2.635834	7.638794	8.084048	-0.872	2.869	7.704	8.314
2.361	0.423111	2.576324	7.493591	7.935388	-0.286	2.725	7.767	8.265
2.375	0.501663	2.681061	7.743530	8.209873	0.188	2.675	7.706	8.167
2.397	0.354080	2.809601	8.281494	8.752278	0.377	2.676	7.789	8.245
2.414	0.292191	2.938141	8.276733	8.787626	0.393	2.751	7.949	8.421
2.435	0.273148	3.180939	8.081543	8.689322	0.355	2.902	8.096	8.610
2.459	0.315994	3.468964	8.388611	9.083080	0.309	3.099	8.257	8.828
2.482	0.263626	3.716522	8.748047	9.508436	0.286	3.326	8.374	9.017
2.494	0.277908	3.623688	10.321472	10.942629	0.283	3.498	8.885	9.556
2.520	0.573074	3.616547	12.061523	12.605085	0.358	3.606	9.880	10.535
2.540	0.758743	3.716522	11.716370	12.315094	0.468	3.668	10.712	11.343
