2016-03-03 21:01:13	Start
2016-03-03 21:01:31	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	-0.683762	4.687714	8.271973	9.532456	-0.684	4.688	8.272	9.532
0.018	-0.429062	4.694855	8.210083	9.467377	-0.620	4.689	8.257	9.516
0.038	-0.141037	4.737701	8.102966	9.387426	-0.484	4.702	8.214	9.480
0.058	0.113663	4.737701	8.133911	9.413779	-0.285	4.714	8.180	9.450
0.079	0.273148	4.759125	8.057739	9.362213	-0.046	4.732	8.126	9.408
0.099	0.337418	4.590118	8.174377	9.381017	0.146	4.706	8.117	9.386
0.119	0.377884	4.656769	8.271973	9.500201	0.276	4.686	8.160	9.414
0.139	0.306473	4.647247	8.229126	9.455652	0.324	4.663	8.183	9.425
0.159	0.330276	4.552032	8.124390	9.318572	0.338	4.612	8.200	9.414
0.179	0.703995	4.473480	8.338623	9.488955	0.430	4.582	8.241	9.441
0.202	0.680191	4.580597	8.533813	9.709300	0.505	4.563	8.306	9.493
0.220	0.639725	4.990021	8.440979	9.826479	0.589	4.649	8.359	9.586
0.240	0.432632	5.004303	8.795654	10.128857	0.614	4.762	8.527	9.788
0.260	0.589737	5.089996	8.774231	10.160855	0.586	4.916	8.636	9.956
0.281	0.315994	5.244720	8.919434	10.351968	0.495	5.082	8.733	10.117
0.301	0.451675	4.751984	8.250549	9.531890	0.448	5.023	8.685	10.043
0.321	0.058914	5.159027	8.057739	9.567978	0.354	5.061	8.500	9.903
0.341	1.244339	4.687714	6.977051	8.497192	0.518	4.961	8.051	9.487
0.361	-0.581406	4.273529	7.705444	8.830343	0.293	4.718	7.748	9.107
0.381	0.089859	4.761505	7.591187	8.961368	0.203	4.720	7.583	8.964
0.402	-0.105331	4.692474	8.617126	9.812506	0.162	4.604	7.723	9.025
0.421	0.534988	5.082855	8.679016	10.072087	-0.015	4.703	8.148	9.419
0.441	0.496902	4.747223	8.674255	9.900795	0.254	4.821	8.390	9.687
0.461	0.513565	4.542511	8.540955	9.687418	0.360	4.766	8.628	9.868
0.481	0.827774	4.763885	8.486206	9.767062	0.593	4.784	8.595	9.857
0.504	0.992020	4.801971	8.598083	9.897983	0.708	4.714	8.575	9.813
0.527	0.949173	4.823395	8.502869	9.821652	0.821	4.733	8.532	9.794
0.543	0.853958	4.885284	8.202942	9.585588	0.906	4.819	8.448	9.768
0.564	0.699234	5.401825	8.260071	9.894312	0.874	4.978	8.391	9.800
0.584	0.665909	5.592255	9.017029	10.631254	0.792	5.176	8.496	9.983
0.605	0.506424	5.487518	9.802551	11.245414	0.681	5.342	8.821	10.339
0.626	0.439774	5.285187	11.214111	12.404954	0.578	5.442	9.573	11.044
0.648	0.242203	5.268524	12.563782	13.625881	0.464	5.408	10.649	11.977
0.664	-0.067245	4.928131	12.997009	13.900117	0.280	5.242	11.644	12.794
0.687	-0.614731	4.537750	12.206726	13.037378	0.000	5.005	12.245	13.242
0.707	-0.636154	4.513947	10.973694	11.882860	-0.269	4.812	12.185	13.112
0.724	-1.209824	4.140228	9.942993	10.838278	-0.632	4.530	11.530	12.415
0.744	-1.447861	3.904572	8.688538	9.634971	-0.977	4.274	10.453	11.348
0.765	-1.435959	3.761749	7.431702	8.452392	-1.182	4.080	9.259	10.202
0.785	-1.183640	3.718903	6.415283	7.509134	-1.319	3.881	8.120	9.109
0.806	-0.974167	3.997406	6.896118	8.030237	-1.260	3.846	7.358	8.407
0.826	-0.955124	4.014069	7.843506	8.862595	-1.137	3.873	7.147	8.214
0.847	-0.995590	3.759369	8.757568	9.582226	-1.027	3.872	7.478	8.496
0.865	-1.002731	3.180939	9.138428	9.728037	-0.982	3.738	8.159	9.051
0.887	-0.912277	2.707245	8.536194	9.001557	-0.966	3.415	8.569	9.294
0.906	-0.740891	2.571564	7.581665	8.040118	-0.913	3.055	8.503	9.088
0.933	-0.509995	2.809601	7.476929	8.003650	-0.791	2.817	8.183	8.693
0.948	-0.386215	3.283295	7.453125	8.153420	-0.637	2.843	7.762	8.300
0.967	-0.395737	3.621307	7.238892	8.103828	-0.508	3.071	7.438	8.075
0.986	-0.241013	3.871246	6.779480	7.810633	-0.383	3.396	7.237	8.018
1.008	-0.095810	3.890289	6.808044	7.841747	-0.280	3.667	7.070	7.977
1.028	-0.036301	3.890289	7.100830	8.096756	-0.192	3.818	6.982	7.963
1.050	-0.200546	3.987885	7.600708	8.585698	-0.143	3.910	7.072	8.084
1.067	-0.400497	4.228302	7.981567	9.041258	-0.183	3.999	7.373	8.391
1.089	-0.562363	4.435394	8.221985	9.358954	-0.300	4.135	7.726	8.771
1.108	-0.500473	4.723419	8.117249	9.404833	-0.416	4.344	7.980	9.098
1.135	-0.424301	4.909088	8.205322	9.571128	-0.472	4.574	8.132	9.344
1.153	-0.245773	5.416107	8.712341	10.261555	-0.433	4.871	8.314	9.649
1.170	-0.288620	5.523224	9.535950	11.023776	-0.365	5.143	8.643	10.065
1.197	-0.448105	5.437531	10.402405	11.746385	-0.352	5.321	9.214	10.651
1.216	-0.590927	5.059052	12.744690	13.724807	-0.393	5.359	10.349	11.689
1.228	-0.619492	4.587738	13.646851	14.410678	-0.487	5.152	11.582	12.726
1.247	-0.833725	3.618927	13.311218	13.819561	-0.623	4.676	12.526	13.425
1.267	-1.193161	3.045258	11.954407	12.393751	-0.809	4.078	12.914	13.587
1.288	-1.050339	3.204742	9.093201	9.698448	-0.924	3.614	12.001	12.581
1.308	-0.326706	3.895050	7.188904	8.182817	-0.851	3.441	10.387	11.024
1.331	0.799210	4.316376	7.267456	8.490333	-0.443	3.615	8.876	9.691
1.348	1.306229	4.475861	7.788757	9.077682	0.182	3.973	7.835	8.862
1.368	1.891800	4.294952	8.312439	9.545793	0.918	4.246	7.639	8.824
1.388	1.715652	3.980743	8.969421	9.961943	1.428	4.267	8.085	9.269
1.411	1.351456	3.376129	9.312195	9.997082	1.566	4.032	8.596	9.646
1.428	0.730179	2.954803	9.114624	9.609391	1.422	3.652	8.927	9.779
1.450	0.230301	2.892914	8.421936	8.907918	1.007	3.301	8.955	9.619
1.468	-0.117233	2.866730	8.171997	8.661029	0.549	3.023	8.755	9.294
1.489	-0.231491	3.216644	8.138672	8.754334	0.153	2.983	8.462	8.983
1.508	-0.107712	3.495148	7.557861	8.327601	-0.057	3.118	8.073	8.663
1.535	-0.233871	3.628448	7.274597	8.132656	-0.173	3.302	7.786	8.469
1.551	-0.302902	3.735565	7.048462	7.982920	-0.219	3.519	7.505	8.299
1.569	-0.343369	3.730804	6.824707	7.785463	-0.247	3.647	7.176	8.057
1.589	-0.338608	3.964081	7.167480	8.197644	-0.305	3.765	7.079	8.025
1.611	-0.152939	3.987885	7.998230	8.938585	-0.284	3.855	7.260	8.226
1.629	-0.029160	4.161652	8.252930	9.242892	-0.216	3.961	7.561	8.541
1.651	0.135086	4.287811	8.224365	9.275977	-0.096	4.100	7.911	8.914
1.669	0.223160	4.521088	8.291016	9.446215	0.044	4.240	8.192	9.226
1.691	0.189835	4.897186	8.978943	10.229364	0.130	4.467	8.437	9.549
1.710	0.192215	4.978119	9.947754	11.125486	0.185	4.671	8.861	10.019
1.734	0.318375	4.956696	10.473816	11.591851	0.231	4.838	9.423	10.598
1.750	0.435013	4.611542	10.657104	11.620217	0.284	4.861	10.014	11.142
1.771	0.832535	4.997162	10.659485	11.802091	0.445	4.886	10.435	11.535
1.791	0.537369	4.780548	11.975830	12.905925	0.531	4.836	10.942	11.980
1.813	0.285049	4.154510	12.547119	13.220114	0.522	4.636	11.460	12.387
1.831	-0.083908	3.645111	10.723755	11.326641	0.393	4.394	11.477	12.314
1.852	-0.440964	3.290436	9.031311	9.622162	0.074	3.968	11.070	11.769
1.871	-0.821823	3.535614	8.395752	9.146836	-0.265	3.656	10.174	10.829
1.892	-0.862289	3.983124	8.633789	9.547310	-0.552	3.614	9.196	9.911
1.912	-1.186020	4.014069	9.221741	10.127186	-0.828	3.706	8.821	9.611
1.938	-1.745407	3.687958	9.802551	10.617791	-1.154	3.805	9.013	9.860
1.956	-1.847763	3.442780	9.578796	10.345062	-1.410	3.782	9.309	10.159
1.977	-1.669235	3.083344	8.598083	9.285494	-1.612	3.557	9.300	10.094
1.997	-1.033676	3.066681	7.645935	8.302611	-1.574	3.320	8.906	9.638
2.021	-0.362411	3.292816	7.057983	7.796737	-1.228	3.221	8.220	8.932
2.039	0.304092	3.592743	6.396240	7.342490	-0.690	3.259	7.425	8.182
2.062	0.435013	3.723663	6.493835	7.498320	-0.164	3.419	6.898	7.735
2.072	0.485001	3.797455	6.653320	7.676103	0.215	3.602	6.650	7.578
2.093	0.427872	3.783173	6.605713	7.624363	0.413	3.724	6.537	7.535
2.113	0.218399	3.854584	6.600952	7.647096	0.392	3.790	6.588	7.611
2.139	-0.164841	3.835541	7.124634	8.093142	0.242	3.818	6.746	7.760
2.156	-0.778976	4.323517	8.100586	9.215156	-0.074	3.949	7.108	8.145
2.182	-0.783737	4.535370	8.119629	9.333392	-0.377	4.137	7.486	8.572
2.194	-0.719467	4.673431	8.276733	9.532204	-0.612	4.342	7.905	9.043
2.215	-0.555222	4.978119	8.512390	9.876777	-0.709	4.628	8.252	9.489
2.233	-0.479050	5.361359	8.736145	10.261281	-0.634	4.887	8.411	9.751
2.257	-0.360031	5.525604	9.478821	10.977703	-0.528	5.135	8.751	10.162
2.275	-0.110092	5.547028	10.621399	11.983144	-0.376	5.353	9.337	10.775
2.299	-0.386215	5.951691	12.542358	13.888216	-0.334	5.596	10.345	11.778
2.322	-1.062241	5.042389	14.199097	15.105244	-0.480	5.517	11.710	12.989
2.349	-1.471664	4.297333	13.313599	14.067152	-0.758	5.210	12.669	13.761
2.354	-1.100327	3.461823	10.378601	10.995922	-1.005	4.688	12.608	13.514
2.376	-0.743271	3.766510	8.321960	9.164828	-1.094	4.142	11.553	12.333
2.398	-0.257675	4.316376	8.376709	9.426916	-0.893	3.961	10.098	10.914
2.427	0.361221	4.544891	8.733765	9.852166	-0.435	4.022	8.953	9.860
2.451	0.896805	4.449677	8.412415	9.558901	0.064	4.269	8.461	9.501
2.456	1.113419	4.116425	8.002991	9.068214	0.528	4.357	8.381	9.477
2.477	1.056290	3.585602	7.938721	8.774712	0.857	4.174	8.272	9.314
2.504	0.773026	3.076202	8.281494	8.868130	0.960	3.807	8.159	9.067
2.517	0.399307	2.745331	7.955383	8.425225	0.836	3.381	8.045	8.784
2.536	0.042252	2.809601	7.336487	7.856187	0.568	3.054	7.878	8.481
2.557	-0.264816	2.916718	7.150818	7.727326	0.237	2.887	7.681	8.219
2.581	-0.407639	3.100006	7.034180	7.697785	-0.058	2.893	7.369	7.927
2.605	-0.529037	3.085724	7.300781	7.943739	-0.290	2.978	7.206	7.806
2.633	-0.402878	2.959564	7.219849	7.813293	-0.401	3.016	7.176	7.796
2.637	-0.507614	3.266632	7.303162	8.016528	-0.462	3.103	7.214	7.868
2.662	-0.345749	3.511810	7.495972	8.285043	-0.446	3.206	7.330	8.015
2.688	-0.150558	4.025970	8.183899	9.121804	-0.352	3.441	7.551	8.309
2.699	0.049393	4.249725	9.017029	9.968421	-0.239	3.764	8.000	8.848
2.718	0.239822	4.440155	8.719482	9.787843	-0.052	4.057	8.354	9.291
2.747	0.246964	4.618683	8.312439	9.512616	0.096	4.334	8.558	9.598
2.774	0.204117	4.923370	8.759949	10.050768	0.185	4.558	8.702	9.830
2.777	-0.017258	5.320892	9.516907	10.903380	0.168	4.826	8.827	10.064
2.802	-0.191025	5.470856	10.514282	11.853982	0.061	5.083	9.276	10.580
2.830	-0.138657	5.351837	10.619019	11.892222	-0.036	5.267	9.853	11.175
2.855	-0.019638	5.401825	10.757080	12.037228	-0.092	5.386	10.352	11.672
2.858	0.035110	5.568451	12.073425	13.295731	-0.079	5.448	10.991	12.270
2.883	0.187454	4.571075	14.125305	14.847697	0.016	5.223	11.894	13.018
2.910	0.339798	3.509430	12.768494	13.246358	0.136	4.763	12.431	13.357
2.936	0.123184	3.149994	9.345520	9.862879	0.171	4.200	12.078	12.813
2.939	-0.421921	3.530853	8.069641	8.818393	0.057	3.690	11.077	11.694
2.964	-1.074142	4.340179	8.476685	9.583586	-0.258	3.633	9.665	10.378
