2016-03-03 21:26:15	Start
2016-03-03 21:26:26	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	-0.047884	9.605537	-0.948104	9.652334	-0.048	9.606	-0.948	9.652
0.015	0.057461	9.414001	-0.344765	9.420488	-0.022	9.558	-0.797	9.594
0.035	0.086191	9.442732	-0.373495	9.450508	0.012	9.517	-0.654	9.544
0.052	0.162806	9.471462	-0.316035	9.478131	0.065	9.483	-0.496	9.500
0.072	0.258574	9.471462	-0.354342	9.481615	0.141	9.450	-0.347	9.458
0.095	0.325611	9.385271	-0.201113	9.393071	0.208	9.443	-0.311	9.451
0.115	0.411803	9.375694	-0.354342	9.391420	0.290	9.426	-0.306	9.436
0.132	0.478840	9.337387	-0.641646	9.371649	0.369	9.392	-0.388	9.409
0.153	0.450110	9.346964	-0.909797	9.401918	0.417	9.361	-0.527	9.390
0.172	0.421380	9.346964	-0.938527	9.403410	0.441	9.352	-0.711	9.392
0.191	0.296881	9.442732	-1.072602	9.508091	0.412	9.369	-0.891	9.421
0.210	0.268151	9.442732	-0.948104	9.493998	0.359	9.395	-0.967	9.452
0.229	0.325611	9.394848	-0.785298	9.433233	0.328	9.407	-0.936	9.460
0.251	0.239420	9.308656	-0.574608	9.329446	0.283	9.397	-0.845	9.441
0.268	0.086191	9.643845	-0.402226	9.652614	0.230	9.448	-0.678	9.477
0.287	0.459687	9.691729	-1.168370	9.772717	0.278	9.510	-0.733	9.547
0.308	1.015141	9.279925	-0.191536	9.337249	0.450	9.481	-0.584	9.523
0.326	0.833182	9.279925	-1.628057	9.458424	0.599	9.474	-0.848	9.555
0.349	0.478840	9.088389	-2.298434	9.386741	0.697	9.335	-1.322	9.489
0.366	-0.028730	8.935161	-1.723825	9.099972	0.575	9.146	-1.460	9.321
0.387	-0.229843	8.877700	-1.426944	8.994584	0.263	9.045	-1.769	9.235
0.405	-0.316035	9.203311	-1.436521	9.320107	-0.024	9.026	-1.721	9.200
