2016-03-03 21:27:32	Start
2016-03-03 21:27:43	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	0.325611	9.643845	-0.421380	9.658536	0.326	9.644	-0.421	9.659
0.016	0.143652	9.538500	-0.248997	9.542830	0.280	9.618	-0.378	9.630
0.035	0.229843	9.442732	-0.363919	9.452537	0.256	9.567	-0.364	9.578
0.056	0.277727	9.519346	-0.450110	9.534028	0.244	9.536	-0.371	9.547
0.076	0.383072	9.481039	-0.488417	9.501336	0.259	9.495	-0.388	9.508
0.094	0.430956	9.452309	-0.392649	9.470271	0.330	9.474	-0.424	9.490
0.118	0.354342	9.404425	-0.287304	9.415482	0.362	9.464	-0.405	9.480
0.136	0.287304	9.557653	-0.469264	9.573478	0.364	9.474	-0.409	9.490
0.155	0.335188	9.720459	-0.421380	9.735360	0.352	9.534	-0.393	9.549
0.174	0.612916	9.777920	-0.114922	9.797785	0.397	9.615	-0.323	9.631
0.194	0.383072	9.624691	-0.172383	9.633854	0.405	9.670	-0.294	9.685
0.211	0.057461	9.270349	0.287304	9.274977	0.347	9.598	-0.105	9.610
0.232	0.105345	9.193734	0.909797	9.239241	0.290	9.467	0.227	9.486
0.252	1.608904	8.791509	2.729390	9.344986	0.539	9.220	0.939	9.373
0.272	1.417367	9.251195	1.953669	9.560877	0.797	9.127	1.470	9.355
0.292	1.254562	9.136273	0.143652	9.223126	1.097	9.093	1.434	9.342
0.313	1.034295	8.504205	-4.999093	9.918780	1.329	8.921	-0.043	9.512
0.335	-1.264138	9.069236	-5.899313	10.892703	0.611	8.990	-2.200	9.899
0.357	-2.489970	9.165004	-5.650316	11.050942	-0.366	8.969	-4.101	10.271
0.369	-2.796427	10.189722	-6.311116	12.307746	-1.379	9.232	-5.715	11.043
0.387	-1.053449	10.802638	-1.321599	10.934047	-1.901	9.807	-4.796	11.296
0.407	1.484405	9.758766	1.244985	9.949220	-1.214	9.979	-3.010	11.060
0.425	1.541866	8.571242	-0.421380	8.719008	-0.206	9.831	-1.702	10.478
0.446	0.699107	7.795521	0.124498	7.827796	0.668	9.232	-0.093	9.358
0.466	0.210690	7.824251	-1.647211	7.998537	0.984	8.487	-0.175	8.624
0.485	-0.095768	8.331821	-2.997540	8.855149	0.589	8.131	-1.235	8.350
0.506	0.038307	8.475474	-3.639187	9.223818	0.213	8.107	-2.040	8.476
0.525	0.316035	8.983045	-3.294421	9.573305	0.117	8.404	-2.895	8.913
0.544	0.555455	9.500193	-1.982399	9.720705	0.204	8.823	-2.978	9.343
0.566	0.440533	9.797073	-1.158794	9.875197	0.338	9.189	-2.519	9.598
0.586	0.028730	9.481039	-0.114922	9.481779	0.335	9.440	-1.638	9.663
0.604	0.153229	9.117120	0.019154	9.118427	0.294	9.474	-0.809	9.549
0.625	0.603339	8.724471	-0.584185	8.764798	0.306	9.280	-0.460	9.310
0.642	0.861913	8.638280	-0.794875	8.717489	0.412	8.990	-0.369	9.021
0.660	0.296881	8.829816	-1.091756	8.902006	0.479	8.827	-0.613	8.876
0.680	-0.009577	9.059659	-1.695095	9.216879	0.438	8.813	-1.041	8.900
0.700	-0.268151	9.021352	-1.810017	9.205045	0.220	8.887	-1.348	9.010
0.719	-0.248997	8.992621	-1.235408	9.080499	-0.057	8.976	-1.458	9.101
0.740	-0.344765	9.979033	-2.039860	10.191221	-0.218	9.263	-1.695	9.423
0.758	-0.028730	10.524911	-2.422932	10.800239	-0.223	9.629	-1.877	9.819
0.777	-0.612916	11.501745	-1.216254	11.582102	-0.309	10.250	-1.729	10.414
0.797	-0.574608	12.028469	-0.478840	12.051702	-0.390	11.009	-1.539	11.156
0.817	-0.335188	12.574347	-0.383072	12.584646	-0.388	11.657	-1.125	11.755
0.836	-0.430956	13.455414	-0.009577	13.462317	-0.488	12.390	-0.522	12.420
0.856	-0.134075	14.595054	0.095768	14.595984	-0.369	13.163	-0.194	13.174
0.875	0.517148	14.604630	1.206678	14.663517	-0.096	13.807	0.227	13.827
0.899	0.938527	13.512875	1.752556	13.658333	0.223	14.042	0.761	14.095
0.914	1.244985	11.741165	1.924938	11.962873	0.642	13.613	1.245	13.720
0.934	1.024718	10.017340	2.240973	10.315963	0.931	12.469	1.781	12.650
0.955	0.928950	8.350976	1.848324	8.603374	1.034	10.906	1.942	11.135
0.974	1.484405	7.192182	1.082179	7.423076	1.171	9.325	1.774	9.576
0.992	1.455675	7.201759	-1.503559	7.499667	1.223	8.191	0.917	8.461
1.016	0.660800	8.341399	-4.635174	9.565586	1.132	7.772	-0.802	8.273
1.033	-0.622492	9.203311	-4.481946	10.255548	0.745	7.985	-2.385	8.686
1.052	0.134075	8.418014	-1.723825	8.593748	0.407	8.291	-3.086	8.979
1.070	0.421380	7.431602	1.197101	7.539186	0.148	8.349	-2.411	8.989
1.092	0.344765	6.952762	1.206678	7.065113	0.069	8.001	-0.950	8.363
1.109	0.028730	7.134721	0.105345	7.135557	0.232	7.484	0.196	7.583
1.131	0.028730	7.048530	-0.555455	7.070440	0.206	7.142	0.488	7.203
1.149	0.009577	6.617573	-0.373495	6.628112	0.103	6.938	0.096	6.975
1.168	-0.172383	6.378153	-0.019154	6.380511	-0.026	6.795	-0.211	6.804
1.191	0.038307	6.607996	-0.105345	6.608947	-0.024	6.663	-0.263	6.672
1.209	0.019154	7.718906	-1.034295	7.787917	-0.026	6.831	-0.383	6.851
1.228	-0.162806	9.260772	-2.269703	9.536244	-0.069	7.491	-0.857	7.578
1.249	-0.028730	10.295067	-1.972822	10.482426	-0.034	8.471	-1.346	8.604
1.266	0.507571	11.061212	0.019154	11.072868	0.084	9.584	-1.314	9.720
1.286	0.909797	12.315774	0.708684	12.369650	0.306	10.733	-0.879	10.865
