2016-03-03 21:28:02	Start
2016-03-03 21:28:11	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	0.909797	9.394848	1.589750	9.571740	0.910	9.395	1.590	9.572
0.019	0.833182	9.318233	1.924938	9.551390	0.891	9.376	1.674	9.567
0.040	0.584185	9.145850	1.819593	9.343381	0.809	9.313	1.731	9.510
0.059	0.354342	9.069236	2.020706	9.298379	0.670	9.232	1.839	9.441
0.079	0.421380	9.069236	1.819593	9.259564	0.548	9.151	1.896	9.363
0.098	0.459687	9.136273	1.561020	9.280064	0.455	9.105	1.805	9.295
0.119	0.488417	9.165004	1.350330	9.276811	0.431	9.110	1.688	9.279
0.139	0.450110	9.184157	1.283292	9.284298	0.455	9.139	1.504	9.275
0.162	0.517148	9.308656	1.015141	9.378114	0.479	9.199	1.302	9.305
0.180	0.545878	9.433155	0.909797	9.492635	0.500	9.273	1.140	9.358
0.202	0.699107	9.414001	1.063026	9.499589	0.553	9.335	1.068	9.414
0.219	0.900220	9.404425	1.474828	9.561837	0.666	9.390	1.116	9.483
0.237	0.995988	9.471462	1.388637	9.624391	0.785	9.431	1.209	9.545
0.254	0.957681	9.519346	1.484405	9.681868	0.888	9.452	1.353	9.592
0.274	0.861913	9.519346	1.800440	9.726378	0.929	9.479	1.537	9.649
0.293	0.708684	9.375694	2.059013	9.625248	0.881	9.471	1.683	9.664
0.316	0.507571	9.174581	1.647211	9.335088	0.759	9.397	1.748	9.592
0.333	0.354342	9.011775	1.072602	9.082297	0.608	9.270	1.645	9.442
0.353	0.392649	9.050082	0.641646	9.081293	0.491	9.153	1.355	9.281
0.375	0.545878	9.184157	0.268151	9.204273	0.450	9.105	0.907	9.176
0.394	0.852336	8.896853	0.555455	8.954832	0.536	9.036	0.634	9.081
0.412	0.526724	8.283937	0.995988	8.360206	0.579	8.854	0.615	8.900
0.431	0.047884	7.795521	1.120486	7.875781	0.493	8.540	0.735	8.599
0.450	-0.469264	8.025364	0.086191	8.039534	0.239	8.250	0.690	8.308
0.469	-1.120486	9.069236	-1.886631	9.330912	-0.254	8.294	0.079	8.402
0.489	-1.714248	10.295067	-3.217807	10.921599	-0.814	8.796	-0.974	9.042
0.508	-2.422932	10.888829	-2.442086	11.419325	-1.432	9.570	-1.865	9.928
0.531	-2.087744	10.726024	-0.296881	10.931349	-1.836	10.245	-1.961	10.651
0.550	-1.139640	10.122684	0.670376	10.208669	-1.841	10.508	-1.322	10.870
0.566	-0.517148	9.844957	1.474828	9.968237	-1.542	10.396	-0.148	10.632
