2016-03-03 21:26:39	Start
2016-03-03 21:26:50	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	0.344765	9.519346	0.153229	9.526820	0.345	9.519	0.153	9.527
0.021	0.488417	9.452309	0.239420	9.467946	0.381	9.503	0.175	9.512
0.040	0.478840	9.490616	0.028730	9.502731	0.414	9.495	0.144	9.506
0.061	0.450110	9.385271	0.028730	9.396102	0.441	9.462	0.113	9.473
0.080	0.612916	9.385271	-0.105345	9.405853	0.508	9.428	0.048	9.443
0.098	0.603339	9.509769	-0.555455	9.545065	0.536	9.443	-0.151	9.462
0.120	0.632069	9.595961	-0.325611	9.622266	0.575	9.469	-0.239	9.492
0.139	0.651223	9.643845	-0.047884	9.665926	0.625	9.534	-0.259	9.560
0.163	0.603339	9.557653	0.172383	9.578229	0.622	9.577	-0.189	9.603
0.178	0.727837	9.461885	0.220267	9.492394	0.654	9.565	0.005	9.590
0.197	0.737414	9.289502	0.028730	9.318769	0.680	9.488	0.093	9.514
0.215	0.775721	9.260772	-0.335188	9.299247	0.711	9.392	0.022	9.422
0.236	0.766145	9.318233	-0.555455	9.366162	0.752	9.333	-0.160	9.369
0.255	0.833182	9.251195	-0.325611	9.294344	0.778	9.280	-0.297	9.320
0.274	0.861913	9.260772	-0.153229	9.302057	0.809	9.273	-0.342	9.315
0.294	1.024718	9.299079	-0.239420	9.358431	0.871	9.282	-0.318	9.330
0.314	1.072602	9.385271	-0.555455	9.462680	0.948	9.299	-0.318	9.354
0.332	1.130063	9.375694	-0.861913	9.482805	1.022	9.330	-0.453	9.401
0.353	0.679953	9.730036	-1.082179	9.813615	0.977	9.448	-0.685	9.529
0.372	0.890643	9.519346	-1.503559	9.678424	0.943	9.503	-1.001	9.609
0.396	0.900220	9.414001	-0.900220	9.499695	0.900	9.510	-1.087	9.619
0.411	0.890643	9.088389	-0.383072	9.139957	0.840	9.438	-0.967	9.533
0.431	0.497994	8.753201	-0.478840	8.780423	0.795	9.194	-0.816	9.275
0.450	0.076614	8.599973	-1.053449	8.664592	0.591	8.964	-0.704	9.021
0.470	-0.536301	8.954314	-1.810017	9.151149	0.232	8.849	-0.931	8.934
0.490	-0.727837	9.308656	-3.275268	9.894857	-0.172	8.904	-1.654	9.123
0.514	-0.612916	9.452309	-2.710236	9.852268	-0.450	9.079	-2.212	9.391
0.529	0.009577	9.117120	-1.465251	9.234118	-0.467	9.208	-2.315	9.533
0.550	0.402226	9.145850	-1.053449	9.215103	-0.232	9.256	-2.126	9.549
0.571	0.421380	9.260772	-0.689530	9.295962	0.055	9.244	-1.480	9.399
0.589	0.545878	9.337387	-0.497994	9.366578	0.345	9.215	-0.927	9.278
0.606	0.373495	9.375694	-1.130063	9.450936	0.436	9.280	-0.843	9.332
0.628	0.038307	9.394848	-0.593762	9.413670	0.345	9.342	-0.728	9.382
0.645	0.038307	9.059659	0.641646	9.082434	0.249	9.292	-0.395	9.328
0.666	0.363919	8.781932	0.574608	8.808232	0.204	9.153	-0.127	9.189
0.687	0.277727	9.002198	0.076614	9.006807	0.180	9.060	0.175	9.078
0.707	1.944092	9.117120	2.576161	9.671503	0.656	8.990	0.967	9.142
0.725	-1.158794	9.097966	-1.273715	9.259489	0.357	9.000	0.488	9.187
0.746	-0.469264	9.337387	-0.746991	9.378966	0.148	9.139	0.158	9.329
0.763	-0.890643	9.404425	0.306458	9.451474	-0.144	9.239	0.215	9.440
0.783	0.526724	10.055647	-0.909797	10.110450	-0.498	9.474	-0.656	9.550
0.802	-1.608904	10.860099	1.072602	11.030902	-0.611	9.914	-0.069	9.993
0.821	-0.689530	11.061212	-0.296881	11.086658	-0.666	10.345	0.043	10.420
0.842	-1.101333	11.329363	0.641646	11.400838	-0.718	10.827	0.127	10.907
0.861	-0.095768	11.568783	0.095768	11.569575	-0.874	11.205	0.378	11.272
0.880	-1.216254	11.865664	0.268151	11.930849	-0.776	11.456	0.177	11.497
0.901	-0.881066	12.411542	-1.905785	12.587878	-0.824	11.794	-0.225	11.872
0.920	-1.024718	12.813767	-1.302446	12.920490	-0.804	12.165	-0.711	12.252
0.940	-0.584185	13.225570	-0.775721	13.261173	-0.927	12.579	-0.929	12.675
0.960	0.268151	13.321339	0.411803	13.330400	-0.555	12.943	-0.893	13.025
0.978	1.647211	12.028469	2.825158	12.465107	0.077	12.847	0.290	12.994
0.998	1.695095	9.509769	4.663905	10.726652	0.757	12.021	1.781	12.446
1.019	1.714248	8.092402	2.997540	8.798344	1.331	10.738	2.725	11.330
1.036	0.746991	7.287950	1.838747	7.553357	1.451	9.230	3.081	9.886
1.057	1.015141	7.517793	-0.718261	7.619949	1.293	8.102	2.195	8.675
1.077	0.651223	8.207323	-2.240973	8.532655	1.032	7.776	0.469	8.126
1.097	0.277727	8.609550	-2.806004	9.059533	0.673	7.906	-0.982	8.191
1.115	0.038307	8.896853	-1.934515	9.104824	0.496	8.308	-1.925	8.579
1.135	0.134075	8.734048	-0.517148	8.750372	0.275	8.612	-1.875	8.862
1.154	-0.248997	8.360553	1.647211	8.524913	0.050	8.650	-0.903	8.860
1.179	-0.201113	7.814674	2.375048	8.170094	-0.069	8.452	0.393	8.638
1.192	-0.210690	7.661446	1.436521	7.797803	-0.132	8.143	1.235	8.311
1.212	-0.229843	7.766790	0.047884	7.770338	-0.223	7.901	1.377	8.066
1.232	0.009577	7.671022	-0.775721	7.710150	-0.158	7.728	0.771	7.862
1.252	0.488417	7.728483	-0.909797	7.797162	0.014	7.707	-0.050	7.769
1.270	0.699107	8.121132	-0.335188	8.158056	0.242	7.822	-0.493	7.859
1.299	0.277727	8.762778	-0.402226	8.776401	0.369	8.071	-0.606	8.110
1.310	0.344765	9.107543	-0.632069	9.135958	0.453	8.430	-0.570	8.467
1.329	0.545878	9.576807	-0.114922	9.593040	0.467	8.892	-0.371	8.916
1.350	0.555455	9.921572	1.216254	10.011263	0.431	9.342	0.017	9.379
1.369	0.861913	10.754754	0.478840	10.799857	0.577	9.840	0.237	9.885
1.387	0.612916	11.779472	-0.239420	11.797837	0.644	10.508	0.335	10.551
1.411	-0.287304	12.698846	-0.967257	12.738871	0.436	11.289	0.122	11.337
1.427	-0.785298	13.407530	-0.995988	13.467388	0.101	12.160	-0.431	12.201
1.447	-0.833182	14.106636	-1.120486	14.175573	-0.323	12.998	-0.831	13.045
1.468	-0.459687	13.618219	1.216254	13.680150	-0.591	13.458	-0.467	13.515
1.487	0.363919	12.105083	4.683059	12.984473	-0.429	13.309	0.946	13.577
1.507	0.469264	10.093954	6.636727	12.089428	-0.115	12.481	2.854	13.232
1.528	-0.421380	9.002198	4.711789	10.169469	-0.012	11.205	4.312	12.231
1.544	-1.312023	9.088389	0.363919	9.189813	-0.225	10.072	4.099	11.108
1.567	-2.106898	9.299079	-2.049437	9.752542	-0.843	9.371	2.416	10.300
1.589	-2.145205	9.394848	-3.466804	10.241279	-1.496	9.196	-0.110	9.838
1.603	-2.106898	8.676587	-1.704672	9.089999	-1.918	9.115	-1.714	9.568
1.622	-1.024718	7.814674	-0.076614	7.881945	-1.846	8.796	-1.824	9.241
1.644	-0.067038	7.038953	1.187524	7.138737	-1.336	8.231	-1.015	8.588
1.662	0.162806	6.416461	1.675941	6.633721	-0.759	7.487	0.271	7.686
1.681	0.363919	6.196194	1.273715	6.336214	-0.141	6.867	1.015	6.998
1.701	0.239420	6.205771	0.392649	6.222788	0.175	6.464	1.132	6.583
1.720	0.047884	6.378153	-0.143652	6.379951	0.204	6.299	0.800	6.393
1.740	-0.191536	6.761226	-0.488417	6.781549	0.115	6.385	0.259	6.430
1.762	-0.306458	7.125144	-0.565032	7.154080	-0.053	6.618	-0.201	6.635
1.779	-0.679953	7.929596	-0.517148	7.975479	-0.283	7.049	-0.429	7.073
1.799	-0.660800	8.695741	-1.206678	8.803899	-0.460	7.628	-0.694	7.679
1.817	-0.823605	9.557653	-0.890643	9.634330	-0.618	8.327	-0.795	8.392
1.838	-0.335188	9.672575	-0.134075	9.679310	-0.625	8.964	-0.687	9.023
1.860	-0.086191	10.180145	-0.210690	10.182690	-0.476	9.527	-0.611	9.575
1.878	0.737414	11.789049	-2.442086	12.061892	-0.127	10.300	-0.919	10.390
1.899	-1.177947	12.746730	-3.313575	13.222952	-0.215	11.097	-1.525	11.287
1.919	0.000000	13.589489	-4.539406	14.327611	-0.132	12.076	-2.626	12.449
1.936	-0.124498	14.709975	-2.930503	14.999557	-0.141	13.209	-3.306	13.653
1.962	0.000000	14.441825	-0.296881	14.444876	-0.326	13.872	-2.770	14.249
1.979	0.287304	12.823344	2.767697	13.121770	0.041	13.891	-1.250	14.223
1.998	0.536301	9.749189	5.880159	11.397832	0.175	12.931	1.355	13.491
2.015	1.551443	9.040505	3.543418	9.833287	0.594	11.514	2.974	12.199
2.033	1.695095	9.117120	-0.536301	9.288856	1.018	10.183	2.914	10.910
2.052	1.350330	10.170568	-2.825158	10.641681	1.283	9.519	1.516	10.290
2.077	-0.181959	9.979033	-3.754108	10.663374	1.104	9.577	-0.893	10.107
2.092	0.919373	9.653421	-3.227384	10.220068	0.946	9.730	-2.586	10.203
2.111	0.000000	8.686164	-0.737414	8.717409	0.522	9.622	-2.636	10.061
2.132	0.296881	7.441179	-0.526724	7.465703	0.259	8.940	-2.061	9.267
2.150	0.526724	6.761226	1.350330	6.914839	0.436	8.136	-0.785	8.330
2.168	1.024718	6.004658	1.647211	6.310251	0.462	7.223	0.433	7.352
2.192	-0.325611	5.698200	0.584185	5.737315	0.381	6.476	0.764	6.607
2.208	-1.034295	5.688623	-0.277727	5.788552	0.048	6.038	0.826	6.188
2.229	-0.555455	6.167464	-1.436521	6.356865	-0.223	5.890	0.129	6.048
2.248	-0.622492	6.579266	-1.886631	6.872672	-0.634	6.033	-0.754	6.189
2.267	-0.086191	7.900866	-2.231396	8.210373	-0.575	6.584	-1.458	6.807
2.287	-0.411803	8.896853	-1.771709	9.080888	-0.419	7.386	-1.832	7.630
2.307	0.555455	10.160992	-1.426944	10.275722	-0.141	8.384	-1.829	8.610
2.325	0.670376	10.812215	0.028730	10.833015	0.182	9.443	-1.350	9.600
2.344	0.871489	11.405977	0.478840	11.449240	0.421	10.319	-0.673	10.410
2.366	0.421380	12.018892	-0.718261	12.047707	0.630	11.100	-0.409	11.151
2.384	0.354342	12.660539	-1.762132	12.787491	0.579	11.724	-0.493	11.779
2.403	-0.402226	13.330915	-1.934515	13.476552	0.311	12.354	-0.984	12.440
2.428	-1.599327	14.259866	-2.959233	14.651235	-0.306	13.068	-1.844	13.241
2.453	-1.197101	14.231135	-1.110910	14.324537	-0.711	13.621	-1.942	13.810
2.473	0.316035	11.329363	4.098873	12.052183	-0.721	13.288	-0.476	13.626
2.482	1.197101	9.346964	4.893748	10.618265	-0.321	12.292	1.231	12.912
2.502	0.038307	10.026917	4.922479	11.170108	0.089	11.234	3.201	12.041
2.521	-0.191536	9.059659	1.417367	9.171862	0.340	9.941	3.833	10.753
2.542	-3.466804	10.180145	-4.204218	11.546841	-0.606	9.653	1.757	10.627
2.570	-3.045424	10.620679	-4.185065	11.814745	-1.666	9.972	-0.512	10.926
2.578	-1.608904	9.816227	-2.097321	10.165906	-2.078	9.919	-2.267	10.675
2.599	-0.517148	8.092402	0.478840	8.123034	-2.160	9.677	-2.502	10.413
2.618	0.181959	6.205771	1.177947	6.319198	-1.247	8.684	-1.156	9.106
2.638	1.168370	6.205771	0.909797	6.380001	-0.194	7.580	0.117	7.747
2.661	1.666364	5.947197	2.039860	6.504380	0.625	6.613	1.152	6.832
2.677	1.369483	5.918467	1.695095	6.306907	1.097	6.069	1.456	6.378
2.698	0.296881	6.291962	-0.871489	6.358964	1.125	6.091	0.943	6.388
2.717	-1.455675	7.489063	-2.959233	8.183038	0.469	6.412	-0.024	6.838
2.741	-1.455675	7.718906	-1.819593	8.062966	-0.311	6.855	-0.989	7.228
2.759	-0.517148	8.274361	-0.718261	8.321561	-0.783	7.444	-1.592	7.732
2.778	-0.095768	8.686164	-0.421380	8.696906	-0.881	8.042	-1.480	8.316
2.795	-0.794875	9.414001	-0.699107	9.473331	-0.716	8.523	-0.915	8.639
2.814	-0.995988	9.595961	0.153229	9.648727	-0.601	8.993	-0.421	9.035
2.833	-1.340753	10.036493	-0.229843	10.128260	-0.807	9.433	-0.299	9.487
2.857	-1.618480	11.022904	-1.819593	11.288703	-1.188	10.017	-0.649	10.135
2.873	-1.359907	12.449849	-2.633622	12.797815	-1.329	10.776	-1.132	10.966
2.892	-0.584185	13.273455	-2.135628	13.456849	-1.226	11.696	-1.705	11.918
2.912	-0.363919	14.307750	-1.551443	14.396218	-0.982	12.763	-2.035	12.985
2.930	-1.101333	14.566323	-0.440533	14.614540	-0.852	13.649	-1.690	13.816
2.950	-0.526724	13.215993	0.478840	13.235150	-0.644	13.841	-0.912	13.926
2.974	0.459687	10.189722	2.863465	10.594394	-0.383	13.070	0.338	13.210
2.990	1.972822	7.690176	3.045424	8.503261	0.201	11.416	1.487	11.737
3.010	2.652776	7.077260	-0.632069	7.584480	1.140	9.543	1.439	9.979
3.037	1.474828	8.916007	-4.548983	10.117487	1.640	8.468	0.182	9.200
3.053	0.794875	10.342952	-6.330269	12.152398	1.724	8.507	-2.116	9.589
3.070	1.436521	10.898406	-3.093309	11.419606	1.590	9.309	-3.651	10.318
3.090	1.350330	10.046070	0.919373	10.178023	1.264	10.051	-3.263	10.967
3.108	0.268151	8.896853	2.375048	9.212316	0.962	10.046	-1.532	10.741
3.131	-0.928950	7.718906	1.924938	8.009361	0.532	9.390	0.532	9.705
3.147	-0.775721	6.837840	0.172383	6.883859	-0.022	8.375	1.348	8.571
3.176	-0.651223	6.138733	-1.417367	6.333804	-0.522	7.398	0.764	7.610
3.191	-0.660800	6.004658	-1.877054	6.325812	-0.754	6.675	-0.299	6.888
3.207	-0.392649	6.052542	-1.551443	6.260544	-0.620	6.258	-1.168	6.451
3.225	-0.191536	6.521805	-1.599327	6.717773	-0.474	6.179	-1.611	6.409
3.243	0.028730	7.489063	-1.972822	7.744605	-0.304	6.517	-1.750	6.762
3.262	0.287304	8.753201	-2.384625	9.076757	-0.067	7.204	-1.877	7.450
3.282	0.411803	9.950302	-2.240973	10.207843	0.134	8.179	-2.049	8.437
3.302	0.737414	10.678140	-0.948104	10.745480	0.366	9.218	-1.887	9.444
3.321	1.168370	10.879252	0.316035	10.946374	0.651	10.065	-1.314	10.244
3.341	1.120486	11.252748	0.248997	11.311137	0.860	10.690	-0.656	10.803
3.361	0.727837	11.750742	-1.273715	11.841961	0.939	11.140	-0.414	11.211
3.380	-0.114922	12.095507	-2.193089	12.293255	0.725	11.495	-0.725	11.598
3.399	-0.976834	13.196839	-3.878607	13.789647	0.189	12.074	-1.774	12.309
3.421	-1.015141	14.077906	-4.443638	14.797428	-0.345	12.780	-2.947	13.181
3.439	0.114922	13.407530	-0.057461	13.408146	-0.498	13.194	-2.643	13.572
3.457	0.833182	11.444284	3.888184	12.115437	-0.261	13.032	-1.123	13.528
3.478	0.277727	9.682152	2.442086	9.989243	0.053	12.153	0.457	12.578
3.497	-2.030283	9.260772	-1.168370	9.552436	-0.201	10.949	1.276	11.266
3.525	-3.217807	9.864111	-4.098873	11.155973	-1.034	10.063	0.266	10.703
3.543	-2.250550	10.046070	-3.428497	10.850949	-1.805	9.713	-1.563	10.387
3.561	-1.446098	9.481039	-0.430956	9.600366	-2.236	9.663	-2.282	10.290
3.578	-0.718261	8.379706	1.072602	8.478553	-1.908	9.443	-1.721	10.021
3.598	-0.181959	7.498640	0.612916	7.525847	-1.149	8.851	-0.543	9.114
3.615	0.363919	6.646304	-0.316035	6.663758	-0.496	8.001	0.235	8.067
3.639	0.574608	5.851429	-1.608904	6.095733	0.010	7.094	-0.060	7.191
3.657	0.114922	5.430049	-2.298434	5.897579	0.218	6.357	-0.903	6.546
3.676	-0.430956	5.698200	-1.867477	6.011878	0.156	5.906	-1.523	6.167
3.692	-0.478840	6.464345	-1.235408	6.598732	-0.055	5.861	-1.753	6.151
3.713	-0.277727	7.115568	-0.900220	7.177662	-0.268	6.177	-1.575	6.421
3.731	-0.450110	7.651869	-0.919373	7.720035	-0.409	6.732	-1.231	6.877
3.755	-0.756568	7.872135	-1.120486	7.987390	-0.491	7.276	-1.044	7.371
3.772	-1.005565	7.996634	-1.675941	8.232016	-0.622	7.659	-1.154	7.779
3.795	-0.919373	8.245630	-2.413355	8.640599	-0.783	7.942	-1.532	8.145
3.812	-1.053449	8.944737	-1.857901	9.196189	-0.934	8.265	-1.767	8.514
3.831	-1.197101	10.237606	-1.934515	10.487325	-1.044	8.856	-1.970	9.139
3.851	-1.177947	11.856087	-3.160346	12.326481	-1.087	9.821	-2.342	10.163
3.874	-1.235408	13.177686	-3.610456	13.719075	-1.166	11.054	-2.641	11.432
3.892	-0.478840	13.982138	-3.007117	14.309864	-1.022	12.313	-2.928	12.711
3.913	-0.430956	14.595054	-2.671929	14.843872	-0.831	13.403	-3.112	13.800
