2016-03-03 20:53:02	Start
2016-03-03 20:53:22	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	0.380264	9.493683	1.290344	9.588514	0.380	9.494	1.290	9.589
0.021	0.273148	9.560333	1.278442	9.649300	0.353	9.510	1.287	9.604
0.043	0.177933	9.691254	0.995178	9.743841	0.303	9.560	1.214	9.643
0.061	0.230301	9.760284	0.995178	9.813591	0.265	9.626	1.140	9.699
0.081	0.554031	9.572235	1.140381	9.655833	0.309	9.646	1.102	9.716
0.101	0.556412	9.479401	1.123718	9.561975	0.380	9.626	1.064	9.694
0.122	0.454056	9.448456	1.142761	9.528136	0.449	9.565	1.101	9.640
0.141	0.418350	9.446075	1.002319	9.508312	0.496	9.487	1.102	9.564
0.163	0.375504	9.548431	0.961853	9.604099	0.451	9.481	1.058	9.551
0.184	0.456436	9.541290	1.133240	9.619188	0.426	9.496	1.060	9.565
0.203	0.492142	9.536530	1.216553	9.626401	0.436	9.518	1.078	9.589
0.224	0.399307	9.648407	1.652161	9.796981	0.431	9.569	1.241	9.662
0.245	0.461197	9.841217	1.537903	9.971329	0.452	9.642	1.385	9.753
0.263	0.365982	9.838837	1.121338	9.909291	0.430	9.716	1.382	9.826
0.283	0.294571	9.845978	1.254639	9.929963	0.380	9.794	1.392	9.902
0.304	0.342178	9.738861	1.214172	9.820220	0.366	9.816	1.282	9.908
0.324	0.377884	9.607941	0.973755	9.664550	0.345	9.758	1.141	9.831
0.345	0.420731	9.615082	1.059448	9.682419	0.359	9.702	1.126	9.774
0.365	0.570694	9.643646	0.759521	9.690329	0.428	9.651	1.002	9.714
0.383	0.570694	9.443695	0.509583	9.474637	0.485	9.578	0.826	9.628
0.406	0.570694	9.360382	0.135864	9.378747	0.533	9.516	0.616	9.557
0.425	0.508804	9.324677	-0.052185	9.338694	0.555	9.443	0.338	9.471
0.448	0.342178	9.419891	-0.185486	9.427929	0.498	9.387	0.102	9.405
0.464	-0.029160	9.603180	-0.066467	9.603454	0.348	9.427	-0.042	9.437
0.485	-0.367172	9.679352	0.031128	9.686363	0.114	9.507	-0.068	9.514
0.504	-0.602829	9.631744	-0.073608	9.650871	-0.164	9.584	-0.074	9.592
0.525	-0.640915	9.536530	-0.011719	9.558049	-0.410	9.613	-0.030	9.625
0.547	-0.395737	9.362762	-0.218811	9.373677	-0.502	9.553	-0.068	9.567
0.566	-0.079147	9.293732	-0.159302	9.295434	-0.430	9.456	-0.116	9.470
0.585	0.275528	9.374664	-0.261658	9.382362	-0.210	9.392	-0.163	9.402
0.606	0.542130	9.379425	-0.380676	9.402789	0.086	9.353	-0.255	9.364
0.626	0.658768	9.472260	-0.513977	9.509041	0.349	9.380	-0.329	9.397
0.651	0.620682	9.562714	-0.454468	9.593606	0.524	9.447	-0.403	9.472
0.666	0.551651	9.624603	-0.352112	9.646828	0.593	9.510	-0.425	9.538
0.687	0.318375	9.765045	-0.237854	9.773129	0.537	9.606	-0.390	9.631
0.706	0.068436	9.838837	-0.164062	9.840442	0.390	9.698	-0.302	9.714
0.727	-0.143417	9.903107	-0.137878	9.905105	0.199	9.783	-0.223	9.791
0.748	-0.255295	9.884064	-0.273560	9.891144	-0.003	9.848	-0.203	9.852
0.769	-0.305283	9.945953	0.112061	9.951269	-0.159	9.893	-0.116	9.897
0.787	-0.129135	10.017365	0.983276	10.066335	-0.208	9.938	0.171	9.953
0.809	-0.102951	10.062592	1.192749	10.133558	-0.198	9.977	0.504	10.011
0.828	0.111282	9.957855	0.821411	9.992296	-0.107	9.996	0.777	10.036
0.853	0.206497	9.867401	0.226318	9.872156	0.021	9.976	0.806	10.016
0.868	-0.067245	10.288727	-0.054565	10.289091	0.037	10.044	0.546	10.072
0.888	-0.567123	10.674347	-0.466370	10.699571	-0.079	10.197	0.132	10.213
0.908	-0.414780	10.688629	-0.478271	10.707361	-0.211	10.380	-0.193	10.392
0.929	0.008926	10.433929	-0.985291	10.480351	-0.260	10.521	-0.496	10.544
0.949	0.125565	10.391083	-0.802002	10.422743	-0.212	10.547	-0.683	10.578
0.971	0.049393	10.126862	-1.082886	10.184714	-0.058	10.410	-0.837	10.449
0.988	-0.007736	9.741241	-1.635132	9.877525	0.044	10.173	-1.126	10.241
1.013	-0.419540	9.765045	-2.313538	10.044132	-0.063	10.006	-1.458	10.132
1.033	-0.250534	11.531281	-1.644653	11.650669	-0.157	10.291	-1.669	10.439
1.056	0.496902	10.545807	-1.697021	10.693027	-0.045	10.396	-1.823	10.566
1.072	0.327896	11.038544	-0.918640	11.081555	0.039	10.720	-1.643	10.867
1.090	0.244583	11.143280	-0.968628	11.187974	0.205	11.065	-1.307	11.153
1.110	0.720657	10.671967	-0.530640	10.709426	0.448	10.850	-1.029	10.918
1.133	1.161026	9.712677	0.154907	9.783050	0.614	10.642	-0.566	10.691
1.151	1.101517	8.824799	0.495300	8.907061	0.807	10.088	-0.212	10.147
1.173	0.768265	8.082123	0.866638	8.164680	0.938	9.323	0.247	9.391
1.191	0.846817	8.044037	0.840454	8.132035	0.969	8.666	0.589	8.747
1.212	1.191971	8.534393	-0.221191	8.620069	0.977	8.371	0.495	8.456
1.234	1.687088	8.453461	-1.482788	8.746767	1.124	8.279	0.001	8.416
1.258	0.358841	9.972137	-0.951965	10.023898	1.021	8.751	-0.454	8.881
1.281	0.182693	10.395844	-0.699646	10.420962	0.855	9.339	-0.839	9.453
1.289	-0.298141	9.008087	-3.401367	9.633474	0.483	9.457	-1.634	9.706
