2016-03-03 20:48:38	Start
2016-03-03 20:48:58	End


Time (s)	X	Y	Z	|V|	MAx	MAy	MAz	MAv
0.000	0.277908	9.500824	0.471497	9.516575	0.278	9.501	0.471	9.517
0.020	0.358841	9.393707	0.788086	9.433535	0.298	9.474	0.551	9.496
0.043	0.432632	9.588898	0.757141	9.628468	0.337	9.496	0.622	9.524
0.060	0.368362	9.874542	0.476257	9.892881	0.359	9.589	0.623	9.618
0.081	0.301712	10.064972	0.400085	10.077438	0.365	9.731	0.605	9.758
0.100	0.485001	9.826935	0.995178	9.889098	0.397	9.839	0.657	9.872
0.121	0.604019	9.688873	0.614319	9.727101	0.440	9.864	0.621	9.897
0.142	0.594498	9.527008	0.359619	9.552310	0.496	9.777	0.592	9.811
0.161	0.530228	9.396088	0.642883	9.432969	0.553	9.610	0.653	9.650
0.181	0.661148	9.467499	0.845215	9.528118	0.597	9.520	0.616	9.560
0.202	0.630203	9.557953	0.802368	9.612253	0.604	9.487	0.663	9.531
0.222	0.561172	9.507965	0.792847	9.557453	0.596	9.482	0.771	9.533
0.243	0.520706	9.555573	0.692871	9.594799	0.593	9.522	0.783	9.573
0.261	0.504044	9.477020	0.735718	9.518889	0.554	9.525	0.756	9.571
0.282	0.356461	9.412750	0.542908	9.435130	0.486	9.488	0.691	9.527
0.302	0.332657	9.348480	0.766663	9.385761	0.428	9.448	0.685	9.484
0.322	0.163651	9.384186	0.909485	9.429575	0.339	9.406	0.739	9.442
0.343	0.006546	9.386566	0.757141	9.417056	0.215	9.383	0.744	9.417
0.363	-0.302902	9.084259	0.845215	9.128521	0.050	9.301	0.820	9.340
0.383	-0.302902	9.829315	0.435791	9.843633	-0.109	9.421	0.737	9.455
0.403	-0.188644	10.129242	0.481018	10.142411	-0.197	9.607	0.630	9.633
0.423	-0.431442	9.991180	0.364380	10.007128	-0.306	9.758	0.532	9.780
0.444	-0.402878	10.143524	-0.021240	10.151544	-0.331	10.023	0.315	10.036
0.463	-0.124374	10.138763	-0.337830	10.145153	-0.287	10.101	0.122	10.112
0.483	0.380264	10.084015	-0.404480	10.099285	-0.145	10.089	-0.100	10.101
0.503	0.642105	10.081635	-0.228333	10.104642	0.124	10.112	-0.248	10.125
0.524	0.573074	9.698395	0.414368	9.724144	0.368	10.001	-0.139	10.018
0.544	0.458817	9.496063	0.202515	9.509298	0.514	9.840	-0.004	9.859
0.564	0.311234	9.131866	-0.302124	9.142162	0.496	9.602	0.022	9.620
0.583	-0.095810	9.050934	-0.414001	9.060904	0.312	9.344	-0.025	9.359
0.605	-0.283859	9.238983	-0.304504	9.248357	0.098	9.229	-0.205	9.240
0.624	-0.890854	8.741486	-0.218811	8.789487	-0.240	9.041	-0.310	9.060
0.644	-0.750412	9.060455	-1.397095	9.198198	-0.505	9.023	-0.584	9.074
0.664	-0.105331	9.193756	-0.737732	9.223909	-0.508	9.059	-0.665	9.115
0.685	-0.019638	8.779572	-1.085266	8.846416	-0.442	8.944	-0.860	9.015
0.705	-0.033920	9.296112	-1.742249	9.458028	-0.227	9.082	-1.241	9.182
0.725	0.551651	10.000702	-1.294739	10.099243	0.098	9.318	-1.215	9.407
0.745	0.627823	9.748383	-1.975525	9.966335	0.281	9.456	-1.524	9.593
0.766	0.216019	9.612701	-2.699158	9.986799	0.340	9.664	-1.928	9.878
0.785	0.113663	9.108063	-2.701538	9.500949	0.377	9.617	-2.168	9.888
0.807	0.399307	9.327057	-1.766052	9.501178	0.339	9.449	-2.286	9.739
0.825	0.282669	10.019745	-1.677979	10.163208	0.253	9.517	-2.211	9.788
0.846	-0.114853	10.667206	-1.894592	10.834756	0.170	9.781	-2.010	10.000
0.866	-0.614731	11.174225	-2.384949	11.442428	-0.012	10.297	-1.931	10.485
0.887	-0.850388	11.809784	-2.799133	12.166729	-0.324	10.918	-2.189	11.152
0.907	-0.862289	11.600311	-2.970520	12.005613	-0.611	11.313	-2.512	11.612
0.929	-0.569504	11.752655	-2.832458	12.102564	-0.724	11.584	-2.747	11.929
0.949	0.099380	11.938324	-2.180237	12.136181	-0.546	11.775	-2.696	12.103
0.973	0.706375	11.907379	-2.077881	12.107941	-0.157	11.800	-2.515	12.088
0.990	1.065811	11.631256	-1.301880	11.752317	0.326	11.807	-2.098	12.025
1.010	1.149124	11.024261	-0.692505	11.105602	0.755	11.625	-1.563	11.776
1.031	1.082474	10.436310	-0.337830	10.497735	1.001	11.250	-1.103	11.366
1.050	1.113419	9.538910	-0.149780	9.604839	1.103	10.658	-0.620	10.740
1.068	1.084854	8.560577	-0.197388	8.631301	1.107	9.890	-0.344	9.960
1.090	0.775406	7.715546	-0.678223	7.784015	1.014	9.063	-0.341	9.129
1.109	1.177689	7.663177	-1.147156	7.837551	1.038	8.370	-0.543	8.464
1.134	1.556168	8.434418	-1.001953	8.635101	1.149	8.093	-0.756	8.222
1.149	1.330032	9.410370	-1.420898	9.609527	1.210	8.306	-1.062	8.467
1.175	0.680191	9.941193	-1.766052	10.119729	1.186	8.862	-1.334	9.050
1.193	0.142227	9.062836	-1.868408	9.254522	0.927	9.212	-1.514	9.405
1.212	0.513565	8.401093	-2.058838	8.664925	0.667	9.204	-1.779	9.412
1.233	0.713516	8.220184	-2.027893	8.496640	0.512	8.906	-1.930	9.134
1.255	0.563553	8.334442	-1.801758	8.545575	0.483	8.505	-1.939	8.740
